E_lab	E*/MeV	186At	187At	188At	189At	190At	191At	192At	193At
346.215	8.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.570E-07
348.089	9.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.987E-07
349.963	10.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.164E-06
351.837	11.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.158E-09	0.237E-06
353.711	12.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.698E-07	0.250E-06
355.584	13.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.186E-05	0.222E-06
357.458	14.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.926E-05	0.194E-06
359.332	15.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.329E-04	0.155E-06
361.206	16.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.794E-04	0.129E-06
363.079	17.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.112E-03	0.118E-06
364.953	18.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.117E-03	0.950E-07
366.827	19.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.103E-03	0.943E-07
368.701	20.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.821E-04	0.813E-07
370.575	21.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.123E-08	0.616E-04	0.598E-07
372.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.335E-07	0.448E-04	0.000E+00
374.322	23.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.309E-06	0.317E-04	0.000E+00
376.196	24.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.145E-05	0.216E-04	0.000E+00
378.070	25.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.417E-05	0.142E-04	0.000E+00
379.944	26.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.785E-05	0.925E-05	0.000E+00
381.817	27.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.103E-04	0.581E-05	0.000E+00
383.691	28.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.108E-04	0.364E-05	0.000E+00
385.565	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.979E-05	0.214E-05	0.000E+00
387.439	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.801E-05	0.121E-05	0.000E+00
389.313	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.609E-05	0.656E-06	0.000E+00
391.186	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.793E-11	0.437E-05	0.344E-06	0.000E+00
393.060	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.241E-09	0.300E-05	0.161E-06	0.000E+00
394.934	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.272E-08	0.199E-05	0.603E-07	0.000E+00
396.808	35.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.166E-07	0.128E-05	0.250E-07	0.000E+00
398.681	36.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.648E-07	0.807E-06	0.832E-08	0.000E+00
400.555	37.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.180E-06	0.499E-06	0.000E+00	0.000E+00
402.429	38.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.375E-06	0.303E-06	0.000E+00	0.000E+00
404.303	39.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.605E-06	0.181E-06	0.000E+00	0.000E+00
406.177	40.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.799E-06	0.107E-06	0.000E+00	0.000E+00
408.050	41.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.905E-06	0.623E-07	0.000E+00	0.000E+00
409.924	42.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.912E-06	0.358E-07	0.000E+00	0.000E+00
411.798	43.0	0.000E+00	0.000E+00	0.000E+00	0.102E-11	0.841E-06	0.202E-07	0.000E+00	0.000E+00
413.672	44.0	0.000E+00	0.000E+00	0.000E+00	0.126E-10	0.722E-06	0.108E-07	0.000E+00	0.000E+00
415.546	45.0	0.000E+00	0.000E+00	0.000E+00	0.874E-10	0.586E-06	0.168E-08	0.000E+00	0.000E+00
417.419	46.0	0.000E+00	0.000E+00	0.000E+00	0.391E-09	0.456E-06	0.000E+00	0.000E+00	0.000E+00
