E_lab	E*/MeV	186At	187At	188At	189At	190At	191At	192At	193At
419.293	47.0	0.000E+00	0.000E+00	0.000E+00	0.122E-08	0.342E-06	0.000E+00	0.000E+00	0.000E+00
421.167	48.0	0.000E+00	0.000E+00	0.000E+00	0.284E-08	0.249E-06	0.000E+00	0.000E+00	0.000E+00
423.041	49.0	0.000E+00	0.000E+00	0.000E+00	0.519E-08	0.177E-06	0.000E+00	0.000E+00	0.000E+00
424.914	50.0	0.000E+00	0.000E+00	0.000E+00	0.783E-08	0.123E-06	0.000E+00	0.000E+00	0.000E+00
426.788	51.0	0.000E+00	0.000E+00	0.000E+00	0.102E-07	0.842E-07	0.000E+00	0.000E+00	0.000E+00
428.662	52.0	0.000E+00	0.000E+00	0.000E+00	0.118E-07	0.569E-07	0.000E+00	0.000E+00	0.000E+00
430.536	53.0	0.000E+00	0.000E+00	0.000E+00	0.126E-07	0.380E-07	0.000E+00	0.000E+00	0.000E+00
432.410	54.0	0.000E+00	0.000E+00	0.000E+00	0.124E-07	0.251E-07	0.000E+00	0.000E+00	0.000E+00
434.283	55.0	0.000E+00	0.000E+00	0.743E-14	0.116E-07	0.164E-07	0.000E+00	0.000E+00	0.000E+00
436.157	56.0	0.000E+00	0.000E+00	0.790E-13	0.103E-07	0.107E-07	0.000E+00	0.000E+00	0.000E+00
438.031	57.0	0.000E+00	0.000E+00	0.553E-12	0.880E-08	0.692E-08	0.000E+00	0.000E+00	0.000E+00
439.905	58.0	0.000E+00	0.000E+00	0.275E-11	0.728E-08	0.445E-08	0.000E+00	0.000E+00	0.000E+00
441.779	59.0	0.000E+00	0.000E+00	0.103E-10	0.585E-08	0.285E-08	0.000E+00	0.000E+00	0.000E+00
443.652	60.0	0.000E+00	0.000E+00	0.301E-10	0.459E-08	0.178E-08	0.000E+00	0.000E+00	0.000E+00
445.526	61.0	0.000E+00	0.000E+00	0.715E-10	0.353E-08	0.111E-08	0.000E+00	0.000E+00	0.000E+00
447.400	62.0	0.000E+00	0.000E+00	0.142E-09	0.266E-08	0.606E-09	0.000E+00	0.000E+00	0.000E+00
449.274	63.0	0.000E+00	0.000E+00	0.242E-09	0.198E-08	0.262E-09	0.000E+00	0.000E+00	0.000E+00
451.147	64.0	0.000E+00	0.000E+00	0.365E-09	0.145E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
453.021	65.0	0.000E+00	0.000E+00	0.496E-09	0.106E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
454.895	66.0	0.000E+00	0.000E+00	0.619E-09	0.758E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
456.769	67.0	0.000E+00	0.660E-15	0.718E-09	0.540E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
458.643	68.0	0.000E+00	0.440E-14	0.785E-09	0.381E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
460.516	69.0	0.000E+00	0.216E-13	0.815E-09	0.267E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
462.390	70.0	0.000E+00	0.814E-13	0.810E-09	0.186E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
464.264	71.0	0.000E+00	0.244E-12	0.775E-09	0.127E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
466.138	72.0	0.000E+00	0.603E-12	0.718E-09	0.861E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
468.012	73.0	0.000E+00	0.126E-11	0.646E-09	0.561E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
469.885	74.0	0.000E+00	0.231E-11	0.568E-09	0.338E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
471.759	75.0	0.000E+00	0.376E-11	0.488E-09	0.121E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
473.633	76.0	0.000E+00	0.556E-11	0.411E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
475.507	77.0	0.000E+00	0.757E-11	0.340E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
477.380	78.0	0.000E+00	0.961E-11	0.278E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
479.254	79.0	0.000E+00	0.115E-10	0.224E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
481.128	80.0	0.000E+00	0.131E-10	0.178E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
483.002	81.0	0.774E-16	0.142E-10	0.140E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
484.876	82.0	0.355E-15	0.149E-10	0.109E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
486.749	83.0	0.132E-14	0.150E-10	0.840E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
488.623	84.0	0.412E-14	0.148E-10	0.643E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
490.497	85.0	0.109E-13	0.141E-10	0.488E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
492.371	86.0	0.250E-13	0.132E-10	0.368E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
494.245	87.0	0.509E-13	0.120E-10	0.276E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
496.118	88.0	0.931E-13	0.108E-10	0.205E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
497.992	89.0	0.155E-12	0.949E-11	0.152E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
499.866	90.0	0.239E-12	0.823E-11	0.111E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
