E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
212.265	33.0	0.000E+00	0.000E+00	0.208E-09	0.235E-08	0.148E-11	0.990E-09	0.271E-09
213.612	34.0	0.000E+00	0.000E+00	0.128E-08	0.609E-08	0.308E-11	0.390E-08	0.652E-09
214.959	35.0	0.000E+00	0.000E+00	0.232E-06	0.139E-05	0.336E-08	0.542E-06	0.120E-06
216.305	36.0	0.000E+00	0.352E-11	0.275E-05	0.151E-04	0.656E-07	0.529E-05	0.130E-05
217.652	37.0	0.000E+00	0.194E-09	0.139E-04	0.486E-04	0.228E-06	0.216E-04	0.389E-05
218.999	38.0	0.000E+00	0.505E-08	0.622E-04	0.133E-03	0.869E-06	0.817E-04	0.101E-04
220.346	39.0	0.000E+00	0.846E-07	0.260E-03	0.343E-03	0.477E-05	0.300E-03	0.250E-04
221.693	40.0	0.000E+00	0.105E-05	0.102E-02	0.841E-03	0.303E-04	0.106E-02	0.592E-04
223.040	41.0	0.000E+00	0.101E-04	0.364E-02	0.193E-02	0.177E-03	0.348E-02	0.132E-03
224.387	42.0	0.000E+00	0.721E-04	0.110E-01	0.388E-02	0.823E-03	0.978E-02	0.264E-03
225.734	43.0	0.000E+00	0.344E-03	0.250E-01	0.623E-02	0.266E-02	0.209E-01	0.429E-03
227.081	44.0	0.000E+00	0.108E-02	0.416E-01	0.766E-02	0.592E-02	0.329E-01	0.553E-03
228.428	45.0	0.000E+00	0.247E-02	0.542E-01	0.747E-02	0.101E-01	0.409E-01	0.585E-03
229.775	46.0	0.000E+00	0.460E-02	0.602E-01	0.617E-02	0.147E-01	0.437E-01	0.536E-03
231.122	47.0	0.000E+00	0.749E-02	0.603E-01	0.457E-02	0.195E-01	0.426E-01	0.441E-03
232.469	48.0	0.000E+00	0.111E-01	0.564E-01	0.320E-02	0.243E-01	0.390E-01	0.334E-03
233.816	49.0	0.396E-07	0.152E-01	0.502E-01	0.226E-02	0.289E-01	0.343E-01	0.237E-03
235.163	50.0	0.206E-06	0.197E-01	0.429E-01	0.181E-02	0.332E-01	0.291E-01	0.161E-03
236.510	51.0	0.844E-06	0.243E-01	0.354E-01	0.185E-02	0.368E-01	0.240E-01	0.106E-03
237.857	52.0	0.290E-05	0.285E-01	0.284E-01	0.242E-02	0.396E-01	0.194E-01	0.686E-04
239.203	53.0	0.864E-05	0.322E-01	0.222E-01	0.356E-02	0.415E-01	0.153E-01	0.437E-04
240.550	54.0	0.227E-04	0.348E-01	0.170E-01	0.534E-02	0.422E-01	0.119E-01	0.276E-04
241.897	55.0	0.535E-04	0.363E-01	0.127E-01	0.774E-02	0.418E-01	0.904E-02	0.173E-04
243.244	56.0	0.113E-03	0.364E-01	0.937E-02	0.108E-01	0.404E-01	0.678E-02	0.108E-04
244.591	57.0	0.218E-03	0.353E-01	0.678E-02	0.143E-01	0.380E-01	0.501E-02	0.665E-05
245.938	58.0	0.385E-03	0.331E-01	0.484E-02	0.181E-01	0.349E-01	0.365E-02	0.409E-05
247.285	59.0	0.626E-03	0.300E-01	0.342E-02	0.222E-01	0.313E-01	0.263E-02	0.249E-05
