E_lab	E*/MeV	191Po	192Po	193Po	194Po	195Po	196Po	197Po
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.688E-08	0.200E-07
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.517E-07	0.816E-07
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.350E-06	0.306E-06
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.217E-05	0.106E-05
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.288E-09	0.122E-04	0.342E-05
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.141E-07	0.614E-04	0.100E-04
204.183	27.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.246E-06	0.249E-03	0.251E-04
205.530	28.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.199E-05	0.750E-03	0.495E-04
206.877	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.100E-04	0.172E-02	0.771E-04
208.224	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.396E-04	0.325E-02	0.101E-03
209.571	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.132E-03	0.523E-02	0.116E-03
210.918	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.382E-03	0.739E-02	0.119E-03
212.265	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.969E-03	0.941E-02	0.114E-03
213.612	34.0	0.000E+00	0.000E+00	0.000E+00	0.714E-08	0.219E-02	0.109E-01	0.101E-03
214.959	35.0	0.000E+00	0.000E+00	0.000E+00	0.761E-07	0.447E-02	0.118E-01	0.850E-04
216.305	36.0	0.000E+00	0.000E+00	0.000E+00	0.543E-06	0.831E-02	0.118E-01	0.679E-04
217.652	37.0	0.000E+00	0.000E+00	0.000E+00	0.311E-05	0.142E-01	0.111E-01	0.517E-04
218.999	38.0	0.000E+00	0.000E+00	0.000E+00	0.149E-04	0.222E-01	0.986E-02	0.377E-04
220.346	39.0	0.000E+00	0.000E+00	0.000E+00	0.598E-04	0.320E-01	0.831E-02	0.265E-04
221.693	40.0	0.000E+00	0.000E+00	0.000E+00	0.198E-03	0.426E-01	0.670E-02	0.179E-04
223.040	41.0	0.000E+00	0.000E+00	0.000E+00	0.555E-03	0.523E-01	0.517E-02	0.117E-04
224.387	42.0	0.000E+00	0.000E+00	0.000E+00	0.133E-02	0.596E-01	0.385E-02	0.743E-05
225.734	43.0	0.000E+00	0.000E+00	0.000E+00	0.281E-02	0.633E-01	0.276E-02	0.453E-05
227.081	44.0	0.000E+00	0.000E+00	0.000E+00	0.526E-02	0.631E-01	0.192E-02	0.266E-05
228.428	45.0	0.000E+00	0.000E+00	0.000E+00	0.887E-02	0.593E-01	0.130E-02	0.146E-05
229.775	46.0	0.000E+00	0.000E+00	0.450E-07	0.136E-01	0.528E-01	0.858E-03	0.712E-06
231.122	47.0	0.000E+00	0.000E+00	0.234E-06	0.191E-01	0.449E-01	0.552E-03	0.168E-06
232.469	48.0	0.000E+00	0.000E+00	0.869E-06	0.247E-01	0.366E-01	0.349E-03	0.000E+00
233.816	49.0	0.000E+00	0.000E+00	0.264E-05	0.295E-01	0.288E-01	0.216E-03	0.000E+00
235.163	50.0	0.000E+00	0.000E+00	0.717E-05	0.329E-01	0.219E-01	0.131E-03	0.000E+00
236.510	51.0	0.000E+00	0.000E+00	0.180E-04	0.345E-01	0.162E-01	0.788E-04	0.000E+00
237.857	52.0	0.000E+00	0.000E+00	0.419E-04	0.342E-01	0.117E-01	0.466E-04	0.000E+00
239.203	53.0	0.000E+00	0.000E+00	0.893E-04	0.322E-01	0.829E-02	0.272E-04	0.000E+00
240.550	54.0	0.000E+00	0.000E+00	0.175E-03	0.291E-01	0.577E-02	0.157E-04	0.000E+00
241.897	55.0	0.000E+00	0.000E+00	0.316E-03	0.252E-01	0.395E-02	0.892E-05	0.000E+00
243.244	56.0	0.000E+00	0.000E+00	0.529E-03	0.212E-01	0.267E-02	0.498E-05	0.000E+00
244.591	57.0	0.000E+00	0.264E-08	0.829E-03	0.173E-01	0.179E-02	0.266E-05	0.000E+00
245.938	58.0	0.000E+00	0.137E-07	0.122E-02	0.138E-01	0.118E-02	0.138E-05	0.000E+00
247.285	59.0	0.000E+00	0.595E-07	0.168E-02	0.107E-01	0.777E-03	0.603E-06	0.000E+00
248.632	60.0	0.000E+00	0.219E-06	0.218E-02	0.821E-02	0.507E-03	0.000E+00	0.000E+00
249.979	61.0	0.000E+00	0.699E-06	0.269E-02	0.617E-02	0.329E-03	0.000E+00	0.000E+00
251.326	62.0	0.000E+00	0.195E-05	0.314E-02	0.457E-02	0.212E-03	0.000E+00	0.000E+00
252.673	63.0	0.000E+00	0.485E-05	0.349E-02	0.334E-02	0.136E-03	0.000E+00	0.000E+00
254.020	64.0	0.000E+00	0.108E-04	0.372E-02	0.241E-02	0.868E-04	0.000E+00	0.000E+00
255.367	65.0	0.000E+00	0.218E-04	0.380E-02	0.172E-02	0.551E-04	0.000E+00	0.000E+00
256.714	66.0	0.000E+00	0.402E-04	0.375E-02	0.122E-02	0.348E-04	0.000E+00	0.000E+00
258.061	67.0	0.000E+00	0.681E-04	0.358E-02	0.857E-03	0.219E-04	0.000E+00	0.000E+00
259.408	68.0	0.000E+00	0.107E-03	0.331E-02	0.598E-03	0.137E-04	0.000E+00	0.000E+00
260.754	69.0	0.531E-09	0.156E-03	0.298E-02	0.414E-03	0.851E-05	0.000E+00	0.000E+00
262.101	70.0	0.173E-08	0.213E-03	0.262E-02	0.285E-03	0.525E-05	0.000E+00	0.000E+00
263.448	71.0	0.501E-08	0.274E-03	0.225E-02	0.195E-03	0.322E-05	0.000E+00	0.000E+00
264.795	72.0	0.135E-07	0.334E-03	0.190E-02	0.132E-03	0.194E-05	0.000E+00	0.000E+00
266.142	73.0	0.347E-07	0.388E-03	0.157E-02	0.895E-04	0.114E-05	0.000E+00	0.000E+00
