E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.146E-09	0.156E-08	0.000E+00	0.176E-09
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.147E-08	0.828E-08	0.189E-13	0.119E-08
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.129E-07	0.404E-07	0.115E-11	0.730E-08
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.101E-06	0.181E-06	0.348E-10	0.413E-07
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.691E-06	0.733E-06	0.703E-09	0.217E-06
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.411E-05	0.265E-05	0.102E-07	0.104E-05
204.183	27.0	0.000E+00	0.000E+00	0.124E-09	0.197E-04	0.801E-05	0.101E-06	0.419E-05
205.530	28.0	0.000E+00	0.000E+00	0.435E-08	0.712E-04	0.190E-04	0.666E-06	0.130E-04
206.877	29.0	0.000E+00	0.000E+00	0.553E-07	0.200E-03	0.355E-04	0.315E-05	0.320E-04
208.224	30.0	0.000E+00	0.000E+00	0.414E-06	0.472E-03	0.554E-04	0.118E-04	0.674E-04
209.571	31.0	0.000E+00	0.000E+00	0.226E-05	0.966E-03	0.748E-04	0.366E-04	0.125E-03
210.918	32.0	0.000E+00	0.000E+00	0.987E-05	0.175E-02	0.902E-04	0.968E-04	0.209E-03
212.265	33.0	0.000E+00	0.000E+00	0.359E-04	0.287E-02	0.989E-04	0.226E-03	0.318E-03
213.612	34.0	0.000E+00	0.000E+00	0.111E-03	0.426E-02	0.100E-03	0.473E-03	0.448E-03
214.959	35.0	0.000E+00	0.000E+00	0.295E-03	0.576E-02	0.952E-04	0.902E-03	0.584E-03
216.305	36.0	0.000E+00	0.000E+00	0.678E-03	0.714E-02	0.854E-04	0.158E-02	0.711E-03
217.652	37.0	0.000E+00	0.131E-07	0.137E-02	0.815E-02	0.744E-04	0.258E-02	0.811E-03
218.999	38.0	0.000E+00	0.138E-06	0.250E-02	0.863E-02	0.686E-04	0.396E-02	0.871E-03
220.346	39.0	0.000E+00	0.906E-06	0.414E-02	0.855E-02	0.812E-04	0.573E-02	0.885E-03
221.693	40.0	0.000E+00	0.435E-05	0.635E-02	0.796E-02	0.139E-03	0.786E-02	0.856E-03
223.040	41.0	0.000E+00	0.167E-04	0.910E-02	0.702E-02	0.289E-03	0.102E-01	0.790E-03
224.387	42.0	0.000E+00	0.539E-04	0.123E-01	0.589E-02	0.601E-03	0.127E-01	0.698E-03
225.734	43.0	0.000E+00	0.149E-03	0.156E-01	0.473E-02	0.116E-02	0.150E-01	0.593E-03
227.081	44.0	0.000E+00	0.360E-03	0.186E-01	0.365E-02	0.204E-02	0.168E-01	0.485E-03
228.428	45.0	0.000E+00	0.765E-03	0.210E-01	0.271E-02	0.331E-02	0.180E-01	0.382E-03
229.775	46.0	0.000E+00	0.145E-02	0.223E-01	0.195E-02	0.495E-02	0.183E-01	0.292E-03
231.122	47.0	0.000E+00	0.246E-02	0.225E-01	0.137E-02	0.690E-02	0.178E-01	0.217E-03
232.469	48.0	0.000E+00	0.383E-02	0.215E-01	0.951E-03	0.907E-02	0.166E-01	0.156E-03
233.816	49.0	0.101E-07	0.551E-02	0.195E-01	0.692E-03	0.113E-01	0.149E-01	0.110E-03
235.163	50.0	0.550E-07	0.740E-02	0.170E-01	0.586E-03	0.135E-01	0.129E-01	0.757E-04
236.510	51.0	0.234E-06	0.936E-02	0.142E-01	0.650E-03	0.154E-01	0.108E-01	0.510E-04
237.857	52.0	0.828E-06	0.112E-01	0.115E-01	0.910E-03	0.170E-01	0.874E-02	0.338E-04
239.203	53.0	0.253E-05	0.127E-01	0.899E-02	0.140E-02	0.180E-01	0.691E-02	0.220E-04
240.550	54.0	0.678E-05	0.138E-01	0.686E-02	0.214E-02	0.186E-01	0.534E-02	0.141E-04
241.897	55.0	0.162E-04	0.143E-01	0.511E-02	0.315E-02	0.185E-01	0.404E-02	0.894E-05
243.244	56.0	0.349E-04	0.142E-01	0.373E-02	0.441E-02	0.180E-01	0.300E-02	0.560E-05
244.591	57.0	0.681E-04	0.135E-01	0.268E-02	0.587E-02	0.169E-01	0.219E-02	0.347E-05
245.938	58.0	0.122E-03	0.124E-01	0.189E-02	0.748E-02	0.155E-01	0.158E-02	0.213E-05
247.285	59.0	0.200E-03	0.111E-01	0.132E-02	0.916E-02	0.139E-01	0.112E-02	0.130E-05
248.632	60.0	0.308E-03	0.958E-02	0.914E-03	0.108E-01	0.121E-01	0.790E-03	0.784E-06
249.979	61.0	0.444E-03	0.807E-02	0.632E-03	0.124E-01	0.104E-01	0.550E-03	0.469E-06
251.326	62.0	0.608E-03	0.663E-02	0.447E-03	0.137E-01	0.868E-02	0.380E-03	0.278E-06
252.673	63.0	0.791E-03	0.534E-02	0.337E-03	0.148E-01	0.714E-02	0.260E-03	0.163E-06
254.020	64.0	0.984E-03	0.421E-02	0.292E-03	0.155E-01	0.577E-02	0.177E-03	0.943E-07
255.367	65.0	0.117E-02	0.327E-02	0.305E-03	0.159E-01	0.459E-02	0.119E-03	0.527E-07
256.714	66.0	0.134E-02	0.250E-02	0.375E-03	0.158E-01	0.360E-02	0.800E-04	0.269E-07
258.061	67.0	0.148E-02	0.188E-02	0.501E-03	0.154E-01	0.279E-02	0.533E-04	0.114E-07
259.408	68.0	0.158E-02	0.140E-02	0.682E-03	0.146E-01	0.213E-02	0.353E-04	0.000E+00
260.754	69.0	0.162E-02	0.103E-02	0.916E-03	0.136E-01	0.158E-02	0.233E-04	0.000E+00
262.101	70.0	0.161E-02	0.752E-03	0.120E-02	0.124E-01	0.917E-03	0.152E-04	0.000E+00
263.448	71.0	0.156E-02	0.545E-03	0.151E-02	0.111E-01	0.547E-03	0.993E-05	0.000E+00
264.795	72.0	0.147E-02	0.394E-03	0.185E-02	0.975E-02	0.336E-03	0.644E-05	0.000E+00
266.142	73.0	0.135E-02	0.287E-03	0.220E-02	0.840E-02	0.215E-03	0.415E-05	0.000E+00
267.489	74.0	0.121E-02	0.216E-03	0.255E-02	0.710E-02	0.141E-03	0.266E-05	0.000E+00
268.836	75.0	0.106E-02	0.175E-03	0.286E-02	0.589E-02	0.933E-04	0.169E-05	0.000E+00
270.183	76.0	0.910E-03	0.161E-03	0.313E-02	0.479E-02	0.628E-04	0.107E-05	0.000E+00
271.530	77.0	0.769E-03	0.171E-03	0.335E-02	0.382E-02	0.440E-04	0.673E-06	0.000E+00
272.877	78.0	0.640E-03	0.206E-03	0.349E-02	0.297E-02	0.327E-04	0.419E-06	0.000E+00
274.224	79.0	0.524E-03	0.265E-03	0.357E-02	0.185E-02	0.249E-04	0.257E-06	0.000E+00
275.571	80.0	0.424E-03	0.347E-03	0.356E-02	0.106E-02	0.138E-04	0.154E-06	0.000E+00
