          Programm HIVAP,  Autor  W.Reisdorf   Version fuer "rzri6f" vom  7. 6. 1994

           Bearbeitung F.P.Heﬂberger
           
   56Fe 149Sm 205Ra IFUS10 barfac0.73 sigr3.0 25/11/2022 15:56 Sitarcik 
           

 Unterprogramm SEPENF

 benutzt Sierks Programm BARFIT 
 Q-Wert  -143.993 MeV
 Massen aus der Datei "mlz.dat" 

         Exp. Schaleneffekte,  SHELL0=    0.00
          Ra  199   Ra  200   Ra  201   Ra  202   Ra  203   Ra  204   Ra  205
             -0.25      0.62     -0.12      0.55     -0.67     -0.38     -1.68
          Fr  198   Fr  199   Fr  200   Fr  201   Fr  202   Fr  203   Fr  204
             -0.88     -0.12     -1.15     -0.79     -2.02     -1.73     -3.02
          Rn  197   Rn  198   Rn  199   Rn  200   Rn  201   Rn  202   Rn  203
             -0.26      0.17     -1.00     -0.64     -1.87     -1.58     -2.88

           BARFAC=   0.730      BAR0=   0.000

          Separationsenergien (BN,BP,BA) und Spaltbarrieren
          Ra  199   Ra  200   Ra  201   Ra  202   Ra  203   Ra  204   Ra  205
              9.14     10.53      8.84     10.37      8.99     10.40      8.72
              1.10      1.23      1.17      1.10      1.33      1.56      1.80
             -8.09     -8.08     -8.16     -8.27     -8.07     -7.87     -7.66
              3.31      2.57      3.43      2.90      4.24      4.09      5.51
             -0.78      0.00     -0.78      0.00     -0.77      0.00     -0.77
          Fr  198   Fr  199   Fr  200   Fr  201   Fr  202   Fr  203   Fr  204
              8.95     10.40      8.90     10.45      8.76     10.16      8.48
             -0.33     -0.42     -0.30     -0.06      0.19      0.43      0.67
             -8.10     -8.23     -8.15     -7.95     -7.73     -7.53     -7.31
              4.57      3.95      5.12      4.91      6.27      6.12      7.54
             -1.56     -0.78     -1.56     -0.78     -1.55     -0.77     -1.54
          Rn  197   Rn  198   Rn  199   Rn  200   Rn  201   Rn  202   Rn  203
              8.92     10.49      8.78     10.20      8.51      9.92      8.24
              1.18      1.42      1.67      1.91      2.15      2.39      2.63
             -8.25     -8.05     -7.83     -7.62     -7.40     -7.19     -6.97
              4.65      4.37      5.69      5.48      6.85      6.71      8.14
             -0.78      0.00     -0.78      0.00     -0.78      0.00     -0.77

 benutzter Q-Wert  -143.993 MeV    effektiver Q-Wert  -143.993 MeV


E_lab = 209.118 MeV    E* =   8.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 210.494 MeV    E* =   9.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 211.870 MeV    E* =  10.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 213.246 MeV    E* =  11.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 214.621 MeV    E* =  12.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 215.997 MeV    E* =  13.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 217.373 MeV    E* =  14.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 218.749 MeV    E* =  15.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 220.125 MeV    E* =  16.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb




E_lab = 221.501 MeV    E* =  17.000 MeV   nicht gerechnet, SIGFUS kleiner als 1 nb



 HIVAP  CASOUT

   56Fe 149Sm 205Ra IFUS10 barfac0.73 sigr3.0 25/11/2022 15:56 Sitarcik 


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   222.876    3.98    18.0  0.1866E-05  0.2945E-08  0.1863E-05     0.0       99.84
   224.252    4.00    19.0  0.9736E-05  0.1395E-07  0.9722E-05     0.0       99.86
   225.628    4.03    20.0  0.4961E-04  0.6164E-07  0.4955E-04     0.0       99.88
   227.004    4.05    21.0  0.2468E-03  0.2516E-06  0.2465E-03     0.0       99.90
   228.380    4.08    22.0  0.1180E-02  0.9561E-06  0.1179E-02     0.0       99.92
   229.756    4.10    23.0  0.5161E-02  0.3334E-05  0.5157E-02     0.0       99.94
   231.131    4.13    24.0  0.1871E-01  0.9919E-05  0.1870E-01     0.0       99.95
   232.507    4.15    25.0  0.5302E-01  0.2410E-04  0.5300E-01     0.0       99.95
   233.883    4.18    26.0  0.1230E+00  0.4972E-04  0.1230E+00     0.0       99.96
   235.259    4.20    27.0  0.2523E+00  0.9194E-04  0.2522E+00     0.0       99.96
   236.635    4.23    28.0  0.4742E+00  0.1531E-03  0.4741E+00     0.0       99.97
   238.011    4.25    29.0  0.8334E+00  0.2292E-03  0.8332E+00     0.0       99.97
   239.387    4.27    30.0  0.1382E+01  0.3096E-03  0.1382E+01     0.0       99.98
   240.762    4.30    31.0  0.2190E+01  0.3842E-03  0.2190E+01     0.0       99.98
   242.138    4.32    32.0  0.3340E+01  0.4458E-03  0.3339E+01     0.0       99.99
   243.514    4.35    33.0  0.4931E+01  0.4938E-03  0.4930E+01     0.0       99.99

     Querschnitte / mbarn

  E*/MeV   199Ra     200Ra     201Ra     202Ra     203Ra     204Ra     205Ra  
    18.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.353E-09 0.174E-11
    19.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.806E-09 0.234E-11
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.571E-12 0.181E-08 0.000E+00
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.528E-10 0.399E-08 0.000E+00
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.169E-08 0.830E-08 0.000E+00
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.261E-07 0.156E-07 0.000E+00
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.220E-06 0.244E-07 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.110E-05 0.295E-07 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.327E-05 0.288E-07 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.618E-05 0.245E-07 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.878E-05 0.185E-07 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.103E-04 0.111E-07 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.518E-10 0.106E-04 0.000E+00 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.141E-08 0.999E-05 0.000E+00 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.152E-07 0.875E-05 0.000E+00 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.838E-07 0.727E-05 0.000E+00 0.000E+00

  E*/MeV   198Fr     199Fr     200Fr     201Fr     202Fr     203Fr     204Fr  
    18.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.235E-11 0.237E-08
    19.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.521E-10 0.118E-07
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.808E-09 0.517E-07
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.942E-08 0.201E-06
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.863E-07 0.691E-06
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.608E-06 0.203E-05
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.302E-05 0.461E-05
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.103E-04 0.777E-05
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.265E-04 0.102E-04
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.144E-10 0.561E-04 0.116E-04
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.410E-09 0.100E-03 0.119E-04
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.551E-08 0.153E-03 0.112E-04
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.454E-07 0.202E-03 0.974E-05
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.258E-06 0.238E-03 0.799E-05
