E_lab	E*/MeV	191At	192At	BF=0.65	BF=0.65	195At	196At	197At
226.647	22	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.83E-07	1.42E-05	2.60E-09
228.044	23	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.81E-06	3.69E-05	2.96E-09
229.441	24	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.86E-05	8.45E-05	0.00E+00
230.838	25	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.06E-04	1.55E-04	0.00E+00
232.235	26	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.47E-04	2.17E-04	0.00E+00
233.632	27	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.86E-03	2.45E-04	0.00E+00
235.03	28	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.19E-03	2.36E-04	0.00E+00
236.427	29	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.25E-03	2.03E-04	0.00E+00
237.824	30	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.77E-03	1.61E-04	0.00E+00
239.221	31	0.00E+00	0.00E+00	0.00E+00	3.64E-08	4.70E-03	1.19E-04	0.00E+00
240.618	32	0.00E+00	0.00E+00	0.00E+00	8.89E-07	4.20E-03	8.26E-05	0.00E+00
242.015	33	0.00E+00	0.00E+00	0.00E+00	8.21E-06	3.47E-03	5.45E-05	0.00E+00
243.413	34	0.00E+00	0.00E+00	0.00E+00	3.97E-05	2.68E-03	3.44E-05	0.00E+00
244.81	35	0.00E+00	0.00E+00	0.00E+00	1.24E-04	1.95E-03	2.08E-05	0.00E+00
246.207	36	0.00E+00	0.00E+00	0.00E+00	3.00E-04	1.36E-03	1.20E-05	0.00E+00
247.604	37	0.00E+00	0.00E+00	0.00E+00	6.09E-04	8.99E-04	6.65E-06	0.00E+00
249.001	38	0.00E+00	0.00E+00	0.00E+00	1.07E-03	5.75E-04	3.46E-06	0.00E+00
250.398	39	0.00E+00	0.00E+00	0.00E+00	1.60E-03	3.56E-04	1.47E-06	0.00E+00
251.796	40	0.00E+00	0.00E+00	3.47E-10	2.04E-03	2.15E-04	0.00E+00	0.00E+00
253.193	41	0.00E+00	0.00E+00	8.94E-09	2.24E-03	1.27E-04	0.00E+00	0.00E+00
254.59	42	0.00E+00	0.00E+00	9.53E-08	2.19E-03	7.33E-05	0.00E+00	0.00E+00
255.987	43	0.00E+00	0.00E+00	5.78E-07	1.96E-03	4.19E-05	0.00E+00	0.00E+00
257.384	44	0.00E+00	0.00E+00	2.34E-06	1.63E-03	2.37E-05	0.00E+00	0.00E+00
258.781	45	0.00E+00	0.00E+00	7.03E-06	1.28E-03	1.32E-05	0.00E+00	0.00E+00
260.179	46	0.00E+00	0.00E+00	1.70E-05	9.69E-04	7.34E-06	0.00E+00	0.00E+00
261.576	47	0.00E+00	0.00E+00	3.44E-05	7.06E-04	4.04E-06	0.00E+00	0.00E+00
262.973	48	0.00E+00	0.00E+00	5.84E-05	5.01E-04	2.18E-06	0.00E+00	0.00E+00
264.37	49	0.00E+00	0.00E+00	8.45E-05	3.47E-04	1.12E-06	0.00E+00	0.00E+00
265.767	50	0.00E+00	0.00E+00	1.06E-04	2.36E-04	5.56E-07	0.00E+00	0.00E+00
267.164	51	0.00E+00	0.00E+00	1.19E-04	1.58E-04	1.98E-07	0.00E+00	0.00E+00
268.562	52	0.00E+00	3.27E-11	1.23E-04	1.05E-04	0.00E+00	0.00E+00	0.00E+00
269.959	53	0.00E+00	4.30E-10	1.17E-04	6.84E-05	0.00E+00	0.00E+00	0.00E+00
271.356	54	0.00E+00	3.31E-09	1.05E-04	4.43E-05	0.00E+00	0.00E+00	0.00E+00
272.753	55	0.00E+00	1.70E-08	9.03E-05	2.85E-05	0.00E+00	0.00E+00	0.00E+00
274.15	56	0.00E+00	6.38E-08	7.44E-05	1.82E-05	0.00E+00	0.00E+00	0.00E+00
275.547	57	0.00E+00	1.88E-07	5.93E-05	1.16E-05	0.00E+00	0.00E+00	0.00E+00
276.945	58	0.00E+00	4.60E-07	4.60E-05	7.30E-06	0.00E+00	0.00E+00	0.00E+00
279.739	60	0.00E+00	1.77E-06	2.59E-05	2.88E-06	0.00E+00	0.00E+00	0.00E+00
279.739	60	0.00E+00	1.77E-06	2.59E-05	2.88E-06	0.00E+00	0.00E+00	0.00E+00
281.136	61	0.00E+00	2.85E-06	1.89E-05	1.80E-06	0.00E+00	0.00E+00	0.00E+00
282.533	62	0.00E+00	4.11E-06	1.36E-05	1.12E-06	0.00E+00	0.00E+00	0.00E+00
283.93	63	6.82E-12	5.39E-06	9.64E-06	6.92E-07	0.00E+00	0.00E+00	0.00E+00
285.327	64	4.95E-11	6.50E-06	6.77E-06	4.25E-07	0.00E+00	0.00E+00	0.00E+00
286.725	65	2.64E-10	7.30E-06	4.71E-06	2.60E-07	0.00E+00	0.00E+00	0.00E+00
288.122	66	1.09E-09	7.72E-06	3.25E-06	1.54E-07	0.00E+00	0.00E+00	0.00E+00
289.519	67	3.59E-09	7.75E-06	2.23E-06	8.38E-08	0.00E+00	0.00E+00	0.00E+00
290.916	68	9.83E-09	7.45E-06	1.52E-06	4.37E-08	0.00E+00	0.00E+00	0.00E+00
292.313	69	2.28E-08	6.90E-06	1.03E-06	6.97E-09	0.00E+00	0.00E+00	0.00E+00
293.71	70	4.59E-08	6.19E-06	6.91E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00
295.108	71	8.12E-08	5.39E-06	4.63E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00
296.505	72	1.29E-07	4.58E-06	3.09E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00
297.902	73	1.85E-07	3.81E-06	2.06E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00
299.299	74	2.46E-07	3.11E-06	1.36E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00
300.696	75	3.04E-07	2.49E-06	8.88E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00
302.093	76	3.53E-07	1.97E-06	5.79E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00
303.491	77	3.89E-07	1.54E-06	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00
304.888	78	4.11E-07	1.19E-06	2.29E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00
306.285	79	4.16E-07	9.05E-07	1.37E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00
307.682	80	4.07E-07	6.83E-07	5.46E-09	0.00E+00	0.00E+00	0.00E+00	0.00E+00


E	E*	194At_{Boris}	std194At	195At_{Boris}	std195At
235	28	1.90E-05	9.00E-06	2.60E-04	8.00E-05
243	34	1.80E-04	5.00E-05	1.30E-04	3.00E-05
252	40	8.00E-04	2.40E-04	3.80E-05	1.00E-05
266	50	1.80E-04	5.00E-05	2.70E-06	1.30E-06
