  E*/MeV   191At     192At     193At     BF=0.63     BF=0.63     196At     197At  
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.207E-02 0.996E-04 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.227E-02 0.777E-04 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.173E-07 0.220E-02 0.567E-04 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.432E-06 0.194E-02 0.390E-04 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.406E-05 0.159E-02 0.255E-04 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.200E-04 0.122E-02 0.160E-04 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.638E-04 0.879E-03 0.953E-05 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.157E-03 0.605E-03 0.537E-05 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.319E-03 0.399E-03 0.284E-05 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.552E-03 0.253E-03 0.127E-05 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.804E-03 0.156E-03 0.000E+00 0.000E+00
    40.0 0.000E+00 0.000E+00 0.142E-09 0.993E-03 0.936E-04 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.373E-08 0.106E-02 0.550E-04 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.405E-07 0.102E-02 0.317E-04 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.250E-06 0.897E-03 0.181E-04 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.103E-05 0.737E-03 0.102E-04 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.312E-05 0.575E-03 0.564E-05 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.754E-05 0.430E-03 0.313E-05 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.149E-04 0.311E-03 0.169E-05 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.248E-04 0.219E-03 0.882E-06 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.350E-04 0.150E-03 0.435E-06 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.433E-04 0.102E-03 0.145E-06 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.479E-04 0.678E-04 0.000E+00 0.000E+00 0.000E+00

    
  E*/MeV   190Po     191Po     192Po     BF=0.66     BF=0.66     BF=0.66     196Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.339E-07 0.735E-06
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.272E-06 0.257E-05
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.205E-05 0.828E-05
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.138E-04 0.244E-04
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.772E-04 0.627E-04
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.270E-08 0.322E-03 0.128E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.579E-07 0.981E-03 0.198E-03
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.516E-06 0.234E-02 0.245E-03
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.319E-05 0.462E-02 0.259E-03
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.161E-04 0.778E-02 0.243E-03
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.657E-04 0.114E-01 0.208E-03
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.217E-03 0.147E-01 0.166E-03
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.598E-03 0.170E-01 0.124E-03
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.140E-02 0.178E-01 0.877E-04
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.283E-02 0.171E-01 0.590E-04
    35.0 0.000E+00 0.000E+00 0.000E+00 0.210E-08 0.502E-02 0.152E-01 0.379E-04
    36.0 0.000E+00 0.000E+00 0.000E+00 0.326E-07 0.782E-02 0.127E-01 0.235E-04
    37.0 0.000E+00 0.000E+00 0.000E+00 0.211E-06 0.108E-01 0.996E-02 0.140E-04
    38.0 0.000E+00 0.000E+00 0.000E+00 0.799E-06 0.134E-01 0.743E-02 0.805E-05
    39.0 0.000E+00 0.000E+00 0.000E+00 0.220E-05 0.150E-01 0.531E-02 0.449E-05
    40.0 0.000E+00 0.000E+00 0.000E+00 0.542E-05 0.154E-01 0.365E-02 0.239E-05
    41.0 0.000E+00 0.000E+00 0.000E+00 0.131E-04 0.146E-01 0.243E-02 0.120E-05
    42.0 0.000E+00 0.000E+00 0.000E+00 0.305E-04 0.130E-01 0.158E-02 0.504E-06
    43.0 0.000E+00 0.000E+00 0.000E+00 0.663E-04 0.109E-01 0.100E-02 0.000E+00
    44.0 0.000E+00 0.000E+00 0.000E+00 0.132E-03 0.874E-02 0.624E-03 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.242E-03 0.674E-02 0.383E-03 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.405E-03 0.503E-02 0.232E-03 0.000E+00
    47.0 0.000E+00 0.000E+00 0.937E-09 0.626E-03 0.365E-02 0.139E-03 0.000E+00
    48.0 0.000E+00 0.000E+00 0.585E-08 0.894E-03 0.259E-02 0.830E-04 0.000E+00
    49.0 0.000E+00 0.000E+00 0.295E-07 0.118E-02 0.180E-02 0.491E-04 0.000E+00
    50.0 0.000E+00 0.000E+00 0.123E-06 0.146E-02 0.123E-02 0.289E-04 0.000E+00
    51.0 0.000E+00 0.000E+00 0.432E-06 0.168E-02 0.832E-03 0.169E-04 0.000E+00
    52.0 0.000E+00 0.000E+00 0.130E-05 0.181E-02 0.554E-03 0.979E-05 0.000E+00
    53.0 0.000E+00 0.000E+00 0.337E-05 0.185E-02 0.366E-03 0.563E-05 0.000E+00
    54.0 0.000E+00 0.000E+00 0.770E-05 0.180E-02 0.239E-03 0.322E-05 0.000E+00
    55.0 0.000E+00 0.000E+00 0.157E-04 0.167E-02 0.155E-03 0.182E-05 0.000E+00
    56.0 0.000E+00 0.000E+00 0.286E-04 0.149E-02 0.100E-03 0.994E-06 0.000E+00
    57.0 0.000E+00 0.000E+00 0.471E-04 0.129E-02 0.640E-04 0.520E-06 0.000E+00
    58.0 0.000E+00 0.136E-09 0.710E-04 0.108E-02 0.407E-04 0.238E-06 0.000E+00
    60.0 0.000E+00 0.184E-08 0.126E-03 0.706E-03 0.162E-04 0.000E+00 0.000E+00
    60.0 0.000E+00 0.184E-08 0.126E-03 0.706E-03 0.162E-04 0.000E+00 0.000E+00
    61.0 0.000E+00 0.495E-08 0.151E-03 0.553E-03 0.101E-04 0.000E+00 0.000E+00
    62.0 0.000E+00 0.124E-07 0.170E-03 0.425E-03 0.630E-05 0.000E+00 0.000E+00
    63.0 0.000E+00 0.300E-07 0.184E-03 0.321E-03 0.390E-05 0.000E+00 0.000E+00
    64.0 0.000E+00 0.716E-07 0.187E-03 0.240E-03 0.239E-05 0.000E+00 0.000E+00
    65.0 0.000E+00 0.164E-06 0.183E-03 0.176E-03 0.146E-05 0.000E+00 0.000E+00
    66.0 0.000E+00 0.352E-06 0.173E-03 0.128E-03 0.871E-06 0.000E+00 0.000E+00
    67.0 0.000E+00 0.705E-06 0.157E-03 0.926E-04 0.504E-06 0.000E+00 0.000E+00
    
    
  E*/MeV   191At     192At     193At     BF=0.67     BF=0.67     196At     197At 
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.152E-09 0.126E-05 0.461E-09
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.106E-07 0.365E-05 0.771E-09
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.258E-06 0.989E-05 0.103E-08
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.329E-05 0.251E-04 0.000E+00
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.268E-04 0.562E-04 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.143E-03 0.101E-03 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.501E-03 0.139E-03 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.118E-02 0.155E-03 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.197E-02 0.148E-03 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.259E-02 0.126E-03 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.288E-02 0.987E-04 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.222E-07 0.281E-02 0.723E-04 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.550E-06 0.250E-02 0.500E-04 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.514E-05 0.205E-02 0.328E-04 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.251E-04 0.158E-02 0.206E-04 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.797E-04 0.115E-02 0.123E-04 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.195E-03 0.792E-03 0.704E-05 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.396E-03 0.524E-03 0.377E-05 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.686E-03 0.334E-03 0.177E-05 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.101E-02 0.206E-03 0.296E-06 0.000E+00
    40.0 0.000E+00 0.000E+00 0.191E-09 0.125E-02 0.124E-03 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.500E-08 0.135E-02 0.729E-04 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.540E-07 0.131E-02 0.421E-04 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.331E-06 0.115E-02 0.240E-04 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.135E-05 0.952E-03 0.136E-04 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.409E-05 0.745E-03 0.755E-05 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.986E-05 0.559E-03 0.418E-05 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.196E-04 0.405E-03 0.226E-05 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.325E-04 0.286E-03 0.120E-05 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.461E-04 0.197E-03 0.611E-06 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.571E-04 0.134E-03 0.272E-06 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.634E-04 0.892E-04 0.174E-07 0.000E+00 0.000E+00

    
  E*/MeV   190Po     191Po     192Po     BF=0.67     BF=0.67     BF=0.67     196Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.417E-07 0.895E-06
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.336E-06 0.318E-05
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.252E-05 0.104E-04
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.169E-04 0.312E-04
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.936E-04 0.813E-04
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.397E-08 0.389E-03 0.167E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.836E-07 0.118E-02 0.262E-03
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.723E-06 0.283E-02 0.327E-03
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.435E-05 0.561E-02 0.348E-03
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.216E-04 0.953E-02 0.330E-03
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.871E-04 0.141E-01 0.285E-03
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.286E-03 0.184E-01 0.229E-03
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.781E-03 0.215E-01 0.172E-03
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.182E-02 0.228E-01 0.122E-03
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.366E-02 0.221E-01 0.829E-04
    35.0 0.000E+00 0.000E+00 0.000E+00 0.261E-08 0.647E-02 0.199E-01 0.536E-04
    36.0 0.000E+00 0.000E+00 0.000E+00 0.423E-07 0.101E-01 0.167E-01 0.333E-04
    37.0 0.000E+00 0.000E+00 0.000E+00 0.289E-06 0.140E-01 0.132E-01 0.200E-04
    38.0 0.000E+00 0.000E+00 0.000E+00 0.114E-05 0.175E-01 0.991E-02 0.116E-04
    39.0 0.000E+00 0.000E+00 0.000E+00 0.321E-05 0.197E-01 0.713E-02 0.651E-05
    40.0 0.000E+00 0.000E+00 0.000E+00 0.781E-05 0.203E-01 0.493E-02 0.350E-05
    41.0 0.000E+00 0.000E+00 0.000E+00 0.184E-04 0.195E-01 0.331E-02 0.181E-05
    42.0 0.000E+00 0.000E+00 0.000E+00 0.420E-04 0.174E-01 0.216E-02 0.841E-06
    43.0 0.000E+00 0.000E+00 0.000E+00 0.902E-04 0.147E-01 0.137E-02 0.218E-06
    44.0 0.000E+00 0.000E+00 0.000E+00 0.178E-03 0.119E-01 0.860E-03 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.324E-03 0.924E-02 0.530E-03 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.541E-03 0.694E-02 0.322E-03 0.000E+00
    47.0 0.000E+00 0.000E+00 0.137E-08 0.835E-03 0.506E-02 0.194E-03 0.000E+00
    48.0 0.000E+00 0.000E+00 0.852E-08 0.119E-02 0.361E-02 0.116E-03 0.000E+00
    49.0 0.000E+00 0.000E+00 0.427E-07 0.158E-02 0.252E-02 0.688E-04 0.000E+00
    50.0 0.000E+00 0.000E+00 0.177E-06 0.195E-02 0.173E-02 0.406E-04 0.000E+00
    51.0 0.000E+00 0.000E+00 0.618E-06 0.226E-02 0.117E-02 0.238E-04 0.000E+00
    52.0 0.000E+00 0.000E+00 0.184E-05 0.245E-02 0.786E-03 0.138E-04 0.000E+00
    53.0 0.000E+00 0.000E+00 0.478E-05 0.251E-02 0.521E-03 0.802E-05 0.000E+00
    54.0 0.000E+00 0.000E+00 0.109E-04 0.245E-02 0.342E-03 0.460E-05 0.000E+00
    55.0 0.000E+00 0.000E+00 0.222E-04 0.229E-02 0.222E-03 0.260E-05 0.000E+00
    56.0 0.000E+00 0.000E+00 0.406E-04 0.206E-02 0.144E-03 0.145E-05 0.000E+00
    57.0 0.000E+00 0.000E+00 0.673E-04 0.178E-02 0.922E-04 0.774E-06 0.000E+00
    58.0 0.000E+00 0.181E-09 0.102E-03 0.150E-02 0.588E-04 0.382E-06 0.000E+00
    60.0 0.000E+00 0.248E-08 0.182E-03 0.988E-03 0.235E-04 0.000E+00 0.000E+00
    60.0 0.000E+00 0.248E-08 0.182E-03 0.988E-03 0.235E-04 0.000E+00 0.000E+00
    61.0 0.000E+00 0.677E-08 0.219E-03 0.775E-03 0.148E-04 0.000E+00 0.000E+00
    62.0 0.000E+00 0.172E-07 0.249E-03 0.598E-03 0.921E-05 0.000E+00 0.000E+00
    63.0 0.000E+00 0.424E-07 0.268E-03 0.453E-03 0.571E-05 0.000E+00 0.000E+00
    64.0 0.000E+00 0.102E-06 0.274E-03 0.339E-03 0.351E-05 0.000E+00 0.000E+00
    65.0 0.000E+00 0.234E-06 0.269E-03 0.250E-03 0.215E-05 0.000E+00 0.000E+00
    66.0 0.000E+00 0.503E-06 0.254E-03 0.183E-03 0.130E-05 0.000E+00 0.000E+00
    67.0 0.000E+00 0.101E-05 0.232E-03 0.132E-03 0.766E-06 0.000E+00 0.000E+00
    
    
  E*/MeV   191At     192At     193At     BF=0.68     BF=0.68     196At     197At 
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.189E-09 0.147E-05 0.646E-09
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.130E-07 0.433E-05 0.113E-08
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.315E-06 0.119E-04 0.171E-08
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.398E-05 0.306E-04 0.106E-08
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.322E-04 0.694E-04 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.172E-03 0.126E-03 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.613E-03 0.176E-03 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.149E-02 0.197E-03 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.252E-02 0.189E-03 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.334E-02 0.162E-03 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.372E-02 0.128E-03 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.285E-07 0.365E-02 0.939E-04 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.700E-06 0.325E-02 0.651E-04 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.650E-05 0.267E-02 0.429E-04 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.316E-04 0.206E-02 0.270E-04 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.996E-04 0.150E-02 0.162E-04 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.242E-03 0.103E-02 0.935E-05 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.491E-03 0.685E-03 0.507E-05 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.854E-03 0.437E-03 0.261E-05 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.126E-02 0.270E-03 0.102E-05 0.000E+00
    40.0 0.000E+00 0.000E+00 0.258E-09 0.159E-02 0.162E-03 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.669E-08 0.172E-02 0.956E-04 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.718E-07 0.167E-02 0.553E-04 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.438E-06 0.148E-02 0.315E-04 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.178E-05 0.123E-02 0.178E-04 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.537E-05 0.961E-03 0.995E-05 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.130E-04 0.722E-03 0.551E-05 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.260E-04 0.525E-03 0.300E-05 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.436E-04 0.371E-03 0.160E-05 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.624E-04 0.256E-03 0.823E-06 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.779E-04 0.174E-03 0.385E-06 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.871E-04 0.116E-03 0.592E-07 0.000E+00 0.000E+00


  E*/MeV   190Po     191Po     192Po     BF=0.68     BF=0.68     BF=0.68     196Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.513E-07 0.109E-05
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.414E-06 0.393E-05
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.309E-05 0.131E-04
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.206E-04 0.398E-04
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.114E-03 0.105E-03
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.848E-08 0.470E-03 0.218E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.162E-06 0.143E-02 0.344E-03
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.121E-05 0.343E-02 0.435E-03
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.631E-05 0.685E-02 0.467E-03
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.294E-04 0.117E-01 0.446E-03
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.116E-03 0.175E-01 0.388E-03
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.375E-03 0.231E-01 0.314E-03
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.102E-02 0.272E-01 0.238E-03
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.236E-02 0.290E-01 0.170E-03
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.473E-02 0.284E-01 0.116E-03
    35.0 0.000E+00 0.000E+00 0.000E+00 0.324E-08 0.834E-02 0.257E-01 0.754E-04
    36.0 0.000E+00 0.000E+00 0.000E+00 0.548E-07 0.130E-01 0.217E-01 0.471E-04
    37.0 0.000E+00 0.000E+00 0.000E+00 0.390E-06 0.181E-01 0.173E-01 0.284E-04
    38.0 0.000E+00 0.000E+00 0.000E+00 0.160E-05 0.227E-01 0.131E-01 0.165E-04
    39.0 0.000E+00 0.000E+00 0.000E+00 0.460E-05 0.258E-01 0.945E-02 0.935E-05
    40.0 0.000E+00 0.000E+00 0.000E+00 0.111E-04 0.268E-01 0.658E-02 0.510E-05
    41.0 0.000E+00 0.000E+00 0.000E+00 0.257E-04 0.259E-01 0.443E-02 0.266E-05
    42.0 0.000E+00 0.000E+00 0.000E+00 0.577E-04 0.234E-01 0.290E-02 0.131E-05
    43.0 0.000E+00 0.000E+00 0.000E+00 0.122E-03 0.199E-01 0.186E-02 0.535E-06
    44.0 0.000E+00 0.000E+00 0.000E+00 0.240E-03 0.162E-01 0.117E-02 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.432E-03 0.127E-01 0.721E-03 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.718E-03 0.956E-02 0.440E-03 0.000E+00
    47.0 0.000E+00 0.000E+00 0.304E-08 0.110E-02 0.702E-02 0.266E-03 0.000E+00
    48.0 0.000E+00 0.000E+00 0.151E-07 0.157E-02 0.503E-02 0.159E-03 0.000E+00
    49.0 0.000E+00 0.000E+00 0.667E-07 0.209E-02 0.353E-02 0.948E-04 0.000E+00
    50.0 0.000E+00 0.000E+00 0.261E-06 0.258E-02 0.244E-02 0.560E-04 0.000E+00
    51.0 0.000E+00 0.000E+00 0.891E-06 0.299E-02 0.166E-02 0.329E-04 0.000E+00
    52.0 0.000E+00 0.000E+00 0.263E-05 0.325E-02 0.112E-02 0.192E-04 0.000E+00
    53.0 0.000E+00 0.000E+00 0.678E-05 0.335E-02 0.742E-03 0.112E-04 0.000E+00
    54.0 0.000E+00 0.000E+00 0.154E-04 0.329E-02 0.488E-03 0.643E-05 0.000E+00
    55.0 0.000E+00 0.000E+00 0.314E-04 0.308E-02 0.319E-03 0.368E-05 0.000E+00
    56.0 0.000E+00 0.000E+00 0.574E-04 0.278E-02 0.207E-03 0.205E-05 0.000E+00
    57.0 0.000E+00 0.000E+00 0.953E-04 0.242E-02 0.133E-03 0.113E-05 0.000E+00
    58.0 0.000E+00 0.241E-09 0.145E-03 0.205E-02 0.851E-04 0.590E-06 0.000E+00
    60.0 0.000E+00 0.337E-08 0.261E-03 0.136E-02 0.342E-04 0.000E+00 0.000E+00
    60.0 0.000E+00 0.337E-08 0.261E-03 0.136E-02 0.342E-04 0.000E+00 0.000E+00
    61.0 0.000E+00 0.934E-08 0.315E-03 0.107E-02 0.215E-04 0.000E+00 0.000E+00
    62.0 0.000E+00 0.240E-07 0.359E-03 0.827E-03 0.135E-04 0.000E+00 0.000E+00
    63.0 0.000E+00 0.600E-07 0.387E-03 0.630E-03 0.837E-05 0.000E+00 0.000E+00
    64.0 0.000E+00 0.145E-06 0.397E-03 0.472E-03 0.517E-05 0.000E+00 0.000E+00
    65.0 0.000E+00 0.334E-06 0.391E-03 0.350E-03 0.317E-05 0.000E+00 0.000E+00
    66.0 0.000E+00 0.720E-06 0.370E-03 0.256E-03 0.193E-05 0.000E+00 0.000E+00
    67.0 0.000E+00 0.144E-05 0.340E-03 0.185E-03 0.115E-05 0.000E+00 0.000E+00
    

  E*/MeV   191At     192At     193At     BF=0.69     BF=0.69     196At     197At 
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.234E-09 0.169E-05 0.909E-09
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.160E-07 0.508E-05 0.161E-08
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.383E-06 0.142E-04 0.260E-08
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.481E-05 0.369E-04 0.296E-08
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.386E-04 0.845E-04 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.206E-03 0.155E-03 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.747E-03 0.217E-03 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.186E-02 0.245E-03 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.319E-02 0.236E-03 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.425E-02 0.203E-03 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.477E-02 0.161E-03 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.364E-07 0.470E-02 0.119E-03 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.889E-06 0.420E-02 0.826E-04 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.821E-05 0.347E-02 0.545E-04 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.397E-04 0.268E-02 0.344E-04 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.124E-03 0.195E-02 0.208E-04 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.300E-03 0.136E-02 0.120E-04 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.609E-03 0.899E-03 0.665E-05 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.107E-02 0.575E-03 0.346E-05 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.160E-02 0.356E-03 0.147E-05 0.000E+00
    40.0 0.000E+00 0.000E+00 0.347E-09 0.204E-02 0.215E-03 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.894E-08 0.224E-02 0.127E-03 0.000E+00 0.000E+00
