     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

    70.0 0.213E-09 0.193E-06 0.218E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   188Po     189Po     190Po     191Po     192Po     193Po     194Po  
    52.0 0.000E+00 0.000E+00 0.241E-07 0.112E-03 0.202E-04 0.386E-06 0.000E+00
    54.0 0.000E+00 0.000E+00 0.174E-06 0.105E-03 0.840E-05 0.542E-07 0.000E+00
    56.0 0.000E+00 0.000E+00 0.725E-06 0.834E-04 0.340E-05 0.000E+00 0.000E+00
    58.0 0.000E+00 0.000E+00 0.191E-05 0.579E-04 0.134E-05 0.000E+00 0.000E+00
    60.0 0.000E+00 0.306E-10 0.348E-05 0.364E-04 0.512E-06 0.000E+00 0.000E+00
    62.0 0.000E+00 0.251E-09 0.474E-05 0.213E-04 0.181E-06 0.000E+00 0.000E+00
    64.0 0.000E+00 0.137E-08 0.519E-05 0.117E-04 0.475E-07 0.000E+00 0.000E+00
    66.0 0.000E+00 0.717E-08 0.478E-05 0.616E-05 0.000E+00 0.000E+00 0.000E+00
    68.0 0.000E+00 0.313E-07 0.386E-05 0.312E-05 0.000E+00 0.000E+00 0.000E+00
    70.0 0.000E+00 0.101E-06 0.281E-05 0.154E-05 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   187Bi     188Bi     189Bi     190Bi     191Bi     192Bi     193Bi  
    52.0 0.171E-08 0.879E-04 0.428E-03 0.138E-04 0.391E-02 0.153E-02 0.779E-05
    54.0 0.219E-07 0.146E-03 0.219E-03 0.162E-04 0.414E-02 0.860E-03 0.294E-05
    56.0 0.167E-06 0.194E-03 0.105E-03 0.414E-04 0.381E-02 0.454E-03 0.108E-05
    58.0 0.844E-06 0.209E-03 0.485E-04 0.101E-03 0.311E-02 0.228E-03 0.380E-06
    60.0 0.296E-05 0.189E-03 0.216E-04 0.203E-03 0.228E-02 0.110E-03 0.124E-06
    62.0 0.758E-05 0.149E-03 0.967E-05 0.340E-03 0.154E-02 0.512E-04 0.324E-07
    64.0 0.147E-04 0.105E-03 0.549E-05 0.484E-03 0.964E-03 0.232E-04 0.000E+00
    66.0 0.222E-04 0.679E-04 0.726E-05 0.595E-03 0.570E-03 0.102E-04 0.000E+00
    68.0 0.272E-04 0.410E-04 0.166E-04 0.642E-03 0.321E-03 0.439E-05 0.000E+00
    70.0 0.281E-04 0.234E-04 0.365E-04 0.615E-03 0.174E-03 0.184E-05 0.000E+00

 Z-Verteilung  
 E*/MeV     Bi         Po         At  
   52.0  0.598E-02 0.133E-03 0.681E-05
   54.0  0.539E-02 0.114E-03 0.423E-05
   56.0  0.461E-02 0.875E-04 0.258E-05
   58.0  0.369E-02 0.612E-04 0.150E-05
   60.0  0.281E-02 0.404E-04 0.841E-06
   62.0  0.209E-02 0.262E-04 0.495E-06
   64.0  0.160E-02 0.170E-04 0.347E-06
   66.0  0.127E-02 0.109E-04 0.289E-06
   68.0  0.105E-02 0.701E-05 0.257E-06
   70.0  0.879E-03 0.445E-05 0.215E-06

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    52.0     83.02      0.16    191.07      0.82
    54.0     83.02      0.15    191.00      0.75
    56.0     83.02      0.14    190.92      0.75
    58.0     83.02      0.13    190.84      0.79
    60.0     83.01      0.12    190.75      0.83
    62.0     83.01      0.11    190.63      0.87
    64.0     83.01      0.11    190.47      0.89
    66.0     83.01      0.10    190.30      0.87
    68.0     83.01      0.09    190.14      0.84
    70.0     83.01      0.08    190.01      0.80
                                                                        
           



 Ende HIVAP 
