E_lab	E*/MeV	193Rn	194Rn	195Rn	196Rn	197Rn	198Rn	199Rn
229.364	36.0	0.000E+00	0.000E+00	0.000E+00	0.418E-05	0.739E-05	0.000E+00	0.000E+00
230.717	37.0	0.000E+00	0.000E+00	0.000E+00	0.597E-05	0.539E-05	0.000E+00	0.000E+00
232.071	38.0	0.000E+00	0.000E+00	0.000E+00	0.714E-05	0.380E-05	0.000E+00	0.000E+00
233.425	39.0	0.000E+00	0.000E+00	0.000E+00	0.749E-05	0.260E-05	0.000E+00	0.000E+00
234.779	40.0	0.000E+00	0.000E+00	0.137E-11	0.712E-05	0.173E-05	0.000E+00	0.000E+00
236.132	41.0	0.000E+00	0.000E+00	0.471E-10	0.625E-05	0.113E-05	0.000E+00	0.000E+00
237.486	42.0	0.000E+00	0.000E+00	0.642E-09	0.515E-05	0.714E-06	0.000E+00	0.000E+00
238.840	43.0	0.000E+00	0.000E+00	0.490E-08	0.403E-05	0.440E-06	0.000E+00	0.000E+00
240.194	44.0	0.000E+00	0.000E+00	0.247E-07	0.302E-05	0.263E-06	0.000E+00	0.000E+00
241.547	45.0	0.000E+00	0.000E+00	0.898E-07	0.218E-05	0.143E-06	0.000E+00	0.000E+00
242.901	46.0	0.000E+00	0.000E+00	0.248E-06	0.153E-05	0.669E-07	0.000E+00	0.000E+00
244.255	47.0	0.000E+00	0.000E+00	0.535E-06	0.104E-05	0.000E+00	0.000E+00	0.000E+00
245.608	48.0	0.000E+00	0.000E+00	0.926E-06	0.693E-06	0.000E+00	0.000E+00	0.000E+00
246.962	49.0	0.000E+00	0.000E+00	0.134E-05	0.454E-06	0.000E+00	0.000E+00	0.000E+00
248.316	50.0	0.000E+00	0.000E+00	0.168E-05	0.292E-06	0.000E+00	0.000E+00	0.000E+00
249.670	51.0	0.000E+00	0.951E-12	0.188E-05	0.185E-06	0.000E+00	0.000E+00	0.000E+00
251.023	52.0	0.000E+00	0.109E-10	0.193E-05	0.116E-06	0.000E+00	0.000E+00	0.000E+00
252.377	53.0	0.000E+00	0.788E-10	0.185E-05	0.716E-07	0.000E+00	0.000E+00	0.000E+00
253.731	54.0	0.000E+00	0.384E-09	0.167E-05	0.435E-07	0.000E+00	0.000E+00	0.000E+00
255.085	55.0	0.000E+00	0.134E-08	0.144E-05	0.251E-07	0.000E+00	0.000E+00	0.000E+00
256.438	56.0	0.000E+00	0.351E-08	0.119E-05	0.136E-07	0.000E+00	0.000E+00	0.000E+00
257.792	57.0	0.000E+00	0.732E-08	0.954E-06	0.294E-08	0.000E+00	0.000E+00	0.000E+00
259.146	58.0	0.000E+00	0.127E-07	0.744E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
260.500	59.0	0.000E+00	0.189E-07	0.567E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
261.853	60.0	0.000E+00	0.251E-07	0.424E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
263.207	61.0	0.000E+00	0.303E-07	0.312E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
264.561	62.0	0.000E+00	0.339E-07	0.226E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
265.915	63.0	0.759E-13	0.355E-07	0.162E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
267.268	64.0	0.622E-12	0.352E-07	0.115E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
268.622	65.0	0.371E-11	0.334E-07	0.805E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
269.976	66.0	0.168E-10	0.305E-07	0.560E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
271.330	67.0	0.604E-10	0.269E-07	0.387E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
272.683	68.0	0.176E-09	0.231E-07	0.266E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
274.037	69.0	0.425E-09	0.194E-07	0.181E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
275.391	70.0	0.875E-09	0.159E-07	0.122E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00
276.745	71.0	0.157E-08	0.128E-07	0.822E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
278.098	72.0	0.251E-08	0.101E-07	0.546E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
279.452	73.0	0.363E-08	0.789E-08	0.346E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
280.806	74.0	0.484E-08	0.607E-08	0.203E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00
282.160	75.0	0.601E-08	0.462E-08	0.814E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
283.513	76.0	0.702E-08	0.348E-08	0.149E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
284.867	77.0	0.780E-08	0.260E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
286.221	78.0	0.828E-08	0.192E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
287.574	79.0	0.845E-08	0.141E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
288.928	80.0	0.833E-08	0.102E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
290.282	81.0	0.798E-08	0.731E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
291.636	82.0	0.744E-08	0.514E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
292.989	83.0	0.677E-08	0.352E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
294.343	84.0	0.604E-08	0.212E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
295.697	85.0	0.528E-08	0.124E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
297.051	86.0	0.454E-08	0.560E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
298.404	87.0	0.385E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
299.758	88.0	0.322E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
301.112	89.0	0.266E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
302.466	90.0	0.217E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
303.819	91.0	0.175E-08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.409E-06	0.000E+00
