E_lab	E*/MeV	191Po	192Po	193Po	194Po	195Po	196Po	197Po
223.949	32.0	0.000E+00	0.000E+00	0.299E-11	0.695E-09	0.141E-11	0.792E-09	0.672E-09
225.302	33.0	0.000E+00	0.000E+00	0.243E-10	0.163E-08	0.236E-11	0.332E-08	0.168E-08
226.656	34.0	0.000E+00	0.000E+00	0.107E-07	0.106E-05	0.224E-07	0.890E-06	0.122E-05
228.010	35.0	0.000E+00	0.000E+00	0.793E-07	0.340E-05	0.622E-07	0.416E-05	0.402E-05
229.364	36.0	0.000E+00	0.000E+00	0.494E-06	0.863E-05	0.126E-06	0.173E-04	0.110E-04
230.717	37.0	0.000E+00	0.000E+00	0.280E-05	0.207E-04	0.263E-06	0.682E-04	0.287E-04
232.071	38.0	0.000E+00	0.655E-10	0.145E-04	0.473E-04	0.717E-06	0.255E-03	0.714E-04
233.425	39.0	0.000E+00	0.129E-08	0.671E-04	0.103E-03	0.302E-05	0.883E-03	0.168E-03
234.779	40.0	0.000E+00	0.167E-07	0.261E-03	0.201E-03	0.150E-04	0.265E-02	0.353E-03
236.132	41.0	0.000E+00	0.138E-06	0.765E-03	0.322E-03	0.613E-04	0.619E-02	0.606E-03
237.486	42.0	0.000E+00	0.720E-06	0.156E-02	0.391E-03	0.176E-03	0.104E-01	0.786E-03
238.840	43.0	0.000E+00	0.260E-05	0.235E-02	0.367E-03	0.375E-03	0.132E-01	0.790E-03
240.194	44.0	0.000E+00	0.734E-05	0.285E-02	0.285E-03	0.661E-03	0.139E-01	0.661E-03
241.547	45.0	0.000E+00	0.176E-04	0.302E-02	0.197E-03	0.104E-02	0.131E-01	0.492E-03
242.901	46.0	0.000E+00	0.373E-04	0.293E-02	0.128E-03	0.153E-02	0.115E-01	0.342E-03
244.255	47.0	0.000E+00	0.715E-04	0.266E-02	0.799E-04	0.213E-02	0.967E-02	0.228E-03
245.608	48.0	0.000E+00	0.125E-03	0.230E-02	0.498E-04	0.283E-02	0.787E-02	0.148E-03
246.962	49.0	0.000E+00	0.199E-03	0.191E-02	0.324E-04	0.361E-02	0.623E-02	0.945E-04
248.316	50.0	0.000E+00	0.292E-03	0.154E-02	0.253E-04	0.443E-02	0.482E-02	0.597E-04
249.670	51.0	0.109E-08	0.394E-03	0.120E-02	0.284E-04	0.525E-02	0.365E-02	0.374E-04
251.023	52.0	0.485E-08	0.493E-03	0.916E-03	0.445E-04	0.599E-02	0.272E-02	0.233E-04
252.377	53.0	0.182E-07	0.573E-03	0.683E-03	0.797E-04	0.659E-02	0.199E-02	0.144E-04
253.731	54.0	0.595E-07	0.624E-03	0.500E-03	0.142E-03	0.700E-02	0.143E-02	0.881E-05
255.085	55.0	0.172E-06	0.640E-03	0.360E-03	0.243E-03	0.718E-02	0.102E-02	0.537E-05
256.438	56.0	0.448E-06	0.624E-03	0.255E-03	0.390E-03	0.712E-02	0.719E-03	0.325E-05
257.792	57.0	0.106E-05	0.582E-03	0.179E-03	0.592E-03	0.685E-02	0.500E-03	0.196E-05
259.146	58.0	0.227E-05	0.521E-03	0.124E-03	0.850E-03	0.640E-02	0.345E-03	0.117E-05
260.500	59.0	0.447E-05	0.451E-03	0.848E-04	0.116E-02	0.581E-02	0.236E-03	0.692E-06
261.853	60.0	0.813E-05	0.379E-03	0.577E-04	0.150E-02	0.514E-02	0.160E-03	0.406E-06
263.207	61.0	0.137E-04	0.310E-03	0.392E-04	0.185E-02	0.444E-02	0.108E-03	0.236E-06
264.561	62.0	0.214E-04	0.248E-03	0.269E-04	0.219E-02	0.375E-02	0.721E-04	0.135E-06
265.915	63.0	0.313E-04	0.194E-03	0.193E-04	0.248E-02	0.311E-02	0.479E-04	0.739E-07
267.268	64.0	0.427E-04	0.149E-03	0.155E-04	0.270E-02	0.253E-02	0.316E-04	0.393E-07
268.622	65.0	0.547E-04	0.113E-03	0.152E-04	0.284E-02	0.203E-02	0.207E-04	0.150E-07
269.976	66.0	0.661E-04	0.844E-04	0.187E-04	0.288E-02	0.160E-02	0.135E-04	0.000E+00
271.330	67.0	0.758E-04	0.623E-04	0.267E-04	0.283E-02	0.124E-02	0.878E-05	0.000E+00
272.683	68.0	0.827E-04	0.454E-04	0.401E-04	0.271E-02	0.952E-03	0.566E-05	0.000E+00
274.037	69.0	0.864E-04	0.328E-04	0.601E-04	0.252E-02	0.722E-03	0.363E-05	0.000E+00
275.391	70.0	0.868E-04	0.235E-04	0.874E-04	0.229E-02	0.542E-03	0.231E-05	0.000E+00
276.745	71.0	0.841E-04	0.167E-04	0.122E-03	0.204E-02	0.363E-03	0.147E-05	0.000E+00
278.098	72.0	0.791E-04	0.118E-04	0.165E-03	0.177E-02	0.202E-03	0.920E-06	0.000E+00
279.452	73.0	0.723E-04	0.840E-05	0.213E-03	0.152E-02	0.121E-03	0.575E-06	0.000E+00
280.806	74.0	0.644E-04	0.608E-05	0.265E-03	0.127E-02	0.763E-04	0.353E-06	0.000E+00
282.160	75.0	0.561E-04	0.467E-05	0.317E-03	0.105E-02	0.495E-04	0.212E-06	0.000E+00
283.513	76.0	0.480E-04	0.409E-05	0.367E-03	0.855E-03	0.327E-04	0.121E-06	0.000E+00
284.867	77.0	0.402E-04	0.437E-05	0.410E-03	0.681E-03	0.224E-04	0.669E-07	0.000E+00
286.221	78.0	0.332E-04	0.561E-05	0.445E-03	0.530E-03	0.169E-04	0.276E-07	0.000E+00
287.574	79.0	0.270E-04	0.800E-05	0.469E-03	0.397E-03	0.130E-04	0.000E+00	0.000E+00
288.928	80.0	0.217E-04	0.117E-04	0.481E-03	0.279E-03	0.877E-06	0.000E+00	0.000E+00
290.282	81.0	0.172E-04	0.169E-04	0.480E-03	0.148E-03	0.000E+00	0.000E+00	0.000E+00
291.636	82.0	0.135E-04	0.235E-04	0.469E-03	0.723E-04	0.000E+00	0.000E+00	0.000E+00
292.989	83.0	0.105E-04	0.316E-04	0.448E-03	0.359E-04	0.000E+00	0.000E+00	0.000E+00
294.343	84.0	0.807E-05	0.408E-04	0.420E-03	0.181E-04	0.000E+00	0.000E+00	0.000E+00
295.697	85.0	0.617E-05	0.508E-04	0.386E-03	0.939E-05	0.000E+00	0.000E+00	0.000E+00
297.051	86.0	0.468E-05	0.609E-04	0.349E-03	0.555E-05	0.000E+00	0.000E+00	0.000E+00
298.404	87.0	0.355E-05	0.705E-04	0.308E-03	0.332E-05	0.000E+00	0.000E+00	0.000E+00
299.758	88.0	0.270E-05	0.792E-04	0.267E-03	0.848E-07	0.000E+00	0.000E+00	0.000E+00
301.112	89.0	0.208E-05	0.864E-04	0.225E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
302.466	90.0	0.168E-05	0.917E-04	0.182E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
