E_lab	E*/MeV	197Bi	198Bi	199Bi	200Bi	201Bi	202Bi	203Bi
145.765	30.0	0.000E+00	0.000E+00	0.217E-09	0.550E-08	0.497E-09	0.120E-11	0.602E-10
147.007	31.0	0.000E+00	0.000E+00	0.278E-08	0.344E-07	0.193E-08	0.197E-10	0.399E-09
148.249	32.0	0.000E+00	0.000E+00	0.306E-07	0.200E-06	0.710E-08	0.264E-09	0.247E-08
149.492	33.0	0.000E+00	0.000E+00	0.296E-06	0.107E-05	0.248E-07	0.295E-08	0.143E-07
150.734	34.0	0.000E+00	0.000E+00	0.250E-05	0.522E-05	0.822E-07	0.277E-07	0.756E-07
151.977	35.0	0.000E+00	0.000E+00	0.174E-04	0.218E-04	0.254E-06	0.209E-06	0.346E-06
153.219	36.0	0.000E+00	0.135E-08	0.891E-04	0.705E-04	0.682E-06	0.114E-05	0.123E-05
154.462	37.0	0.000E+00	0.465E-07	0.321E-03	0.170E-03	0.154E-05	0.431E-05	0.317E-05
155.704	38.0	0.000E+00	0.582E-06	0.871E-03	0.320E-03	0.297E-05	0.122E-04	0.633E-05
156.946	39.0	0.000E+00	0.407E-05	0.196E-02	0.509E-03	0.512E-05	0.286E-04	0.105E-04
158.189	40.0	0.000E+00	0.203E-04	0.389E-02	0.719E-03	0.868E-05	0.589E-04	0.156E-04
159.431	41.0	0.000E+00	0.816E-04	0.708E-02	0.929E-03	0.160E-04	0.111E-03	0.210E-04
160.674	42.0	0.000E+00	0.280E-03	0.120E-01	0.112E-02	0.334E-04	0.190E-03	0.265E-04
161.916	43.0	0.000E+00	0.837E-03	0.189E-01	0.126E-02	0.747E-04	0.301E-03	0.313E-04
163.159	44.0	0.294E-08	0.222E-02	0.279E-01	0.135E-02	0.165E-03	0.443E-03	0.352E-04
164.401	45.0	0.130E-06	0.523E-02	0.388E-01	0.138E-02	0.342E-03	0.606E-03	0.378E-04
165.643	46.0	0.133E-05	0.111E-01	0.510E-01	0.135E-02	0.658E-03	0.779E-03	0.391E-04
166.886	47.0	0.898E-05	0.213E-01	0.636E-01	0.127E-02	0.117E-02	0.945E-03	0.391E-04
168.128	48.0	0.446E-04	0.376E-01	0.755E-01	0.115E-02	0.196E-02	0.109E-02	0.379E-04
169.371	49.0	0.177E-03	0.613E-01	0.857E-01	0.101E-02	0.306E-02	0.119E-02	0.358E-04
170.613	50.0	0.591E-03	0.934E-01	0.933E-01	0.881E-03	0.454E-02	0.126E-02	0.330E-04
171.856	51.0	0.173E-02	0.134E+00	0.978E-01	0.787E-03	0.640E-02	0.127E-02	0.298E-04
173.098	52.0	0.451E-02	0.182E+00	0.989E-01	0.783E-03	0.865E-02	0.124E-02	0.262E-04
174.340	53.0	0.105E-01	0.236E+00	0.968E-01	0.951E-03	0.112E-01	0.117E-02	0.226E-04
175.583	54.0	0.222E-01	0.290E+00	0.919E-01	0.141E-02	0.140E-01	0.107E-02	0.191E-04
176.825	55.0	0.425E-01	0.342E+00	0.846E-01	0.230E-02	0.168E-01	0.960E-03	0.159E-04
178.068	56.0	0.742E-01	0.384E+00	0.757E-01	0.380E-02	0.194E-01	0.836E-03	0.129E-04
179.310	57.0	0.119E+00	0.414E+00	0.659E-01	0.603E-02	0.216E-01	0.712E-03	0.103E-04
180.552	58.0	0.177E+00	0.427E+00	0.559E-01	0.908E-02	0.232E-01	0.593E-03	0.804E-05
