E_lab	E*/MeV	198Po	199Po	200Po	201Po	202Po	203Po	204Po
164.401	45.0	0.000E+00	0.000E+00	0.389E-09	0.951E-07	0.359E-07	0.129E-10	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.466E-08	0.356E-06	0.876E-07	0.233E-10	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.526E-06	0.986E-04	0.502E-04	0.692E-07	0.268E-10
168.128	48.0	0.000E+00	0.000E+00	0.559E-05	0.482E-03	0.199E-03	0.274E-06	0.175E-09
169.371	49.0	0.000E+00	0.000E+00	0.463E-04	0.182E-02	0.566E-03	0.683E-06	0.471E-09
170.613	50.0	0.000E+00	0.000E+00	0.328E-03	0.647E-02	0.147E-02	0.145E-05	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.203E-02	0.220E-01	0.366E-02	0.291E-05	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.109E-01	0.702E-01	0.873E-02	0.554E-05	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.488E-01	0.201E+00	0.193E-01	0.100E-04	0.000E+00
175.583	54.0	0.000E+00	0.107E-05	0.166E+00	0.468E+00	0.365E-01	0.164E-04	0.000E+00
176.825	55.0	0.000E+00	0.118E-04	0.399E+00	0.818E+00	0.555E-01	0.230E-04	0.000E+00
178.068	56.0	0.000E+00	0.773E-04	0.709E+00	0.110E+01	0.683E-01	0.278E-04	0.000E+00
179.310	57.0	0.000E+00	0.353E-03	0.103E+01	0.123E+01	0.718E-01	0.296E-04	0.000E+00
180.552	58.0	0.000E+00	0.125E-02	0.132E+01	0.121E+01	0.673E-01	0.283E-04	0.000E+00
181.795	59.0	0.000E+00	0.363E-02	0.157E+01	0.111E+01	0.575E-01	0.248E-04	0.000E+00
183.037	60.0	0.000E+00	0.903E-02	0.176E+01	0.957E+00	0.454E-01	0.199E-04	0.000E+00
184.280	61.0	0.000E+00	0.198E-01	0.190E+01	0.791E+00	0.338E-01	0.149E-04	0.000E+00
185.522	62.0	0.000E+00	0.387E-01	0.200E+01	0.633E+00	0.239E-01	0.103E-04	0.000E+00
186.765	63.0	0.365E-06	0.686E-01	0.205E+01	0.494E+00	0.164E-01	0.666E-05	0.000E+00
188.007	64.0	0.233E-05	0.112E+00	0.205E+01	0.377E+00	0.110E-01	0.402E-05	0.000E+00
189.249	65.0	0.117E-04	0.169E+00	0.200E+01	0.284E+00	0.723E-02	0.228E-05	0.000E+00
190.492	66.0	0.484E-04	0.240E+00	0.191E+01	0.210E+00	0.472E-02	0.121E-05	0.000E+00
191.734	67.0	0.170E-03	0.321E+00	0.179E+01	0.154E+00	0.305E-02	0.529E-06	0.000E+00
192.977	68.0	0.514E-03	0.410E+00	0.165E+01	0.111E+00	0.196E-02	0.111E-06	0.000E+00
194.219	69.0	0.137E-02	0.500E+00	0.148E+01	0.797E-01	0.126E-02	0.000E+00	0.000E+00
195.462	70.0	0.324E-02	0.588E+00	0.131E+01	0.565E-01	0.799E-03	0.000E+00	0.000E+00
196.704	71.0	0.691E-02	0.668E+00	0.113E+01	0.398E-01	0.506E-03	0.000E+00	0.000E+00
197.946	72.0	0.134E-01	0.736E+00	0.966E+00	0.277E-01	0.319E-03	0.000E+00	0.000E+00
199.189	73.0	0.239E-01	0.789E+00	0.809E+00	0.192E-01	0.200E-03	0.000E+00	0.000E+00
200.431	74.0	0.395E-01	0.824E+00	0.667E+00	0.132E-01	0.125E-03	0.000E+00	0.000E+00
201.674	75.0	0.611E-01	0.840E+00	0.542E+00	0.905E-02	0.778E-04	0.000E+00	0.000E+00
202.916	76.0	0.890E-01	0.837E+00	0.435E+00	0.616E-02	0.482E-04	0.000E+00	0.000E+00
204.159	77.0	0.123E+00	0.816E+00	0.344E+00	0.416E-02	0.297E-04	0.000E+00	0.000E+00
205.401	78.0	0.163E+00	0.780E+00	0.270E+00	0.280E-02	0.182E-04	0.000E+00	0.000E+00
206.643	79.0	0.206E+00	0.731E+00	0.209E+00	0.188E-02	0.110E-04	0.000E+00	0.000E+00
207.886	80.0	0.251E+00	0.672E+00	0.160E+00	0.125E-02	0.663E-05	0.000E+00	0.000E+00
209.128	81.0	0.296E+00	0.607E+00	0.122E+00	0.831E-03	0.392E-05	0.000E+00	0.000E+00
210.371	82.0	0.339E+00	0.540E+00	0.915E-01	0.549E-03	0.215E-05	0.000E+00	0.000E+00
211.613	83.0	0.378E+00	0.472E+00	0.684E-01	0.361E-03	0.112E-05	0.000E+00	0.000E+00
212.856	84.0	0.411E+00	0.407E+00	0.507E-01	0.237E-03	0.442E-06	0.000E+00	0.000E+00
214.098	85.0	0.436E+00	0.346E+00	0.373E-01	0.155E-03	0.000E+00	0.000E+00	0.000E+00
215.340	86.0	0.452E+00	0.290E+00	0.273E-01	0.100E-03	0.000E+00	0.000E+00	0.000E+00
216.583	87.0	0.460E+00	0.241E+00	0.199E-01	0.650E-04	0.000E+00	0.000E+00	0.000E+00
217.825	88.0	0.459E+00	0.197E+00	0.144E-01	0.419E-04	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.450E+00	0.160E+00	0.103E-01	0.268E-04	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.433E+00	0.128E+00	0.740E-02	0.170E-04	0.000E+00	0.000E+00	0.000E+00
