E_lab	E*/MeV	198Po	199Po	200Po	201Po	202Po	203Po	204Po
164.401	45.0	0.000E+00	0.000E+00	0.433E-09	0.102E-06	0.381E-07	0.135E-10	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.524E-08	0.383E-06	0.929E-07	0.243E-10	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.587E-06	0.107E-03	0.536E-04	0.728E-07	0.281E-10
168.128	48.0	0.000E+00	0.000E+00	0.626E-05	0.523E-03	0.214E-03	0.290E-06	0.186E-09
169.371	49.0	0.000E+00	0.000E+00	0.519E-04	0.198E-02	0.608E-03	0.724E-06	0.505E-09
170.613	50.0	0.000E+00	0.000E+00	0.368E-03	0.704E-02	0.158E-02	0.155E-05	0.129E-09
171.856	51.0	0.000E+00	0.000E+00	0.227E-02	0.239E-01	0.395E-02	0.310E-05	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.122E-01	0.766E-01	0.943E-02	0.591E-05	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.546E-01	0.220E+00	0.209E-01	0.107E-04	0.000E+00
175.583	54.0	0.000E+00	0.128E-05	0.186E+00	0.513E+00	0.396E-01	0.175E-04	0.000E+00
176.825	55.0	0.000E+00	0.140E-04	0.447E+00	0.900E+00	0.604E-01	0.248E-04	0.000E+00
178.068	56.0	0.000E+00	0.919E-04	0.797E+00	0.121E+01	0.748E-01	0.301E-04	0.000E+00
179.310	57.0	0.000E+00	0.419E-03	0.116E+01	0.136E+01	0.793E-01	0.321E-04	0.000E+00
180.552	58.0	0.000E+00	0.148E-02	0.149E+01	0.135E+01	0.749E-01	0.310E-04	0.000E+00
181.795	59.0	0.000E+00	0.429E-02	0.177E+01	0.124E+01	0.646E-01	0.273E-04	0.000E+00
183.037	60.0	0.000E+00	0.107E-01	0.200E+01	0.108E+01	0.515E-01	0.222E-04	0.000E+00
184.280	61.0	0.000E+00	0.233E-01	0.216E+01	0.894E+00	0.386E-01	0.167E-04	0.000E+00
185.522	62.0	0.000E+00	0.455E-01	0.228E+01	0.717E+00	0.275E-01	0.116E-04	0.000E+00
186.765	63.0	0.451E-06	0.807E-01	0.233E+01	0.561E+00	0.190E-01	0.758E-05	0.000E+00
188.007	64.0	0.288E-05	0.132E+00	0.234E+01	0.430E+00	0.127E-01	0.461E-05	0.000E+00
189.249	65.0	0.144E-04	0.199E+00	0.229E+01	0.324E+00	0.842E-02	0.263E-05	0.000E+00
190.492	66.0	0.596E-04	0.283E+00	0.220E+01	0.241E+00	0.550E-02	0.140E-05	0.000E+00
191.734	67.0	0.209E-03	0.379E+00	0.206E+01	0.176E+00	0.357E-02	0.676E-06	0.000E+00
192.977	68.0	0.631E-03	0.485E+00	0.190E+01	0.128E+00	0.230E-02	0.163E-06	0.000E+00
194.219	69.0	0.168E-02	0.593E+00	0.171E+01	0.917E-01	0.147E-02	0.000E+00	0.000E+00
195.462	70.0	0.396E-02	0.698E+00	0.152E+01	0.652E-01	0.941E-03	0.000E+00	0.000E+00
196.704	71.0	0.844E-02	0.794E+00	0.132E+01	0.459E-01	0.597E-03	0.000E+00	0.000E+00
197.946	72.0	0.164E-01	0.877E+00	0.113E+01	0.321E-01	0.377E-03	0.000E+00	0.000E+00
199.189	73.0	0.292E-01	0.942E+00	0.946E+00	0.223E-01	0.237E-03	0.000E+00	0.000E+00
200.431	74.0	0.482E-01	0.985E+00	0.783E+00	0.153E-01	0.149E-03	0.000E+00	0.000E+00
201.674	75.0	0.746E-01	0.101E+01	0.638E+00	0.105E-01	0.926E-04	0.000E+00	0.000E+00
202.916	76.0	0.109E+00	0.100E+01	0.513E+00	0.716E-02	0.575E-04	0.000E+00	0.000E+00
204.159	77.0	0.151E+00	0.981E+00	0.407E+00	0.485E-02	0.355E-04	0.000E+00	0.000E+00
205.401	78.0	0.199E+00	0.939E+00	0.320E+00	0.327E-02	0.218E-04	0.000E+00	0.000E+00
206.643	79.0	0.252E+00	0.881E+00	0.248E+00	0.219E-02	0.132E-04	0.000E+00	0.000E+00
207.886	80.0	0.308E+00	0.811E+00	0.191E+00	0.146E-02	0.800E-05	0.000E+00	0.000E+00
209.128	81.0	0.364E+00	0.734E+00	0.145E+00	0.972E-03	0.475E-05	0.000E+00	0.000E+00
210.371	82.0	0.417E+00	0.653E+00	0.110E+00	0.643E-03	0.264E-05	0.000E+00	0.000E+00
211.613	83.0	0.465E+00	0.572E+00	0.820E-01	0.424E-03	0.143E-05	0.000E+00	0.000E+00
212.856	84.0	0.506E+00	0.494E+00	0.610E-01	0.278E-03	0.605E-06	0.000E+00	0.000E+00
214.098	85.0	0.539E+00	0.421E+00	0.450E-01	0.182E-03	0.383E-07	0.000E+00	0.000E+00
215.340	86.0	0.560E+00	0.353E+00	0.330E-01	0.118E-03	0.000E+00	0.000E+00	0.000E+00
216.583	87.0	0.571E+00	0.293E+00	0.240E-01	0.766E-04	0.000E+00	0.000E+00	0.000E+00
217.825	88.0	0.571E+00	0.241E+00	0.174E-01	0.494E-04	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.561E+00	0.195E+00	0.125E-01	0.316E-04	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.541E+00	0.157E+00	0.900E-02	0.201E-04	0.000E+00	0.000E+00	0.000E+00
