E_lab	E*/MeV	197Bi	198Bi	199Bi	200Bi	201Bi	202Bi	203Bi
145.765	30.0	0.000E+00	0.000E+00	0.226E-09	0.569E-08	0.516E-09	0.124E-11	0.623E-10
147.007	31.0	0.000E+00	0.000E+00	0.290E-08	0.356E-07	0.200E-08	0.204E-10	0.413E-09
148.249	32.0	0.000E+00	0.000E+00	0.319E-07	0.208E-06	0.738E-08	0.275E-09	0.257E-08
149.492	33.0	0.000E+00	0.000E+00	0.309E-06	0.112E-05	0.258E-07	0.307E-08	0.149E-07
150.734	34.0	0.000E+00	0.000E+00	0.261E-05	0.542E-05	0.856E-07	0.289E-07	0.787E-07
151.977	35.0	0.000E+00	0.000E+00	0.182E-04	0.226E-04	0.265E-06	0.218E-06	0.361E-06
153.219	36.0	0.000E+00	0.146E-08	0.934E-04	0.735E-04	0.713E-06	0.119E-05	0.128E-05
154.462	37.0	0.000E+00	0.502E-07	0.337E-03	0.177E-03	0.162E-05	0.452E-05	0.333E-05
155.704	38.0	0.000E+00	0.629E-06	0.916E-03	0.335E-03	0.312E-05	0.128E-04	0.666E-05
156.946	39.0	0.000E+00	0.440E-05	0.206E-02	0.534E-03	0.540E-05	0.301E-04	0.111E-04
158.189	40.0	0.000E+00	0.219E-04	0.410E-02	0.756E-03	0.921E-05	0.622E-04	0.165E-04
159.431	41.0	0.000E+00	0.881E-04	0.749E-02	0.979E-03	0.170E-04	0.117E-03	0.223E-04
160.674	42.0	0.000E+00	0.302E-03	0.127E-01	0.118E-02	0.357E-04	0.201E-03	0.282E-04
161.916	43.0	0.000E+00	0.900E-03	0.200E-01	0.134E-02	0.800E-04	0.320E-03	0.334E-04
163.159	44.0	0.319E-08	0.238E-02	0.296E-01	0.144E-02	0.176E-03	0.470E-03	0.377E-04
164.401	45.0	0.145E-06	0.561E-02	0.413E-01	0.147E-02	0.367E-03	0.645E-03	0.406E-04
165.643	46.0	0.149E-05	0.119E-01	0.543E-01	0.144E-02	0.707E-03	0.830E-03	0.421E-04
166.886	47.0	0.100E-04	0.229E-01	0.678E-01	0.136E-02	0.126E-02	0.101E-02	0.422E-04
168.128	48.0	0.497E-04	0.403E-01	0.807E-01	0.124E-02	0.211E-02	0.116E-02	0.410E-04
169.371	49.0	0.196E-03	0.657E-01	0.917E-01	0.110E-02	0.330E-02	0.128E-02	0.388E-04
170.613	50.0	0.655E-03	0.100E+00	0.100E+00	0.958E-03	0.490E-02	0.135E-02	0.359E-04
171.856	51.0	0.191E-02	0.144E+00	0.105E+00	0.859E-03	0.693E-02	0.136E-02	0.324E-04
173.098	52.0	0.496E-02	0.196E+00	0.107E+00	0.859E-03	0.937E-02	0.133E-02	0.286E-04
174.340	53.0	0.116E-01	0.254E+00	0.105E+00	0.105E-02	0.122E-01	0.126E-02	0.248E-04
175.583	54.0	0.243E-01	0.314E+00	0.995E-01	0.155E-02	0.152E-01	0.116E-02	0.210E-04
176.825	55.0	0.465E-01	0.370E+00	0.920E-01	0.253E-02	0.183E-01	0.104E-02	0.174E-04
178.068	56.0	0.811E-01	0.417E+00	0.826E-01	0.418E-02	0.212E-01	0.908E-03	0.142E-04
179.310	57.0	0.130E+00	0.450E+00	0.722E-01	0.664E-02	0.236E-01	0.774E-03	0.114E-04
180.552	58.0	0.194E+00	0.466E+00	0.615E-01	0.100E-01	0.254E-01	0.646E-03	0.890E-05
181.795	59.0	0.271E+00	0.464E+00	0.511E-01	0.143E-01	0.264E-01	0.528E-03	0.685E-05
183.037	60.0	0.358E+00	0.445E+00	0.417E-01	0.193E-01	0.265E-01	0.424E-03	0.518E-05
184.280	61.0	0.449E+00	0.413E+00	0.335E-01	0.249E-01	0.258E-01	0.334E-03	0.384E-05
185.522	62.0	0.540E+00	0.371E+00	0.268E-01	0.308E-01	0.244E-01	0.258E-03	0.281E-05
186.765	63.0	0.624E+00	0.324E+00	0.220E-01	0.366E-01	0.225E-01	0.196E-03	0.201E-05
188.007	64.0	0.698E+00	0.276E+00	0.190E-01	0.418E-01	0.203E-01	0.147E-03	0.142E-05
189.249	65.0	0.758E+00	0.229E+00	0.180E-01	0.462E-01	0.179E-01	0.109E-03	0.988E-06
190.492	66.0	0.800E+00	0.186E+00	0.190E-01	0.494E-01	0.155E-01	0.791E-04	0.676E-06
191.734	67.0	0.823E+00	0.148E+00	0.217E-01	0.513E-01	0.132E-01	0.567E-04	0.456E-06
192.977	68.0	0.826E+00	0.115E+00	0.262E-01	0.518E-01	0.105E-01	0.402E-04	0.302E-06
194.219	69.0	0.810E+00	0.887E-01	0.320E-01	0.510E-01	0.786E-02	0.282E-04	0.198E-06
195.462	70.0	0.777E+00	0.672E-01	0.388E-01	0.489E-01	0.589E-02	0.195E-04	0.127E-06
196.704	71.0	0.730E+00	0.502E-01	0.463E-01	0.459E-01	0.428E-02	0.133E-04	0.806E-07
197.946	72.0	0.671E+00	0.373E-01	0.541E-01	0.421E-01	0.309E-02	0.905E-05	0.502E-07
199.189	73.0	0.606E+00	0.277E-01	0.619E-01	0.378E-01	0.219E-02	0.607E-05	0.302E-07
200.431	74.0	0.537E+00	0.209E-01	0.692E-01	0.332E-01	0.152E-02	0.404E-05	0.175E-07
201.674	75.0	0.468E+00	0.166E-01	0.758E-01	0.284E-01	0.107E-02	0.266E-05	0.933E-08
202.916	76.0	0.401E+00	0.143E-01	0.813E-01	0.239E-01	0.737E-03	0.174E-05	0.397E-08
204.159	77.0	0.338E+00	0.139E-01	0.856E-01	0.196E-01	0.516E-03	0.113E-05	0.000E+00
205.401	78.0	0.281E+00	0.151E-01	0.884E-01	0.149E-01	0.332E-03	0.727E-06	0.000E+00
206.643	79.0	0.231E+00	0.179E-01	0.897E-01	0.101E-01	0.220E-03	0.464E-06	0.000E+00
207.886	80.0	0.187E+00	0.220E-01	0.895E-01	0.683E-02	0.153E-03	0.291E-06	0.000E+00
