E_lab E*/MeV 193Rn 194Rn 195Rn 196Rn 197Rn 198Rn 199Rn
207.704 20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.649E-10 0.412E-06 0.000E+00
209.057 21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.439E-08 0.653E-06 0.000E+00
210.411 22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.916E-07 0.808E-06 0.000E+00
211.765 23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.836E-06 0.833E-06 0.000E+00
213.119 24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.439E-05 0.757E-06 0.000E+00
214.472 25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.162E-04 0.625E-06 0.000E+00
215.826 26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.410E-04 0.480E-06 0.000E+00
217.180 27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.694E-04 0.346E-06 0.000E+00
218.534 28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.905E-04 0.226E-06 0.000E+00
219.887 29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.990E-04 0.126E-06 0.000E+00
221.241 30.0 0.000E+00 0.000E+00 0.000E+00 0.428E-09 0.956E-04 0.163E-07 0.000E+00
222.595 31.0 0.000E+00 0.000E+00 0.000E+00 0.117E-07 0.843E-04 0.000E+00 0.000E+00
223.949 32.0 0.000E+00 0.000E+00 0.000E+00 0.127E-06 0.693E-04 0.000E+00 0.000E+00
225.302 33.0 0.000E+00 0.000E+00 0.000E+00 0.735E-06 0.538E-04 0.000E+00 0.000E+00
226.656 34.0 0.000E+00 0.000E+00 0.000E+00 0.261E-05 0.398E-04 0.000E+00 0.000E+00
228.010 35.0 0.000E+00 0.000E+00 0.000E+00 0.612E-05 0.283E-04 0.000E+00 0.000E+00
229.364 36.0 0.000E+00 0.000E+00 0.000E+00 0.102E-04 0.194E-04 0.000E+00 0.000E+00
230.717 37.0 0.000E+00 0.000E+00 0.000E+00 0.132E-04 0.128E-04 0.000E+00 0.000E+00
232.071 38.0 0.000E+00 0.000E+00 0.000E+00 0.145E-04 0.828E-05 0.000E+00 0.000E+00
233.425 39.0 0.000E+00 0.000E+00 0.000E+00 0.140E-04 0.520E-05 0.000E+00 0.000E+00
234.779 40.0 0.000E+00 0.000E+00 0.227E-11 0.123E-04 0.320E-05 0.000E+00 0.000E+00
236.132 41.0 0.000E+00 0.000E+00 0.724E-10 0.100E-04 0.193E-05 0.000E+00 0.000E+00
237.486 42.0 0.000E+00 0.000E+00 0.924E-09 0.773E-05 0.114E-05 0.000E+00 0.000E+00
238.840 43.0 0.000E+00 0.000E+00 0.665E-08 0.568E-05 0.660E-06 0.000E+00 0.000E+00
240.194 44.0 0.000E+00 0.000E+00 0.318E-07 0.403E-05 0.366E-06 0.000E+00 0.000E+00
241.547 45.0 0.000E+00 0.000E+00 0.110E-06 0.276E-05 0.193E-06 0.000E+00 0.000E+00
242.901 46.0 0.000E+00 0.000E+00 0.293E-06 0.185E-05 0.869E-07 0.000E+00 0.000E+00
244.255 47.0 0.000E+00 0.000E+00 0.611E-06 0.122E-05 0.000E+00 0.000E+00 0.000E+00
245.608 48.0 0.000E+00 0.000E+00 0.103E-05 0.784E-06 0.000E+00 0.000E+00 0.000E+00
246.962 49.0 0.000E+00 0.000E+00 0.145E-05 0.499E-06 0.000E+00 0.000E+00 0.000E+00
248.316 50.0 0.000E+00 0.000E+00 0.178E-05 0.314E-06 0.000E+00 0.000E+00 0.000E+00
249.670 51.0 0.000E+00 0.984E-12 0.197E-05 0.196E-06 0.000E+00 0.000E+00 0.000E+00
251.023 52.0 0.000E+00 0.112E-10 0.199E-05 0.121E-06 0.000E+00 0.000E+00 0.000E+00
252.377 53.0 0.000E+00 0.800E-10 0.189E-05 0.737E-07 0.000E+00 0.000E+00 0.000E+00
253.731 54.0 0.000E+00 0.387E-09 0.169E-05 0.442E-07 0.000E+00 0.000E+00 0.000E+00
255.085 55.0 0.000E+00 0.134E-08 0.145E-05 0.253E-07 0.000E+00 0.000E+00 0.000E+00
256.438 56.0 0.000E+00 0.352E-08 0.120E-05 0.137E-07 0.000E+00 0.000E+00 0.000E+00
257.792 57.0 0.000E+00 0.733E-08 0.956E-06 0.294E-08 0.000E+00 0.000E+00 0.000E+00
259.146 58.0 0.000E+00 0.127E-07 0.745E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
260.500 59.0 0.000E+00 0.189E-07 0.568E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
261.853 60.0 0.000E+00 0.251E-07 0.424E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
263.207 61.0 0.000E+00 0.303E-07 0.312E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
264.561 62.0 0.000E+00 0.339E-07 0.226E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
265.915 63.0 0.759E-13 0.355E-07 0.162E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
267.268 64.0 0.622E-12 0.352E-07 0.115E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
268.622 65.0 0.371E-11 0.334E-07 0.805E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
269.976 66.0 0.168E-10 0.305E-07 0.560E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
271.330 67.0 0.604E-10 0.269E-07 0.387E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
272.683 68.0 0.176E-09 0.231E-07 0.266E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
274.037 69.0 0.425E-09 0.194E-07 0.181E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
