E_lab E*/MeV 196Rn 197Rn 198Rn 199Rn 200Rn 201Rn 202Rn
221.914 38.0 0.000E+00 0.000E+00 0.164E-15 0.884E-09 0.248E-10 0.674E-14 0.000E+00
224.607 40.0 0.000E+00 0.000E+00 0.980E-11 0.120E-05 0.564E-07 0.219E-09 0.000E+00
227.301 42.0 0.000E+00 0.000E+00 0.613E-08 0.120E-04 0.252E-06 0.000E+00 0.000E+00
229.994 44.0 0.000E+00 0.000E+00 0.748E-06 0.829E-04 0.850E-06 0.000E+00 0.000E+00
232.687 46.0 0.000E+00 0.000E+00 0.280E-04 0.406E-03 0.244E-05 0.000E+00 0.000E+00
235.381 48.0 0.000E+00 0.000E+00 0.209E-03 0.778E-03 0.327E-05 0.000E+00 0.000E+00
238.074 50.0 0.000E+00 0.000E+00 0.369E-03 0.538E-03 0.147E-05 0.000E+00 0.000E+00
240.767 52.0 0.000E+00 0.466E-08 0.349E-03 0.250E-03 0.000E+00 0.000E+00 0.000E+00
243.461 54.0 0.000E+00 0.132E-06 0.252E-03 0.104E-03 0.000E+00 0.000E+00 0.000E+00
246.154 56.0 0.000E+00 0.127E-05 0.157E-03 0.414E-04 0.000E+00 0.000E+00 0.000E+00
248.847 58.0 0.000E+00 0.572E-05 0.876E-04 0.162E-04 0.000E+00 0.000E+00 0.000E+00
251.541 60.0 0.000E+00 0.142E-04 0.455E-04 0.620E-05 0.000E+00 0.000E+00 0.000E+00
254.234 62.0 0.950E-10 0.229E-04 0.223E-04 0.234E-05 0.000E+00 0.000E+00 0.000E+00
256.927 64.0 0.289E-08 0.270E-04 0.105E-04 0.854E-06 0.000E+00 0.000E+00 0.000E+00
259.621 66.0 0.300E-07 0.255E-04 0.481E-05 0.280E-06 0.000E+00 0.000E+00 0.000E+00
262.314 68.0 0.140E-06 0.207E-04 0.214E-05 0.317E-07 0.000E+00 0.000E+00 0.000E+00
265.007 70.0 0.367E-06 0.149E-04 0.938E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
267.701 72.0 0.645E-06 0.981E-05 0.401E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
270.394 74.0 0.852E-06 0.604E-05 0.167E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
273.087 76.0 0.918E-06 0.352E-05 0.607E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
275.781 78.0 0.848E-06 0.197E-05 0.141E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
278.474 80.0 0.697E-06 0.106E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
281.167 82.0 0.523E-06 0.560E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.305E+01
283.861 84.0 0.365E-06 0.288E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.291E+01
286.554 86.0 0.241E-06 0.145E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.279E+01
289.247 88.0 0.151E-06 0.713E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.269E+01
291.941 90.0 0.917E-07 0.340E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.260E+01
294.634 92.0 0.538E-07 0.151E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.251E+01
297.327 94.0 0.307E-07 0.591E-08 0.000E+00 0.000E+00 0.000E+00 0.327E-01 0.243E+01
300.021 96.0 0.171E-07 0.957E-09 0.000E+00 0.000E+00 0.000E+00 0.327E-01 0.236E+01
302.714 98.0 0.932E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.334E-01 0.229E+01
305.407 100.0 0.485E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.348E-01 0.222E+01


E_lab E*/MeV 195At 196At 197At 198At 199At 200At 201At
221.914 38.0 0.000E+00 0.000E+00 0.000E+00 0.426E-12 0.119E-07 0.108E-08 0.153E-12
224.607 40.0 0.000E+00 0.000E+00 0.000E+00 0.201E-08 0.139E-04 0.279E-05 0.560E-08
227.301 42.0 0.000E+00 0.000E+00 0.000E+00 0.349E-06 0.184E-03 0.189E-04 0.311E-07
229.994 44.0 0.000E+00 0.000E+00 0.000E+00 0.233E-04 0.178E-02 0.895E-04 0.100E-06
232.687 46.0 0.000E+00 0.000E+00 0.000E+00 0.682E-03 0.123E-01 0.344E-03 0.272E-06
235.381 48.0 0.000E+00 0.000E+00 0.921E-07 0.541E-02 0.335E-01 0.644E-03 0.368E-06
238.074 50.0 0.000E+00 0.000E+00 0.324E-05 0.128E-01 0.318E-01 0.468E-03 0.125E-06
240.767 52.0 0.000E+00 0.000E+00 0.378E-04 0.189E-01 0.190E-01 0.208E-03 0.000E+00
243.461 54.0 0.000E+00 0.000E+00 0.222E-03 0.226E-01 0.971E-02 0.775E-04 0.000E+00
246.154 56.0 0.000E+00 0.000E+00 0.798E-03 0.228E-01 0.462E-02 0.272E-04 0.000E+00
248.847 58.0 0.000E+00 0.000E+00 0.200E-02 0.199E-01 0.210E-02 0.929E-05 0.000E+00
251.541 60.0 0.000E+00 0.663E-08 0.379E-02 0.153E-01 0.918E-03 0.307E-05 0.000E+00
254.234 62.0 0.000E+00 0.158E-06 0.574E-02 0.106E-01 0.391E-03 0.964E-06 0.000E+00
256.927 64.0 0.000E+00 0.171E-05 0.713E-02 0.675E-02 0.162E-03 0.261E-06 0.000E+00
259.621 66.0 0.000E+00 0.102E-04 0.749E-02 0.400E-02 0.658E-04 0.000E+00 0.000E+00
262.314 68.0 0.000E+00 0.393E-04 0.684E-02 0.224E-02 0.262E-04 0.000E+00 0.000E+00
265.007 70.0 0.000E+00 0.109E-03 0.555E-02 0.120E-02 0.102E-04 0.000E+00 0.000E+00
267.701 72.0 0.112E-07 0.233E-03 0.410E-02 0.617E-03 0.387E-05 0.000E+00 0.000E+00
270.394 74.0 0.121E-06 0.405E-03 0.280E-02 0.308E-03 0.142E-05 0.000E+00 0.000E+00
273.087 76.0 0.782E-06 0.585E-03 0.179E-02 0.150E-03 0.489E-06 0.000E+00 0.000E+00
275.781 78.0 0.339E-05 0.722E-03 0.109E-02 0.710E-04 0.129E-06 0.000E+00 0.000E+00
278.474 80.0 0.106E-04 0.779E-03 0.636E-03 0.330E-04 0.000E+00 0.000E+00 0.000E+00
281.167 82.0 0.250E-04 0.749E-03 0.358E-03 0.150E-04 0.000E+00 0.000E+00 0.000E+00
283.861 84.0 0.472E-04 0.654E-03 0.195E-03 0.674E-05 0.000E+00 0.000E+00 0.000E+00
