E_lab E*/MeV 190Rn 191Rn 192Rn 193Rn 194Rn 195Rn 196Rn
226.099 26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.321E-11 0.121E-12 0.000E+00
227.460 27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.751E-11 0.180E-12 0.000E+00
228.821 28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.423E-08 0.205E-09 0.000E+00
230.182 29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.105E-07 0.370E-09 0.000E+00
231.543 30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.223E-07 0.555E-09 0.000E+00
232.904 31.0 0.000E+00 0.000E+00 0.000E+00 0.562E-14 0.444E-07 0.644E-09 0.000E+00
234.266 32.0 0.000E+00 0.000E+00 0.000E+00 0.314E-11 0.852E-07 0.000E+00 0.000E+00
235.627 33.0 0.000E+00 0.000E+00 0.000E+00 0.225E-09 0.155E-06 0.000E+00 0.000E+00
236.988 34.0 0.000E+00 0.000E+00 0.000E+00 0.551E-08 0.251E-06 0.000E+00 0.000E+00
238.349 35.0 0.000E+00 0.000E+00 0.000E+00 0.577E-07 0.328E-06 0.000E+00 0.000E+00
239.710 36.0 0.000E+00 0.000E+00 0.000E+00 0.293E-06 0.328E-06 0.000E+00 0.000E+00
241.071 37.0 0.000E+00 0.000E+00 0.000E+00 0.866E-06 0.261E-06 0.000E+00 0.000E+00
242.432 38.0 0.000E+00 0.000E+00 0.000E+00 0.170E-05 0.178E-06 0.000E+00 0.000E+00
243.793 39.0 0.000E+00 0.000E+00 0.000E+00 0.246E-05 0.110E-06 0.000E+00 0.000E+00
245.154 40.0 0.000E+00 0.000E+00 0.000E+00 0.290E-05 0.645E-07 0.000E+00 0.000E+00
246.516 41.0 0.000E+00 0.000E+00 0.000E+00 0.295E-05 0.361E-07 0.000E+00 0.000E+00
247.877 42.0 0.000E+00 0.000E+00 0.868E-12 0.271E-05 0.136E-07 0.000E+00 0.000E+00
249.238 43.0 0.000E+00 0.000E+00 0.145E-10 0.231E-05 0.000E+00 0.000E+00 0.000E+00
250.599 44.0 0.000E+00 0.000E+00 0.131E-09 0.185E-05 0.000E+00 0.000E+00 0.000E+00
251.960 45.0 0.000E+00 0.000E+00 0.720E-09 0.142E-05 0.000E+00 0.000E+00 0.000E+00
253.321 46.0 0.000E+00 0.000E+00 0.261E-08 0.105E-05 0.000E+00 0.000E+00 0.000E+00
254.682 47.0 0.000E+00 0.000E+00 0.664E-08 0.756E-06 0.000E+00 0.000E+00 0.000E+00
256.043 48.0 0.000E+00 0.000E+00 0.128E-07 0.530E-06 0.000E+00 0.000E+00 0.000E+00
257.404 49.0 0.000E+00 0.000E+00 0.199E-07 0.365E-06 0.000E+00 0.000E+00 0.000E+00
258.766 50.0 0.000E+00 0.000E+00 0.263E-07 0.248E-06 0.000E+00 0.000E+00 0.000E+00
