E_lab E*/MeV 193Rn 194Rn 195Rn 196Rn 197Rn 198Rn 199Rn
223.949 32.0 0.000E+00 0.000E+00 0.000E+00 0.310E-09 0.739E-08 0.810E-12 0.000E+00
225.302 33.0 0.000E+00 0.000E+00 0.000E+00 0.283E-08 0.145E-07 0.121E-11 0.000E+00
226.656 34.0 0.000E+00 0.000E+00 0.000E+00 0.104E-05 0.214E-04 0.594E-07 0.000E+00
228.010 35.0 0.000E+00 0.000E+00 0.000E+00 0.795E-05 0.576E-04 0.135E-06 0.000E+00
229.364 36.0 0.000E+00 0.000E+00 0.000E+00 0.487E-04 0.132E-03 0.231E-06 0.000E+00
230.717 37.0 0.000E+00 0.000E+00 0.000E+00 0.246E-03 0.292E-03 0.384E-06 0.000E+00
232.071 38.0 0.000E+00 0.000E+00 0.000E+00 0.103E-02 0.622E-03 0.629E-06 0.000E+00
233.425 39.0 0.000E+00 0.000E+00 0.000E+00 0.358E-02 0.126E-02 0.970E-06 0.000E+00
234.779 40.0 0.000E+00 0.000E+00 0.262E-08 0.999E-02 0.231E-02 0.132E-05 0.000E+00
236.132 41.0 0.000E+00 0.000E+00 0.137E-06 0.205E-01 0.341E-02 0.127E-05 0.000E+00
237.486 42.0 0.000E+00 0.000E+00 0.215E-05 0.291E-01 0.374E-02 0.000E+00 0.000E+00
238.840 43.0 0.000E+00 0.000E+00 0.152E-04 0.305E-01 0.313E-02 0.000E+00 0.000E+00
240.194 44.0 0.000E+00 0.000E+00 0.642E-04 0.265E-01 0.220E-02 0.000E+00 0.000E+00
241.547 45.0 0.000E+00 0.000E+00 0.195E-03 0.208E-01 0.140E-02 0.000E+00 0.000E+00
242.901 46.0 0.000E+00 0.000E+00 0.478E-03 0.153E-01 0.850E-03 0.000E+00 0.000E+00
244.255 47.0 0.000E+00 0.000E+00 0.100E-02 0.109E-01 0.505E-03 0.000E+00 0.000E+00
245.608 48.0 0.000E+00 0.000E+00 0.185E-02 0.760E-02 0.297E-03 0.000E+00 0.000E+00
246.962 49.0 0.000E+00 0.000E+00 0.301E-02 0.518E-02 0.174E-03 0.000E+00 0.000E+00
248.316 50.0 0.000E+00 0.531E-09 0.432E-02 0.348E-02 0.101E-03 0.000E+00 0.000E+00
249.670 51.0 0.000E+00 0.872E-08 0.555E-02 0.231E-02 0.584E-04 0.000E+00 0.000E+00
251.023 52.0 0.000E+00 0.846E-07 0.647E-02 0.151E-02 0.336E-04 0.000E+00 0.000E+00
252.377 53.0 0.000E+00 0.547E-06 0.696E-02 0.983E-03 0.193E-04 0.000E+00 0.000E+00
253.731 54.0 0.000E+00 0.255E-05 0.699E-02 0.633E-03 0.109E-04 0.000E+00 0.000E+00
255.085 55.0 0.000E+00 0.907E-05 0.664E-02 0.405E-03 0.602E-05 0.000E+00 0.000E+00
256.438 56.0 0.000E+00 0.259E-04 0.602E-02 0.257E-03 0.310E-05 0.000E+00 0.000E+00
257.792 57.0 0.000E+00 0.609E-04 0.524E-02 0.163E-03 0.145E-05 0.000E+00 0.000E+00
259.146 58.0 0.000E+00 0.121E-03 0.441E-02 0.102E-03 0.122E-06 0.000E+00 0.000E+00
260.500 59.0 0.000E+00 0.207E-03 0.361E-02 0.641E-04 0.000E+00 0.000E+00 0.000E+00
261.853 60.0 0.000E+00 0.310E-03 0.288E-02 0.400E-04 0.000E+00 0.000E+00 0.000E+00
263.207 61.0 0.000E+00 0.418E-03 0.225E-02 0.248E-04 0.000E+00 0.000E+00 0.000E+00
264.561 62.0 0.000E+00 0.513E-03 0.172E-02 0.153E-04 0.000E+00 0.000E+00 0.000E+00
265.915 63.0 0.847E-09 0.584E-03 0.130E-02 0.943E-05 0.000E+00 0.000E+00 0.000E+00
267.268 64.0 0.607E-08 0.624E-03 0.963E-03 0.571E-05 0.000E+00 0.000E+00 0.000E+00
268.622 65.0 0.320E-07 0.631E-03 0.705E-03 0.342E-05 0.000E+00 0.000E+00 0.000E+00
269.976 66.0 0.131E-06 0.610E-03 0.511E-03 0.201E-05 0.000E+00 0.000E+00 0.000E+00
271.330 67.0 0.434E-06 0.567E-03 0.366E-03 0.109E-05 0.000E+00 0.000E+00 0.000E+00
272.683 68.0 0.121E-05 0.509E-03 0.260E-03 0.475E-06 0.000E+00 0.000E+00 0.000E+00
274.037 69.0 0.293E-05 0.444E-03 0.184E-03 0.106E-06 0.000E+00 0.000E+00 0.000E+00
275.391 70.0 0.622E-05 0.378E-03 0.129E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00
276.745 71.0 0.118E-04 0.314E-03 0.894E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
278.098 72.0 0.201E-04 0.256E-03 0.618E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
279.452 73.0 0.312E-04 0.205E-03 0.425E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
280.806 74.0 0.445E-04 0.162E-03 0.291E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
282.160 75.0 0.589E-04 0.126E-03 0.198E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
283.513 76.0 0.731E-04 0.970E-04 0.135E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00
284.867 77.0 0.858E-04 0.737E-04 0.909E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00
