E_lab E*/MeV 190Rn 191Rn 192Rn 193Rn 194Rn 195Rn 196Rn
217.932 20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.436E-12 0.157E-05 0.000E+00
219.293 21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.420E-09 0.245E-05 0.000E+00
220.654 22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.181E-07 0.305E-05 0.000E+00
222.016 23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.227E-06 0.317E-05 0.000E+00
223.377 24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.131E-05 0.285E-05 0.000E+00
224.738 25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.405E-05 0.232E-05 0.000E+00
226.099 26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.719E-05 0.174E-05 0.000E+00
227.460 27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.925E-05 0.123E-05 0.000E+00
228.821 28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.968E-05 0.820E-06 0.000E+00
230.182 29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.879E-05 0.524E-06 0.000E+00
231.543 30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.718E-05 0.311E-06 0.000E+00
232.904 31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.542E-05 0.150E-06 0.000E+00
234.266 32.0 0.000E+00 0.000E+00 0.000E+00 0.808E-10 0.384E-05 0.000E+00 0.000E+00
235.627 33.0 0.000E+00 0.000E+00 0.000E+00 0.214E-08 0.259E-05 0.000E+00 0.000E+00
236.988 34.0 0.000E+00 0.000E+00 0.000E+00 0.210E-07 0.167E-05 0.000E+00 0.000E+00
238.349 35.0 0.000E+00 0.000E+00 0.000E+00 0.110E-06 0.104E-05 0.000E+00 0.000E+00
239.710 36.0 0.000E+00 0.000E+00 0.000E+00 0.379E-06 0.634E-06 0.000E+00 0.000E+00
241.071 37.0 0.000E+00 0.000E+00 0.000E+00 0.935E-06 0.375E-06 0.000E+00 0.000E+00
242.432 38.0 0.000E+00 0.000E+00 0.000E+00 0.172E-05 0.218E-06 0.000E+00 0.000E+00
243.793 39.0 0.000E+00 0.000E+00 0.000E+00 0.245E-05 0.125E-06 0.000E+00 0.000E+00
245.154 40.0 0.000E+00 0.000E+00 0.000E+00 0.288E-05 0.697E-07 0.000E+00 0.000E+00
246.516 41.0 0.000E+00 0.000E+00 0.000E+00 0.294E-05 0.374E-07 0.000E+00 0.000E+00
247.877 42.0 0.000E+00 0.000E+00 0.867E-12 0.270E-05 0.135E-07 0.000E+00 0.000E+00
249.238 43.0 0.000E+00 0.000E+00 0.145E-10 0.230E-05 0.000E+00 0.000E+00 0.000E+00
250.599 44.0 0.000E+00 0.000E+00 0.131E-09 0.185E-05 0.000E+00 0.000E+00 0.000E+00
251.960 45.0 0.000E+00 0.000E+00 0.720E-09 0.142E-05 0.000E+00 0.000E+00 0.000E+00
253.321 46.0 0.000E+00 0.000E+00 0.261E-08 0.105E-05 0.000E+00 0.000E+00 0.000E+00
254.682 47.0 0.000E+00 0.000E+00 0.664E-08 0.755E-06 0.000E+00 0.000E+00 0.000E+00
256.043 48.0 0.000E+00 0.000E+00 0.128E-07 0.530E-06 0.000E+00 0.000E+00 0.000E+00
257.404 49.0 0.000E+00 0.000E+00 0.198E-07 0.365E-06 0.000E+00 0.000E+00 0.000E+00
258.766 50.0 0.000E+00 0.000E+00 0.263E-07 0.247E-06 0.000E+00 0.000E+00 0.000E+00
260.127 51.0 0.000E+00 0.000E+00 0.307E-07 0.165E-06 0.000E+00 0.000E+00 0.000E+00
261.488 52.0 0.000E+00 0.000E+00 0.327E-07 0.109E-06 0.000E+00 0.000E+00 0.000E+00
262.849 53.0 0.000E+00 0.000E+00 0.322E-07 0.715E-07 0.000E+00 0.000E+00 0.000E+00
264.210 54.0 0.000E+00 0.171E-13 0.299E-07 0.464E-07 0.000E+00 0.000E+00 0.000E+00
265.571 55.0 0.000E+00 0.263E-12 0.264E-07 0.299E-07 0.000E+00 0.000E+00 0.000E+00
266.932 56.0 0.000E+00 0.233E-11 0.224E-07 0.191E-07 0.000E+00 0.000E+00 0.000E+00
268.293 57.0 0.000E+00 0.136E-10 0.183E-07 0.121E-07 0.000E+00 0.000E+00 0.000E+00
269.654 58.0 0.000E+00 0.565E-10 0.146E-07 0.751E-08 0.000E+00 0.000E+00 0.000E+00
272.377 60.0 0.000E+00 0.437E-09 0.862E-08 0.250E-08 0.000E+00 0.000E+00 0.000E+00
272.377 60.0 0.000E+00 0.437E-09 0.862E-08 0.250E-08 0.000E+00 0.000E+00 0.000E+00
273.738 61.0 0.000E+00 0.884E-09 0.644E-08 0.101E-08 0.000E+00 0.000E+00 0.000E+00
275.099 62.0 0.000E+00 0.152E-08 0.474E-08 0.372E-09 0.000E+00 0.000E+00 0.000E+00
276.460 63.0 0.000E+00 0.228E-08 0.345E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
277.821 64.0 0.000E+00 0.308E-08 0.247E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
279.182 65.0 0.438E-15 0.381E-08 0.176E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
280.543 66.0 0.460E-14 0.437E-08 0.124E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
281.904 67.0 0.320E-13 0.471E-08 0.862E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00
283.266 68.0 0.158E-12 0.483E-08 0.592E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00
284.627 69.0 0.581E-12 0.473E-08 0.395E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00
285.988 70.0 0.168E-11 0.447E-08 0.256E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00
287.349 71.0 0.394E-11 0.408E-08 0.152E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00
288.710 72.0 0.784E-11 0.362E-08 0.575E-10 0.000E+00 0.000E+00 0.000E+00 0.000E+00
290.071 73.0 0.136E-10 0.314E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
291.432 74.0 0.211E-10 0.266E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
292.793 75.0 0.298E-10 0.221E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
294.154 76.0 0.389E-10 0.181E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
295.516 77.0 0.475E-10 0.146E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
296.877 78.0 0.549E-10 0.116E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
298.238 79.0 0.604E-10 0.911E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
299.599 80.0 0.637E-10 0.708E-09 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00


E_lab E*/MeV 189At 190At 191At 192At 193At 194At 195At
217.932 20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.208E-07 0.836E-05
219.293 21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.242E-06 0.164E-04
220.654 22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.161E-05 0.247E-04
222.016 23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.741E-05 0.301E-04
223.377 24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.257E-04 0.312E-04
224.738 25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.719E-04 0.288E-04
226.099 26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.167E-03 0.243E-04
227.460 27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.496E-10 0.324E-03 0.190E-04
228.821 28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.127E-08 0.531E-03 0.139E-04
230.182 29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.151E-07 0.737E-03 0.957E-05
231.543 30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.110E-06 0.883E-03 0.629E-05
232.904 31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.559E-06 0.929E-03 0.395E-05
234.266 32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.213E-05 0.877E-03 0.239E-05
235.627 33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.643E-05 0.757E-03 0.138E-05
236.988 34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.159E-04 0.607E-03 0.766E-06
238.349 35.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.327E-04 0.459E-03 0.393E-06
239.710 36.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.574E-04 0.330E-03 0.178E-06
241.071 37.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.866E-04 0.228E-03 0.000E+00
242.432 38.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.114E-03 0.153E-03 0.000E+00
243.793 39.0 0.000E+00 0.000E+00 0.000E+00 0.206E-10 0.133E-03 0.994E-04 0.000E+00
245.154 40.0 0.000E+00 0.000E+00 0.000E+00 0.234E-09 0.140E-03 0.632E-04 0.000E+00
246.516 41.0 0.000E+00 0.000E+00 0.000E+00 0.172E-08 0.135E-03 0.395E-04 0.000E+00
247.877 42.0 0.000E+00 0.000E+00 0.000E+00 0.919E-08 0.121E-03 0.243E-04 0.000E+00
249.238 43.0 0.000E+00 0.000E+00 0.000E+00 0.378E-07 0.102E-03 0.148E-04 0.000E+00
250.599 44.0 0.000E+00 0.000E+00 0.000E+00 0.125E-06 0.816E-04 0.889E-05 0.000E+00
251.960 45.0 0.000E+00 0.000E+00 0.000E+00 0.349E-06 0.630E-04 0.531E-05 0.000E+00
253.321 46.0 0.000E+00 0.000E+00 0.000E+00 0.833E-06 0.470E-04 0.316E-05 0.000E+00
254.682 47.0 0.000E+00 0.000E+00 0.000E+00 0.174E-05 0.342E-04 0.186E-05 0.000E+00
256.043 48.0 0.000E+00 0.000E+00 0.000E+00 0.323E-05 0.243E-04 0.109E-05 0.000E+00
257.404 49.0 0.000E+00 0.000E+00 0.000E+00 0.533E-05 0.169E-04 0.631E-06 0.000E+00
258.766 50.0 0.000E+00 0.000E+00 0.546E-11 0.793E-05 0.116E-04 0.357E-06 0.000E+00
260.127 51.0 0.000E+00 0.000E+00 0.389E-10 0.107E-04 0.785E-05 0.198E-06 0.000E+00
261.488 52.0 0.000E+00 0.000E+00 0.211E-09 0.132E-04 0.525E-05 0.103E-06 0.000E+00
262.849 53.0 0.000E+00 0.000E+00 0.909E-09 0.151E-04 0.347E-05 0.492E-07 0.000E+00
264.210 54.0 0.000E+00 0.000E+00 0.323E-08 0.162E-04 0.228E-05 0.569E-08 0.000E+00
265.571 55.0 0.000E+00 0.000E+00 0.965E-08 0.163E-04 0.148E-05 0.000E+00 0.000E+00
266.932 56.0 0.000E+00 0.000E+00 0.247E-07 0.156E-04 0.959E-06 0.000E+00 0.000E+00
268.293 57.0 0.000E+00 0.000E+00 0.551E-07 0.142E-04 0.616E-06 0.000E+00 0.000E+00
269.654 58.0 0.000E+00 0.000E+00 0.108E-06 0.126E-04 0.393E-06 0.000E+00 0.000E+00
272.377 60.0 0.000E+00 0.000E+00 0.297E-06 0.887E-05 0.155E-06 0.000E+00 0.000E+00
272.377 60.0 0.000E+00 0.000E+00 0.297E-06 0.887E-05 0.155E-06 0.000E+00 0.000E+00
273.738 61.0 0.000E+00 0.000E+00 0.426E-06 0.717E-05 0.957E-07 0.000E+00 0.000E+00
275.099 62.0 0.000E+00 0.000E+00 0.563E-06 0.568E-05 0.577E-07 0.000E+00 0.000E+00
276.460 63.0 0.000E+00 0.917E-12 0.691E-06 0.441E-05 0.323E-07 0.000E+00 0.000E+00
277.821 64.0 0.000E+00 0.483E-11 0.796E-06 0.337E-05 0.179E-07 0.000E+00 0.000E+00
279.182 65.0 0.000E+00 0.209E-10 0.868E-06 0.254E-05 0.630E-08 0.000E+00 0.000E+00
280.543 66.0 0.000E+00 0.771E-10 0.901E-06 0.189E-05 0.961E-09 0.000E+00 0.000E+00
281.904 67.0 0.000E+00 0.245E-09 0.896E-06 0.139E-05 0.000E+00 0.000E+00 0.000E+00
283.266 68.0 0.000E+00 0.680E-09 0.858E-06 0.101E-05 0.000E+00 0.000E+00 0.000E+00
284.627 69.0 0.000E+00 0.168E-08 0.795E-06 0.727E-06 0.000E+00 0.000E+00 0.000E+00
285.988 70.0 0.000E+00 0.369E-08 0.716E-06 0.520E-06 0.000E+00 0.000E+00 0.000E+00
287.349 71.0 0.000E+00 0.736E-08 0.628E-06 0.369E-06 0.000E+00 0.000E+00 0.000E+00
288.710 72.0 0.000E+00 0.134E-07 0.538E-06 0.260E-06 0.000E+00 0.000E+00 0.000E+00
290.071 73.0 0.000E+00 0.222E-07 0.452E-06 0.182E-06 0.000E+00 0.000E+00 0.000E+00
291.432 74.0 0.372E-13 0.342E-07 0.373E-06 0.127E-06 0.000E+00 0.000E+00 0.000E+00
292.793 75.0 0.186E-12 0.491E-07 0.303E-06 0.875E-07 0.000E+00 0.000E+00 0.000E+00
294.154 76.0 0.782E-12 0.661E-07 0.243E-06 0.601E-07 0.000E+00 0.000E+00 0.000E+00
295.516 77.0 0.282E-11 0.839E-07 0.192E-06 0.410E-07 0.000E+00 0.000E+00 0.000E+00
296.877 78.0 0.883E-11 0.101E-06 0.150E-06 0.277E-07 0.000E+00 0.000E+00 0.000E+00
298.238 79.0 0.244E-10 0.116E-06 0.116E-06 0.184E-07 0.000E+00 0.000E+00 0.000E+00
299.599 80.0 0.601E-10 0.129E-06 0.885E-07 0.123E-07 0.000E+00 0.000E+00 0.000E+00


E_lab E*/MeV 188Po 189Po 190Po 191Po 192Po 193Po 194Po
217.932 20.0 0.000E+00 0.000E+00 0.000E+00 0.599E-09 0.210E-05 0.000E+00 0.686E-06
219.293 21.0 0.000E+00 0.000E+00 0.000E+00 0.663E-08 0.519E-05 0.000E+00 0.335E-05
220.654 22.0 0.000E+00 0.000E+00 0.000E+00 0.474E-07 0.950E-05 0.609E-10 0.120E-04
222.016 23.0 0.000E+00 0.000E+00 0.000E+00 0.247E-06 0.136E-04 0.141E-08 0.335E-04
223.377 24.0 0.000E+00 0.000E+00 0.000E+00 0.101E-05 0.164E-04 0.142E-07 0.773E-04
224.738 25.0 0.000E+00 0.000E+00 0.000E+00 0.342E-05 0.172E-04 0.859E-07 0.152E-03
226.099 26.0 0.000E+00 0.000E+00 0.000E+00 0.973E-05 0.162E-04 0.361E-06 0.262E-03
227.460 27.0 0.000E+00 0.000E+00 0.000E+00 0.237E-04 0.141E-04 0.116E-05 0.397E-03
228.821 28.0 0.000E+00 0.000E+00 0.000E+00 0.499E-04 0.113E-04 0.309E-05 0.536E-03
230.182 29.0 0.000E+00 0.000E+00 0.211E-09 0.909E-04 0.855E-05 0.730E-05 0.651E-03
231.543 30.0 0.000E+00 0.000E+00 0.204E-08 0.143E-03 0.608E-05 0.159E-04 0.719E-03
232.904 31.0 0.000E+00 0.000E+00 0.122E-07 0.197E-03 0.411E-05 0.328E-04 0.727E-03
234.266 32.0 0.000E+00 0.000E+00 0.549E-07 0.236E-03 0.265E-05 0.632E-04 0.681E-03
235.627 33.0 0.000E+00 0.000E+00 0.198E-06 0.252E-03 0.165E-05 0.114E-03 0.597E-03
236.988 34.0 0.000E+00 0.000E+00 0.592E-06 0.242E-03 0.986E-06 0.192E-03 0.492E-03
238.349 35.0 0.000E+00 0.000E+00 0.152E-05 0.214E-03 0.573E-06 0.299E-03 0.386E-03
239.710 36.0 0.000E+00 0.000E+00 0.340E-05 0.177E-03 0.335E-06 0.434E-03 0.289E-03
241.071 37.0 0.000E+00 0.000E+00 0.667E-05 0.138E-03 0.238E-06 0.585E-03 0.209E-03
242.432 38.0 0.000E+00 0.000E+00 0.115E-04 0.102E-03 0.318E-06 0.735E-03 0.146E-03
243.793 39.0 0.000E+00 0.000E+00 0.176E-04 0.731E-04 0.711E-06 0.862E-03 0.993E-04
245.154 40.0 0.000E+00 0.000E+00 0.238E-04 0.506E-04 0.174E-05 0.949E-03 0.661E-04
246.516 41.0 0.000E+00 0.000E+00 0.289E-04 0.341E-04 0.398E-05 0.984E-03 0.431E-04
247.877 42.0 0.000E+00 0.170E-09 0.317E-04 0.225E-04 0.826E-05 0.967E-03 0.277E-04
249.238 43.0 0.000E+00 0.823E-09 0.319E-04 0.145E-04 0.156E-04 0.904E-03 0.176E-04
250.599 44.0 0.000E+00 0.324E-08 0.299E-04 0.925E-05 0.267E-04 0.810E-03 0.110E-04
251.960 45.0 0.000E+00 0.109E-07 0.264E-04 0.582E-05 0.421E-04 0.699E-03 0.685E-05
253.321 46.0 0.000E+00 0.320E-07 0.221E-04 0.362E-05 0.610E-04 0.583E-03 0.423E-05
254.682 47.0 0.000E+00 0.832E-07 0.178E-04 0.224E-05 0.820E-04 0.473E-03 0.259E-05
256.043 48.0 0.000E+00 0.194E-06 0.138E-04 0.138E-05 0.103E-03 0.373E-03 0.157E-05
257.404 49.0 0.000E+00 0.406E-06 0.104E-04 0.859E-06 0.120E-03 0.287E-03 0.950E-06
258.766 50.0 0.000E+00 0.769E-06 0.765E-05 0.560E-06 0.133E-03 0.217E-03 0.569E-06
260.127 51.0 0.000E+00 0.132E-05 0.551E-05 0.422E-06 0.139E-03 0.161E-03 0.337E-06
261.488 52.0 0.000E+00 0.206E-05 0.390E-05 0.428E-06 0.139E-03 0.117E-03 0.197E-06
262.849 53.0 0.000E+00 0.293E-05 0.271E-05 0.602E-06 0.133E-03 0.842E-04 0.112E-06
264.210 54.0 0.487E-10 0.383E-05 0.187E-05 0.102E-05 0.123E-03 0.598E-04 0.597E-07
265.571 55.0 0.180E-09 0.462E-05 0.127E-05 0.178E-05 0.109E-03 0.419E-04 0.290E-07
266.932 56.0 0.577E-09 0.519E-05 0.853E-06 0.303E-05 0.943E-04 0.291E-04 0.766E-08
268.293 57.0 0.164E-08 0.547E-05 0.569E-06 0.490E-05 0.793E-04 0.200E-04 0.000E+00
269.654 58.0 0.413E-08 0.547E-05 0.377E-06 0.745E-05 0.651E-04 0.136E-04 0.000E+00
272.377 60.0 0.190E-07 0.476E-05 0.162E-06 0.144E-04 0.412E-04 0.618E-05 0.000E+00
272.377 60.0 0.190E-07 0.476E-05 0.162E-06 0.144E-04 0.412E-04 0.618E-05 0.000E+00
