E_lab E*/MeV 193Rn 194Rn 195Rn 196Rn 197Rn 198Rn 199Rn
223.949 32.0 0.000E+00 0.000E+00 0.000E+00 0.262E-12 0.900E-11 0.000E+00 0.000E+00
225.302 33.0 0.000E+00 0.000E+00 0.000E+00 0.251E-11 0.165E-10 0.000E+00 0.000E+00
226.656 34.0 0.000E+00 0.000E+00 0.000E+00 0.122E-08 0.109E-07 0.000E+00 0.000E+00
228.010 35.0 0.000E+00 0.000E+00 0.000E+00 0.821E-08 0.247E-07 0.000E+00 0.000E+00
229.364 36.0 0.000E+00 0.000E+00 0.000E+00 0.380E-07 0.479E-07 0.000E+00 0.000E+00
230.717 37.0 0.000E+00 0.000E+00 0.000E+00 0.140E-06 0.899E-07 0.000E+00 0.000E+00
232.071 38.0 0.000E+00 0.000E+00 0.000E+00 0.439E-06 0.165E-06 0.000E+00 0.000E+00
233.425 39.0 0.000E+00 0.000E+00 0.000E+00 0.119E-05 0.293E-06 0.000E+00 0.000E+00
234.779 40.0 0.000E+00 0.000E+00 0.668E-12 0.268E-05 0.471E-06 0.000E+00 0.000E+00
236.132 41.0 0.000E+00 0.000E+00 0.428E-10 0.455E-05 0.619E-06 0.000E+00 0.000E+00
237.486 42.0 0.000E+00 0.000E+00 0.796E-09 0.549E-05 0.621E-06 0.000E+00 0.000E+00
238.840 43.0 0.000E+00 0.000E+00 0.665E-08 0.506E-05 0.488E-06 0.000E+00 0.000E+00
240.194 44.0 0.000E+00 0.000E+00 0.331E-07 0.395E-05 0.324E-06 0.000E+00 0.000E+00
241.547 45.0 0.000E+00 0.000E+00 0.115E-06 0.282E-05 0.190E-06 0.000E+00 0.000E+00
242.901 46.0 0.000E+00 0.000E+00 0.304E-06 0.190E-05 0.907E-07 0.000E+00 0.000E+00
244.255 47.0 0.000E+00 0.000E+00 0.626E-06 0.125E-05 0.000E+00 0.000E+00 0.000E+00
245.608 48.0 0.000E+00 0.000E+00 0.104E-05 0.800E-06 0.000E+00 0.000E+00 0.000E+00
246.962 49.0 0.000E+00 0.000E+00 0.146E-05 0.506E-06 0.000E+00 0.000E+00 0.000E+00
248.316 50.0 0.000E+00 0.000E+00 0.179E-05 0.317E-06 0.000E+00 0.000E+00 0.000E+00
249.670 51.0 0.000E+00 0.985E-12 0.197E-05 0.197E-06 0.000E+00 0.000E+00 0.000E+00
251.023 52.0 0.000E+00 0.112E-10 0.200E-05 0.121E-06 0.000E+00 0.000E+00 0.000E+00
252.377 53.0 0.000E+00 0.801E-10 0.189E-05 0.739E-07 0.000E+00 0.000E+00 0.000E+00
253.731 54.0 0.000E+00 0.388E-09 0.169E-05 0.445E-07 0.000E+00 0.000E+00 0.000E+00
255.085 55.0 0.000E+00 0.134E-08 0.145E-05 0.253E-07 0.000E+00 0.000E+00 0.000E+00
256.438 56.0 0.000E+00 0.352E-08 0.120E-05 0.137E-07 0.000E+00 0.000E+00 0.000E+00
257.792 57.0 0.000E+00 0.733E-08 0.957E-06 0.294E-08 0.000E+00 0.000E+00 0.000E+00
259.146 58.0 0.000E+00 0.127E-07 0.745E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
260.500 59.0 0.000E+00 0.189E-07 0.568E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
261.853 60.0 0.000E+00 0.251E-07 0.425E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
263.207 61.0 0.000E+00 0.303E-07 0.312E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
264.561 62.0 0.000E+00 0.339E-07 0.226E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
265.915 63.0 0.759E-13 0.355E-07 0.162E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
267.268 64.0 0.622E-12 0.352E-07 0.115E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
268.622 65.0 0.371E-11 0.334E-07 0.806E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
