E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
163.609	29.0	0.000E+00	0.000E+00	0.903E-10	0.103E-07	0.199E-08	0.540E-11	0.343E-09
164.886	30.0	0.000E+00	0.000E+00	0.141E-08	0.641E-07	0.792E-08	0.833E-10	0.209E-08
166.163	31.0	0.000E+00	0.000E+00	0.176E-07	0.373E-06	0.298E-07	0.106E-08	0.121E-07
167.440	32.0	0.000E+00	0.000E+00	0.187E-06	0.203E-05	0.106E-06	0.112E-07	0.659E-07
168.716	33.0	0.000E+00	0.000E+00	0.169E-05	0.998E-05	0.352E-06	0.984E-07	0.325E-06
169.993	34.0	0.000E+00	0.000E+00	0.119E-04	0.407E-04	0.105E-05	0.657E-06	0.134E-05
171.270	35.0	0.000E+00	0.000E+00	0.586E-04	0.124E-03	0.262E-05	0.302E-05	0.406E-05
172.547	36.0	0.000E+00	0.673E-09	0.202E-03	0.278E-03	0.522E-05	0.981E-05	0.911E-05
173.823	37.0	0.000E+00	0.186E-07	0.539E-03	0.499E-03	0.867E-05	0.251E-04	0.164E-04
175.100	38.0	0.000E+00	0.218E-06	0.121E-02	0.768E-03	0.126E-04	0.548E-04	0.256E-04
176.377	39.0	0.000E+00	0.156E-05	0.244E-02	0.106E-02	0.176E-04	0.108E-03	0.362E-04
177.653	40.0	0.000E+00	0.810E-05	0.449E-02	0.134E-02	0.264E-04	0.196E-03	0.475E-04
178.930	41.0	0.000E+00	0.336E-04	0.762E-02	0.159E-02	0.476E-04	0.328E-03	0.584E-04
180.207	42.0	0.000E+00	0.119E-03	0.121E-01	0.176E-02	0.983E-04	0.509E-03	0.677E-04
181.484	43.0	0.000E+00	0.369E-03	0.180E-01	0.184E-02	0.209E-03	0.740E-03	0.747E-04
182.760	44.0	0.000E+00	0.101E-02	0.254E-01	0.184E-02	0.423E-03	0.101E-02	0.789E-04
184.037	45.0	0.348E-08	0.247E-02	0.342E-01	0.175E-02	0.800E-03	0.130E-02	0.804E-04
185.314	46.0	0.673E-07	0.539E-02	0.438E-01	0.160E-02	0.140E-02	0.159E-02	0.792E-04
