E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
182.760	44.0	0.511E-14	0.301E-08	0.134E-07	0.422E-10	0.102E-08	0.605E-09	0.353E-11
184.037	45.0	0.382E-12	0.160E-07	0.406E-07	0.824E-10	0.419E-08	0.175E-08	0.696E-11
185.314	46.0	0.955E-10	0.368E-05	0.144E-04	0.123E-06	0.986E-06	0.602E-06	0.953E-08
186.591	47.0	0.223E-08	0.243E-04	0.713E-04	0.565E-06	0.552E-05	0.277E-05	0.428E-07
187.867	48.0	0.356E-07	0.117E-03	0.234E-03	0.153E-05	0.230E-04	0.845E-05	0.117E-06
189.144	49.0	0.446E-06	0.510E-03	0.690E-03	0.382E-05	0.896E-04	0.235E-04	0.272E-06
190.421	50.0	0.468E-05	0.209E-02	0.194E-02	0.116E-04	0.336E-03	0.624E-04	0.603E-06
191.697	51.0	0.416E-04	0.792E-02	0.520E-02	0.481E-04	0.119E-02	0.158E-03	0.129E-05
192.974	52.0	0.301E-03	0.268E-01	0.127E-01	0.229E-03	0.381E-02	0.367E-03	0.263E-05
194.251	53.0	0.161E-02	0.733E-01	0.265E-01	0.930E-03	0.996E-02	0.723E-03	0.480E-05
195.528	54.0	0.586E-02	0.149E+00	0.434E-01	0.270E-02	0.194E-01	0.112E-02	0.745E-05
196.804	55.0	0.150E-01	0.231E+00	0.563E-01	0.568E-02	0.287E-01	0.138E-02	0.979E-05
198.081	56.0	0.300E-01	0.293E+00	0.618E-01	0.958E-02	0.352E-01	0.145E-02	0.112E-04
199.358	57.0	0.506E-01	0.326E+00	0.598E-01	0.141E-01	0.384E-01	0.137E-02	0.115E-04
200.635	58.0	0.761E-01	0.332E+00	0.528E-01	0.192E-01	0.390E-01	0.120E-02	0.108E-04
201.911	59.0	0.105E+00	0.319E+00	0.432E-01	0.245E-01	0.376E-01	0.992E-03	0.927E-05
203.188	60.0	0.137E+00	0.293E+00	0.335E-01	0.300E-01	0.351E-01	0.784E-03	0.739E-05
204.465	61.0	0.169E+00	0.260E+00	0.251E-01	0.353E-01	0.318E-01	0.596E-03	0.551E-05
205.742	62.0	0.200E+00	0.225E+00	0.188E-01	0.403E-01	0.281E-01	0.440E-03	0.386E-05
207.018	63.0	0.228E+00	0.189E+00	0.145E-01	0.446E-01	0.244E-01	0.317E-03	0.259E-05
208.295	64.0	0.252E+00	0.156E+00	0.123E-01	0.480E-01	0.207E-01	0.223E-03	0.168E-05
209.572	65.0	0.271E+00	0.126E+00	0.119E-01	0.503E-01	0.174E-01	0.155E-03	0.107E-05
210.848	66.0	0.284E+00	0.998E-01	0.130E-01	0.514E-01	0.143E-01	0.107E-03	0.671E-06
212.125	67.0	0.290E+00	0.779E-01	0.156E-01	0.512E-01	0.117E-01	0.724E-04	0.416E-06
213.402	68.0	0.291E+00	0.599E-01	0.193E-01	0.499E-01	0.935E-02	0.488E-04	0.255E-06
214.679	69.0	0.285E+00	0.455E-01	0.238E-01	0.475E-01	0.663E-02	0.327E-04	0.155E-06
215.955	70.0	0.273E+00	0.341E-01	0.290E-01	0.442E-01	0.465E-02	0.217E-04	0.930E-07
217.232	71.0	0.256E+00	0.253E-01	0.345E-01	0.404E-01	0.320E-02	0.144E-04	0.546E-07
218.509	72.0	0.236E+00	0.187E-01	0.401E-01	0.361E-01	0.213E-02	0.943E-05	0.313E-07
219.786	73.0	0.213E+00	0.138E-01	0.455E-01	0.318E-01	0.142E-02	0.616E-05	0.158E-07
221.062	74.0	0.188E+00	0.104E-01	0.504E-01	0.274E-01	0.947E-03	0.400E-05	0.666E-08
222.339	75.0	0.164E+00	0.815E-02	0.547E-01	0.231E-01	0.643E-03	0.258E-05	0.000E+00
223.616	76.0	0.140E+00	0.700E-02	0.582E-01	0.192E-01	0.435E-03	0.165E-05	0.000E+00
224.892	77.0	0.118E+00	0.680E-02	0.608E-01	0.151E-01	0.293E-03	0.105E-05	0.000E+00
226.169	78.0	0.974E-01	0.746E-02	0.623E-01	0.104E-01	0.183E-03	0.666E-06	0.000E+00
227.446	79.0	0.796E-01	0.889E-02	0.627E-01	0.799E-02	0.118E-03	0.419E-06	0.000E+00
228.723	80.0	0.643E-01	0.110E-01	0.621E-01	0.502E-02	0.756E-04	0.261E-06	0.000E+00
229.999	81.0	0.512E-01	0.138E-01	0.604E-01	0.309E-02	0.462E-04	0.158E-06	0.000E+00
231.276	82.0	0.404E-01	0.170E-01	0.576E-01	0.182E-02	0.262E-04	0.945E-07	0.000E+00
232.553	83.0	0.398E-01	0.177E-01	0.571E-01	0.162E-02	0.164E-04	0.550E-07	0.000E+00
233.830	84.0	0.311E-01	0.213E-01	0.532E-01	0.955E-03	0.804E-05	0.310E-07	0.000E+00
235.106	85.0	0.243E-01	0.249E-01	0.485E-01	0.566E-03	0.376E-05	0.151E-07	0.000E+00
236.383	86.0	0.190E-01	0.285E-01	0.434E-01	0.333E-03	0.000E+00	0.319E-08	0.000E+00
237.660	87.0	0.157E-01	0.314E-01	0.381E-01	0.196E-03	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.157E-01	0.311E-01	0.383E-01	0.100E-03	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.128E-01	0.341E-01	0.329E-01	0.504E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.110E-01	0.365E-01	0.225E-01	0.258E-04	0.000E+00	0.000E+00	0.000E+00
