E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
163.609	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.645E-08	0.984E-07	0.676E-08
164.886	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.780E-07	0.538E-06	0.245E-07
166.163	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.760E-06	0.274E-05	0.843E-07
167.440	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.619E-05	0.128E-04	0.275E-06
168.716	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.422E-04	0.539E-04	0.848E-06
169.993	34.0	0.000E+00	0.000E+00	0.000E+00	0.503E-09	0.226E-03	0.189E-03	0.235E-05
171.270	35.0	0.000E+00	0.000E+00	0.000E+00	0.237E-07	0.864E-03	0.500E-03	0.537E-05
172.547	36.0	0.000E+00	0.000E+00	0.000E+00	0.419E-06	0.240E-02	0.990E-03	0.968E-05
173.823	37.0	0.000E+00	0.000E+00	0.000E+00	0.421E-05	0.535E-02	0.158E-02	0.141E-04
175.100	38.0	0.000E+00	0.000E+00	0.000E+00	0.286E-04	0.104E-01	0.218E-02	0.174E-04
176.377	39.0	0.000E+00	0.000E+00	0.000E+00	0.144E-03	0.185E-01	0.272E-02	0.189E-04
177.653	40.0	0.000E+00	0.000E+00	0.000E+00	0.560E-03	0.306E-01	0.313E-02	0.187E-04
178.930	41.0	0.000E+00	0.000E+00	0.000E+00	0.176E-02	0.472E-01	0.336E-02	0.172E-04
180.207	42.0	0.000E+00	0.000E+00	0.000E+00	0.465E-02	0.679E-01	0.340E-02	0.150E-04
181.484	43.0	0.000E+00	0.000E+00	0.000E+00	0.106E-01	0.918E-01	0.326E-02	0.123E-04
182.760	44.0	0.000E+00	0.000E+00	0.174E-06	0.215E-01	0.117E+00	0.298E-02	0.973E-05
184.037	45.0	0.000E+00	0.000E+00	0.179E-05	0.392E-01	0.141E+00	0.261E-02	0.738E-05
185.314	46.0	0.000E+00	0.000E+00	0.127E-04	0.655E-01	0.161E+00	0.220E-02	0.540E-05
