E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
182.760	44.0	0.000E+00	0.000E+00	0.109E-10	0.422E-07	0.367E-07	0.374E-10	0.000E+00
184.037	45.0	0.000E+00	0.000E+00	0.189E-09	0.162E-06	0.940E-07	0.683E-10	0.000E+00
185.314	46.0	0.000E+00	0.000E+00	0.918E-08	0.317E-04	0.439E-04	0.161E-06	0.873E-10
186.591	47.0	0.000E+00	0.000E+00	0.145E-06	0.169E-03	0.192E-03	0.717E-06	0.621E-09
187.867	48.0	0.000E+00	0.000E+00	0.167E-05	0.663E-03	0.556E-03	0.178E-05	0.167E-08
189.144	49.0	0.000E+00	0.000E+00	0.160E-04	0.245E-02	0.147E-02	0.372E-05	0.281E-08
190.421	50.0	0.000E+00	0.000E+00	0.131E-03	0.870E-02	0.374E-02	0.741E-05	0.158E-08
191.697	51.0	0.000E+00	0.000E+00	0.900E-03	0.292E-01	0.911E-02	0.143E-04	0.000E+00
192.974	52.0	0.000E+00	0.000E+00	0.503E-02	0.878E-01	0.204E-01	0.262E-04	0.000E+00
194.251	53.0	0.000E+00	0.000E+00	0.206E-01	0.214E+00	0.386E-01	0.429E-04	0.000E+00
195.528	54.0	0.000E+00	0.401E-07	0.574E-01	0.385E+00	0.565E-01	0.588E-04	0.000E+00
196.804	55.0	0.000E+00	0.397E-06	0.113E+00	0.520E+00	0.644E-01	0.665E-04	0.000E+00
198.081	56.0	0.000E+00	0.249E-05	0.178E+00	0.576E+00	0.606E-01	0.640E-04	0.000E+00
199.358	57.0	0.000E+00	0.116E-04	0.243E+00	0.565E+00	0.500E-01	0.537E-04	0.000E+00
200.635	58.0	0.000E+00	0.436E-04	0.305E+00	0.513E+00	0.377E-01	0.403E-04	0.000E+00
201.911	59.0	0.000E+00	0.137E-03	0.361E+00	0.443E+00	0.268E-01	0.276E-04	0.000E+00
203.188	60.0	0.000E+00	0.373E-03	0.409E+00	0.369E+00	0.183E-01	0.175E-04	0.000E+00
204.465	61.0	0.000E+00	0.891E-03	0.447E+00	0.299E+00	0.123E-01	0.105E-04	0.000E+00
205.742	62.0	0.000E+00	0.190E-02	0.474E+00	0.238E+00	0.809E-02	0.608E-05	0.000E+00
207.018	63.0	0.000E+00	0.364E-02	0.487E+00	0.185E+00	0.528E-02	0.339E-05	0.000E+00
208.295	64.0	0.000E+00	0.639E-02	0.487E+00	0.142E+00	0.342E-02	0.179E-05	0.000E+00
209.572	65.0	0.821E-07	0.103E-01	0.474E+00	0.107E+00	0.220E-02	0.884E-06	0.000E+00
210.848	66.0	0.424E-06	0.156E-01	0.450E+00	0.794E-01	0.141E-02	0.348E-06	0.000E+00
212.125	67.0	0.182E-05	0.222E-01	0.416E+00	0.583E-01	0.896E-03	0.000E+00	0.000E+00
213.402	68.0	0.664E-05	0.299E-01	0.377E+00	0.423E-01	0.568E-03	0.000E+00	0.000E+00
214.679	69.0	0.210E-04	0.384E-01	0.333E+00	0.304E-01	0.358E-03	0.000E+00	0.000E+00
215.955	70.0	0.585E-04	0.475E-01	0.289E+00	0.217E-01	0.225E-03	0.000E+00	0.000E+00
217.232	71.0	0.144E-03	0.566E-01	0.246E+00	0.153E-01	0.140E-03	0.000E+00	0.000E+00
218.509	72.0	0.320E-03	0.653E-01	0.205E+00	0.107E-01	0.873E-04	0.000E+00	0.000E+00
219.786	73.0	0.644E-03	0.730E-01	0.169E+00	0.746E-02	0.540E-04	0.000E+00	0.000E+00
221.062	74.0	0.119E-02	0.795E-01	0.137E+00	0.516E-02	0.332E-04	0.000E+00	0.000E+00
222.339	75.0	0.204E-02	0.842E-01	0.109E+00	0.354E-02	0.204E-04	0.000E+00	0.000E+00
223.616	76.0	0.327E-02	0.870E-01	0.859E-01	0.242E-02	0.124E-04	0.000E+00	0.000E+00
224.892	77.0	0.493E-02	0.877E-01	0.668E-01	0.164E-02	0.747E-05	0.000E+00	0.000E+00
226.169	78.0	0.705E-02	0.864E-01	0.515E-01	0.111E-02	0.446E-05	0.000E+00	0.000E+00
227.446	79.0	0.960E-02	0.832E-01	0.392E-01	0.747E-03	0.259E-05	0.000E+00	0.000E+00
228.723	80.0	0.125E-01	0.785E-01	0.296E-01	0.500E-03	0.144E-05	0.000E+00	0.000E+00
229.999	81.0	0.157E-01	0.726E-01	0.222E-01	0.333E-03	0.671E-06	0.000E+00	0.000E+00
231.276	82.0	0.189E-01	0.659E-01	0.165E-01	0.221E-03	0.140E-06	0.000E+00	0.000E+00
232.553	83.0	0.220E-01	0.588E-01	0.121E-01	0.146E-03	0.000E+00	0.000E+00	0.000E+00
233.830	84.0	0.248E-01	0.516E-01	0.889E-02	0.961E-04	0.000E+00	0.000E+00	0.000E+00
235.106	85.0	0.272E-01	0.446E-01	0.647E-02	0.630E-04	0.000E+00	0.000E+00	0.000E+00
236.383	86.0	0.290E-01	0.380E-01	0.468E-02	0.411E-04	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.301E-01	0.320E-01	0.337E-02	0.267E-04	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.305E-01	0.266E-01	0.241E-02	0.173E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.302E-01	0.218E-01	0.172E-02	0.111E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.293E-01	0.177E-01	0.122E-02	0.707E-05	0.000E+00	0.000E+00	0.000E+00
