E_lab	E*/MeV	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
179.310	57.0	0.000E+00	0.000E+00	0.000E+00	0.502E-03	0.281E+01	0.774E+01	0.178E+00	0.110E-02	0.000E+00	0.000E+00
180.552	58.0	0.000E+00	0.000E+00	0.000E+00	0.273E-02	0.356E+01	0.697E+01	0.128E+00	0.709E-03	0.000E+00	0.000E+00
181.795	59.0	0.000E+00	0.000E+00	0.000E+00	0.109E-01	0.427E+01	0.606E+01	0.897E-01	0.450E-03	0.000E+00	0.000E+00
183.037	60.0	0.000E+00	0.000E+00	0.000E+00	0.335E-01	0.488E+01	0.510E+01	0.619E-01	0.281E-03	0.000E+00	0.000E+00
184.280	61.0	0.000E+00	0.000E+00	0.000E+00	0.833E-01	0.534E+01	0.416E+01	0.420E-01	0.172E-03	0.000E+00	0.000E+00
185.522	62.0	0.000E+00	0.000E+00	0.000E+00	0.174E+00	0.562E+01	0.331E+01	0.281E-01	0.104E-03	0.000E+00	0.000E+00
186.765	63.0	0.000E+00	0.000E+00	0.000E+00	0.317E+00	0.571E+01	0.257E+01	0.185E-01	0.609E-04	0.000E+00	0.000E+00
188.007	64.0	0.000E+00	0.000E+00	0.000E+00	0.514E+00	0.560E+01	0.194E+01	0.120E-01	0.340E-04	0.000E+00	0.000E+00
189.249	65.0	0.000E+00	0.000E+00	0.000E+00	0.761E+00	0.532E+01	0.145E+01	0.771E-02	0.184E-04	0.000E+00	0.000E+00
190.492	66.0	0.000E+00	0.000E+00	0.664E-06	0.104E+01	0.490E+01	0.106E+01	0.490E-02	0.851E-05	0.000E+00	0.000E+00
191.734	67.0	0.000E+00	0.000E+00	0.612E-05	0.134E+01	0.440E+01	0.759E+00	0.308E-02	0.125E-05	0.000E+00	0.000E+00
192.977	68.0	0.000E+00	0.000E+00	0.390E-04	0.164E+01	0.384E+01	0.538E+00	0.192E-02	0.000E+00	0.000E+00	0.000E+00
194.219	69.0	0.000E+00	0.000E+00	0.183E-03	0.192E+01	0.328E+01	0.377E+00	0.119E-02	0.000E+00	0.000E+00	0.000E+00
195.462	70.0	0.000E+00	0.000E+00	0.668E-03	0.215E+01	0.275E+01	0.262E+00	0.730E-03	0.000E+00	0.000E+00	0.000E+00
196.704	71.0	0.000E+00	0.000E+00	0.196E-02	0.234E+01	0.225E+01	0.180E+00	0.446E-03	0.000E+00	0.000E+00	0.000E+00
197.946	72.0	0.000E+00	0.000E+00	0.481E-02	0.246E+01	0.181E+01	0.123E+00	0.270E-03	0.000E+00	0.000E+00	0.000E+00
199.189	73.0	0.000E+00	0.000E+00	0.102E-01	0.252E+01	0.144E+01	0.835E-01	0.162E-03	0.000E+00	0.000E+00	0.000E+00
200.431	74.0	0.000E+00	0.000E+00	0.191E-01	0.251E+01	0.113E+01	0.563E-01	0.969E-04	0.000E+00	0.000E+00	0.000E+00
201.674	75.0	0.000E+00	0.000E+00	0.323E-01	0.244E+01	0.868E+00	0.378E-01	0.572E-04	0.000E+00	0.000E+00	0.000E+00
202.916	76.0	0.000E+00	0.000E+00	0.502E-01	0.232E+01	0.662E+00	0.253E-01	0.333E-04	0.000E+00	0.000E+00	0.000E+00
204.159	77.0	0.000E+00	0.671E-06	0.729E-01	0.216E+01	0.499E+00	0.168E-01	0.190E-04	0.000E+00	0.000E+00	0.000E+00
205.401	78.0	0.000E+00	0.385E-05	0.997E-01	0.197E+01	0.373E+00	0.111E-01	0.994E-05	0.000E+00	0.000E+00	0.000E+00
206.643	79.0	0.000E+00	0.171E-04	0.130E+00	0.176E+01	0.276E+00	0.737E-02	0.494E-05	0.000E+00	0.000E+00	0.000E+00
207.886	80.0	0.000E+00	0.616E-04	0.162E+00	0.155E+01	0.203E+00	0.485E-02	0.170E-05	0.000E+00	0.000E+00	0.000E+00
209.128	81.0	0.000E+00	0.184E-03	0.194E+00	0.134E+01	0.148E+00	0.318E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
210.371	82.0	0.000E+00	0.472E-03	0.225E+00	0.114E+01	0.107E+00	0.208E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
211.613	83.0	0.000E+00	0.106E-02	0.253E+00	0.953E+00	0.770E-01	0.136E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
212.856	84.0	0.000E+00	0.213E-02	0.277E+00	0.788E+00	0.551E-01	0.883E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
214.098	85.0	0.000E+00	0.388E-02	0.296E+00	0.644E+00	0.392E-01	0.572E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
215.340	86.0	0.000E+00	0.653E-02	0.307E+00	0.520E+00	0.278E-01	0.369E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
216.583	87.0	0.000E+00	0.102E-01	0.313E+00	0.415E+00	0.196E-01	0.237E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
217.825	88.0	0.000E+00	0.151E-01	0.311E+00	0.328E+00	0.137E-01	0.152E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.547E-07	0.211E-01	0.303E+00	0.257E+00	0.960E-02	0.966E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.241E-06	0.282E-01	0.290E+00	0.200E+00	0.669E-02	0.609E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
221.552	91.0	0.880E-06	0.361E-01	0.272E+00	0.154E+00	0.464E-02	0.382E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
222.795	92.0	0.273E-05	0.444E-01	0.251E+00	0.118E+00	0.321E-02	0.212E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
224.037	93.0	0.734E-05	0.527E-01	0.228E+00	0.897E-01	0.221E-02	0.108E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
225.280	94.0	0.175E-04	0.606E-01	0.204E+00	0.678E-01	0.152E-02	0.526E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
226.522	95.0	0.376E-04	0.677E-01	0.180E+00	0.509E-01	0.104E-02	0.256E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
227.765	96.0	0.740E-04	0.736E-01	0.156E+00	0.381E-01	0.709E-03	0.126E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
229.007	97.0	0.134E-03	0.779E-01	0.134E+00	0.283E-01	0.482E-03	0.351E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
230.249	98.0	0.229E-03	0.806E-01	0.114E+00	0.209E-01	0.327E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
231.492	99.0	0.366E-03	0.816E-01	0.961E-01	0.154E-01	0.221E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
232.734	100.0	0.556E-03	0.809E-01	0.801E-01	0.113E-01	0.148E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
233.977	101.0	0.806E-03	0.787E-01	0.661E-01	0.826E-02	0.993E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
235.219	102.0	0.112E-02	0.752E-01	0.540E-01	0.601E-02	0.662E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
236.462	103.0	0.150E-02	0.708E-01	0.438E-01	0.436E-02	0.358E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
237.704	104.0	0.193E-02	0.656E-01	0.353E-01	0.315E-02	0.192E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
238.946	105.0	0.241E-02	0.599E-01	0.282E-01	0.227E-02	0.103E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
240.189	106.0	0.292E-02	0.540E-01	0.224E-01	0.163E-02	0.557E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
241.431	107.0	0.343E-02	0.481E-01	0.177E-01	0.116E-02	0.309E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
242.674	108.0	0.394E-02	0.423E-01	0.139E-01	0.830E-03	0.172E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
243.916	109.0	0.441E-02	0.369E-01	0.109E-01	0.589E-03	0.928E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
245.159	110.0	0.482E-02	0.318E-01	0.843E-02	0.417E-03	0.510E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
246.401	111.0	0.516E-02	0.272E-01	0.652E-02	0.294E-03	0.270E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
247.643	112.0	0.541E-02	0.230E-01	0.501E-02	0.205E-03	0.435E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
248.886	113.0	0.558E-02	0.193E-01	0.384E-02	0.116E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
250.128	114.0	0.564E-02	0.161E-01	0.293E-02	0.629E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
251.371	115.0	0.562E-02	0.133E-01	0.223E-02	0.355E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
252.613	116.0	0.551E-02	0.110E-01	0.168E-02	0.208E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
253.856	117.0	0.532E-02	0.896E-02	0.127E-02	0.121E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
255.098	118.0	0.507E-02	0.728E-02	0.953E-03	0.697E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
256.340	119.0	0.477E-02	0.588E-02	0.713E-03	0.395E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
257.583	120.0	0.444E-02	0.472E-02	0.531E-03	0.227E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
258.825	121.0	0.408E-02	0.377E-02	0.393E-03	0.137E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
260.068	122.0	0.372E-02	0.300E-02	0.289E-03	0.894E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
261.310	123.0	0.335E-02	0.237E-02	0.213E-03	0.464E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
262.552	124.0	0.299E-02	0.187E-02	0.154E-03	0.262E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
263.795	125.0	0.265E-02	0.147E-02	0.110E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
265.037	126.0	0.232E-02	0.115E-02	0.772E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
266.280	127.0	0.202E-02	0.894E-03	0.523E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
267.522	128.0	0.175E-02	0.694E-03	0.338E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
268.765	129.0	0.150E-02	0.536E-03	0.170E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
270.007	130.0	0.128E-02	0.412E-03	0.748E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
271.249	131.0	0.109E-02	0.315E-03	0.355E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
272.492	132.0	0.916E-03	0.238E-03	0.172E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
273.734	133.0	0.768E-03	0.179E-03	0.840E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
274.977	134.0	0.640E-03	0.132E-03	0.405E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
276.219	135.0	0.531E-03	0.948E-04	0.191E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
277.462	136.0	0.438E-03	0.662E-04	0.920E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
278.704	137.0	0.360E-03	0.446E-04	0.448E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
279.946	138.0	0.295E-03	0.289E-04	0.146E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
281.189	139.0	0.240E-03	0.179E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
282.431	140.0	0.195E-03	0.109E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
