E_lab	E*/MeV	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.559E-07	0.112E-05	0.594E-08	0.477E-11
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.903E-06	0.575E-05	0.179E-07	0.116E-10
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.941E-05	0.270E-04	0.517E-07	0.255E-10
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.752E-04	0.116E-03	0.143E-06	0.205E-10
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.498E-03	0.458E-03	0.383E-06	0.000E+00
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.816E-08	0.271E-02	0.160E-02	0.973E-06	0.000E+00
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.823E-06	0.111E-01	0.452E-02	0.220E-05	0.000E+00
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.260E-04	0.327E-01	0.976E-02	0.428E-05	0.000E+00
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.361E-03	0.739E-01	0.166E-01	0.689E-05	0.000E+00
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.270E-02	0.139E+00	0.236E-01	0.925E-05	0.000E+00
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.128E-01	0.232E+00	0.292E-01	0.107E-04	0.000E+00
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.426E-01	0.348E+00	0.328E-01	0.109E-04	0.000E+00
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.110E+00	0.478E+00	0.341E-01	0.100E-04	0.000E+00
161.916	43.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.236E+00	0.604E+00	0.331E-01	0.842E-05	0.000E+00
163.159	44.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.435E+00	0.705E+00	0.303E-01	0.649E-05	0.000E+00
164.401	45.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.719E+00	0.771E+00	0.264E-01	0.479E-05	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.151E-05	0.109E+01	0.796E+00	0.220E-01	0.316E-05	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.351E-04	0.155E+01	0.780E+00	0.176E-01	0.175E-05	0.000E+00
168.128	48.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.413E-03	0.208E+01	0.732E+00	0.136E-01	0.500E-06	0.000E+00
169.371	49.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.292E-02	0.266E+01	0.659E+00	0.103E-01	0.000E+00	0.000E+00
170.613	50.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.137E-01	0.327E+01	0.572E+00	0.753E-02	0.000E+00	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.458E-01	0.384E+01	0.480E+00	0.540E-02	0.000E+00	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.118E+00	0.432E+01	0.391E+00	0.380E-02	0.000E+00	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.247E+00	0.466E+01	0.310E+00	0.262E-02	0.000E+00	0.000E+00
175.583	54.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.445E+00	0.481E+01	0.239E+00	0.178E-02	0.000E+00	0.000E+00
176.825	55.0	0.000E+00	0.000E+00	0.000E+00	0.254E-05	0.708E+00	0.475E+01	0.180E+00	0.118E-02	0.000E+00	0.000E+00
