E_lab	E*/MeV	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.606E-07	0.121E-05	0.660E-08	0.584E-11
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.987E-06	0.628E-05	0.201E-07	0.147E-10
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.104E-04	0.297E-04	0.583E-07	0.339E-10
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.839E-04	0.129E-03	0.162E-06	0.650E-10
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.562E-03	0.512E-03	0.438E-06	0.000E+00
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.946E-08	0.309E-02	0.181E-02	0.112E-05	0.000E+00
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.966E-06	0.129E-01	0.519E-02	0.257E-05	0.000E+00
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.308E-04	0.384E-01	0.114E-01	0.508E-05	0.000E+00
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.433E-03	0.883E-01	0.199E-01	0.836E-05	0.000E+00
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.328E-02	0.169E+00	0.290E-01	0.115E-04	0.000E+00
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.156E-01	0.285E+00	0.370E-01	0.137E-04	0.000E+00
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.527E-01	0.434E+00	0.425E-01	0.143E-04	0.000E+00
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.138E+00	0.603E+00	0.451E-01	0.133E-04	0.000E+00
161.916	43.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.298E+00	0.770E+00	0.448E-01	0.114E-04	0.000E+00
163.159	44.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.556E+00	0.910E+00	0.418E-01	0.906E-05	0.000E+00
164.401	45.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.929E+00	0.101E+01	0.371E-01	0.674E-05	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.228E-05	0.142E+01	0.105E+01	0.314E-01	0.468E-05	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.513E-04	0.204E+01	0.104E+01	0.256E-01	0.286E-05	0.000E+00
168.128	48.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.601E-03	0.276E+01	0.988E+00	0.201E-01	0.121E-05	0.000E+00
169.371	49.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.426E-02	0.357E+01	0.899E+00	0.153E-01	0.000E+00	0.000E+00
170.613	50.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.201E-01	0.442E+01	0.789E+00	0.114E-01	0.000E+00	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.680E-01	0.525E+01	0.669E+00	0.828E-02	0.000E+00	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.177E+00	0.598E+01	0.550E+00	0.588E-02	0.000E+00	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.375E+00	0.653E+01	0.440E+00	0.410E-02	0.000E+00	0.000E+00
175.583	54.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.682E+00	0.684E+01	0.343E+00	0.280E-02	0.000E+00	0.000E+00
