E_lab	E*/MeV	198At	199At	200At	201At	202At	203At	204At	205At
179.310	57.0	0.000E+00	0.198E-03	0.115E+01	0.355E+01	0.834E-01	0.422E-03	0.000E+00	0.000E+00
180.552	58.0	0.000E+00	0.106E-02	0.143E+01	0.310E+01	0.588E-01	0.267E-03	0.000E+00	0.000E+00
181.795	59.0	0.000E+00	0.414E-02	0.170E+01	0.262E+01	0.407E-01	0.166E-03	0.000E+00	0.000E+00
183.037	60.0	0.000E+00	0.125E-01	0.191E+01	0.214E+01	0.276E-01	0.101E-03	0.000E+00	0.000E+00
184.280	61.0	0.000E+00	0.304E-01	0.207E+01	0.170E+01	0.185E-01	0.607E-04	0.000E+00	0.000E+00
185.522	62.0	0.000E+00	0.625E-01	0.215E+01	0.131E+01	0.122E-01	0.354E-04	0.000E+00	0.000E+00
186.765	63.0	0.000E+00	0.112E+00	0.216E+01	0.992E+00	0.792E-02	0.192E-04	0.000E+00	0.000E+00
188.007	64.0	0.000E+00	0.179E+00	0.209E+01	0.734E+00	0.508E-02	0.924E-05	0.000E+00	0.000E+00
189.249	65.0	0.000E+00	0.261E+00	0.196E+01	0.533E+00	0.323E-02	0.349E-05	0.000E+00	0.000E+00
190.492	66.0	0.000E+00	0.353E+00	0.179E+01	0.380E+00	0.203E-02	0.000E+00	0.000E+00	0.000E+00
191.734	67.0	0.129E-05	0.450E+00	0.158E+01	0.268E+00	0.126E-02	0.000E+00	0.000E+00	0.000E+00
192.977	68.0	0.820E-05	0.544E+00	0.137E+01	0.187E+00	0.780E-03	0.000E+00	0.000E+00	0.000E+00
194.219	69.0	0.385E-04	0.629E+00	0.115E+01	0.128E+00	0.478E-03	0.000E+00	0.000E+00	0.000E+00
195.462	70.0	0.140E-03	0.699E+00	0.953E+00	0.877E-01	0.291E-03	0.000E+00	0.000E+00	0.000E+00
196.704	71.0	0.410E-03	0.750E+00	0.772E+00	0.594E-01	0.176E-03	0.000E+00	0.000E+00	0.000E+00
197.946	72.0	0.100E-02	0.780E+00	0.616E+00	0.399E-01	0.105E-03	0.000E+00	0.000E+00	0.000E+00
199.189	73.0	0.212E-02	0.786E+00	0.483E+00	0.267E-01	0.624E-04	0.000E+00	0.000E+00	0.000E+00
200.431	74.0	0.397E-02	0.772E+00	0.374E+00	0.178E-01	0.366E-04	0.000E+00	0.000E+00	0.000E+00
201.674	75.0	0.673E-02	0.738E+00	0.285E+00	0.118E-01	0.215E-04	0.000E+00	0.000E+00	0.000E+00
202.916	76.0	0.105E-01	0.688E+00	0.216E+00	0.779E-02	0.122E-04	0.000E+00	0.000E+00	0.000E+00
204.159	77.0	0.153E-01	0.628E+00	0.161E+00	0.512E-02	0.672E-05	0.000E+00	0.000E+00	0.000E+00
205.401	78.0	0.210E-01	0.562E+00	0.119E+00	0.336E-02	0.304E-05	0.000E+00	0.000E+00	0.000E+00
206.643	79.0	0.275E-01	0.492E+00	0.877E-01	0.219E-02	0.793E-06	0.000E+00	0.000E+00	0.000E+00
207.886	80.0	0.344E-01	0.424E+00	0.639E-01	0.143E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
209.128	81.0	0.415E-01	0.359E+00	0.462E-01	0.927E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
210.371	82.0	0.483E-01	0.300E+00	0.332E-01	0.599E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
211.613	83.0	0.544E-01	0.247E+00	0.237E-01	0.387E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
212.856	84.0	0.595E-01	0.200E+00	0.169E-01	0.248E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
214.098	85.0	0.632E-01	0.161E+00	0.119E-01	0.159E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
215.340	86.0	0.655E-01	0.128E+00	0.840E-02	0.101E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
216.583	87.0	0.663E-01	0.100E+00	0.589E-02	0.640E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
217.825	88.0	0.655E-01	0.781E-01	0.411E-02	0.402E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.633E-01	0.603E-01	0.286E-02	0.251E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.601E-01	0.462E-01	0.198E-02	0.155E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
