E_lab	E*/MeV	198At	199At	200At	201At	202At	203At	204At	205At
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.540E-07	0.108E-05	0.571E-08	0.441E-11
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.870E-06	0.556E-05	0.172E-07	0.106E-10
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.904E-05	0.260E-04	0.495E-07	0.232E-10
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.720E-04	0.112E-03	0.136E-06	0.108E-10
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.474E-03	0.438E-03	0.365E-06	0.000E+00
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.770E-08	0.257E-02	0.152E-02	0.923E-06	0.000E+00
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.772E-06	0.105E-01	0.428E-02	0.208E-05	0.000E+00
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.243E-04	0.307E-01	0.918E-02	0.402E-05	0.000E+00
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.336E-03	0.690E-01	0.155E-01	0.642E-05	0.000E+00
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.251E-02	0.129E+00	0.218E-01	0.855E-05	0.000E+00
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.118E-01	0.214E+00	0.268E-01	0.984E-05	0.000E+00
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.393E-01	0.321E+00	0.298E-01	0.993E-05	0.000E+00
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.101E+00	0.439E+00	0.307E-01	0.904E-05	0.000E+00
161.916	43.0	0.000E+00	0.000E+00	0.000E+00	0.216E+00	0.551E+00	0.296E-01	0.757E-05	0.000E+00
163.159	44.0	0.000E+00	0.000E+00	0.000E+00	0.397E+00	0.642E+00	0.270E-01	0.580E-05	0.000E+00
164.401	45.0	0.000E+00	0.000E+00	0.000E+00	0.654E+00	0.699E+00	0.233E-01	0.423E-05	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.130E-05	0.989E+00	0.719E+00	0.193E-01	0.279E-05	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.303E-04	0.140E+01	0.702E+00	0.154E-01	0.150E-05	0.000E+00
168.128	48.0	0.000E+00	0.000E+00	0.357E-03	0.187E+01	0.655E+00	0.119E-01	0.148E-06	0.000E+00
169.371	49.0	0.000E+00	0.000E+00	0.252E-02	0.239E+01	0.588E+00	0.890E-02	0.000E+00	0.000E+00
170.613	50.0	0.000E+00	0.000E+00	0.118E-01	0.292E+01	0.509E+00	0.650E-02	0.000E+00	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.394E-01	0.342E+01	0.426E+00	0.465E-02	0.000E+00	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.101E+00	0.383E+01	0.346E+00	0.325E-02	0.000E+00	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.211E+00	0.411E+01	0.273E+00	0.224E-02	0.000E+00	0.000E+00
175.583	54.0	0.000E+00	0.000E+00	0.378E+00	0.422E+01	0.210E+00	0.151E-02	0.000E+00	0.000E+00
176.825	55.0	0.000E+00	0.215E-05	0.600E+00	0.415E+01	0.158E+00	0.100E-02	0.000E+00	0.000E+00
178.068	56.0	0.000E+00	0.257E-04	0.864E+00	0.391E+01	0.116E+00	0.656E-03	0.000E+00	0.000E+00
