E_lab	E*/MeV	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.666E-07	0.133E-05	0.752E-08	0.749E-11
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.110E-05	0.698E-05	0.231E-07	0.194E-10
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.117E-04	0.333E-04	0.679E-07	0.463E-10
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.954E-04	0.146E-03	0.191E-06	0.977E-10
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.647E-03	0.588E-03	0.522E-06	0.000E+00
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.112E-07	0.362E-02	0.211E-02	0.135E-05	0.000E+00
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.117E-05	0.153E-01	0.616E-02	0.316E-05	0.000E+00
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.379E-04	0.467E-01	0.139E-01	0.642E-05	0.000E+00
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.540E-03	0.110E+00	0.252E-01	0.110E-04	0.000E+00
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.415E-02	0.215E+00	0.381E-01	0.157E-04	0.000E+00
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.200E-01	0.370E+00	0.505E-01	0.195E-04	0.000E+00
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.687E-01	0.575E+00	0.604E-01	0.211E-04	0.000E+00
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.183E+00	0.815E+00	0.665E-01	0.205E-04	0.000E+00
161.916	43.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.401E+00	0.106E+01	0.682E-01	0.181E-04	0.000E+00
163.159	44.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.761E+00	0.128E+01	0.658E-01	0.147E-04	0.000E+00
164.401	45.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.129E+01	0.144E+01	0.602E-01	0.113E-04	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.353E-05	0.201E+01	0.154E+01	0.525E-01	0.810E-05	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.795E-04	0.293E+01	0.155E+01	0.439E-01	0.537E-05	0.000E+00
168.128	48.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.939E-03	0.402E+01	0.150E+01	0.354E-01	0.323E-05	0.000E+00
169.371	49.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.674E-02	0.527E+01	0.139E+01	0.276E-01	0.112E-05	0.000E+00
170.613	50.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.322E-01	0.662E+01	0.124E+01	0.210E-01	0.000E+00	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.111E+00	0.799E+01	0.107E+01	0.155E-01	0.000E+00	0.000E+00
