E_lab	E*/MeV	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.576E-07	0.115E-05	0.617E-08	0.513E-11
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.933E-06	0.594E-05	0.187E-07	0.127E-10
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.975E-05	0.279E-04	0.540E-07	0.279E-10
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.783E-04	0.121E-03	0.149E-06	0.342E-10
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.520E-03	0.477E-03	0.402E-06	0.000E+00
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.861E-08	0.284E-02	0.167E-02	0.102E-05	0.000E+00
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.872E-06	0.117E-01	0.475E-02	0.233E-05	0.000E+00
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.276E-04	0.346E-01	0.103E-01	0.454E-05	0.000E+00
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.385E-03	0.788E-01	0.177E-01	0.737E-05	0.000E+00
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.290E-02	0.149E+00	0.254E-01	0.998E-05	0.000E+00
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.137E-01	0.249E+00	0.318E-01	0.117E-04	0.000E+00
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.460E-01	0.376E+00	0.359E-01	0.120E-04	0.000E+00
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.119E+00	0.519E+00	0.376E-01	0.110E-04	0.000E+00
161.916	43.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.256E+00	0.657E+00	0.368E-01	0.935E-05	0.000E+00
163.159	44.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.475E+00	0.772E+00	0.339E-01	0.727E-05	0.000E+00
164.401	45.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.787E+00	0.847E+00	0.297E-01	0.538E-05	0.000E+00
165.643	46.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.174E-05	0.120E+01	0.877E+00	0.249E-01	0.361E-05	0.000E+00
166.886	47.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.401E-04	0.171E+01	0.863E+00	0.200E-01	0.215E-05	0.000E+00
168.128	48.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.472E-03	0.230E+01	0.812E+00	0.156E-01	0.711E-06	0.000E+00
169.371	49.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.334E-02	0.295E+01	0.734E+00	0.118E-01	0.000E+00	0.000E+00
170.613	50.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.157E-01	0.363E+01	0.639E+00	0.869E-02	0.000E+00	0.000E+00
171.856	51.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.528E-01	0.428E+01	0.539E+00	0.626E-02	0.000E+00	0.000E+00
173.098	52.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.136E+00	0.484E+01	0.440E+00	0.441E-02	0.000E+00	0.000E+00
174.340	53.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.287E+00	0.524E+01	0.350E+00	0.306E-02	0.000E+00	0.000E+00
175.583	54.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.518E+00	0.544E+01	0.271E+00	0.208E-02	0.000E+00	0.000E+00
176.825	55.0	0.000E+00	0.000E+00	0.000E+00	0.298E-05	0.827E+00	0.541E+01	0.205E+00	0.139E-02	0.000E+00	0.000E+00
178.068	56.0	0.000E+00	0.000E+00	0.000E+00	0.360E-04	0.120E+01	0.515E+01	0.151E+00	0.913E-03	0.000E+00	0.000E+00
179.310	57.0	0.000E+00	0.000E+00	0.000E+00	0.280E-03	0.160E+01	0.472E+01	0.109E+00	0.591E-03	0.000E+00	0.000E+00
180.552	58.0	0.000E+00	0.000E+00	0.000E+00	0.150E-02	0.201E+01	0.417E+01	0.775E-01	0.376E-03	0.000E+00	0.000E+00
181.795	59.0	0.000E+00	0.000E+00	0.000E+00	0.592E-02	0.239E+01	0.355E+01	0.539E-01	0.236E-03	0.000E+00	0.000E+00
183.037	60.0	0.000E+00	0.000E+00	0.000E+00	0.180E-01	0.270E+01	0.293E+01	0.368E-01	0.145E-03	0.000E+00	0.000E+00
184.280	61.0	0.000E+00	0.000E+00	0.000E+00	0.442E-01	0.293E+01	0.235E+01	0.247E-01	0.875E-04	0.000E+00	0.000E+00
185.522	62.0	0.000E+00	0.000E+00	0.000E+00	0.913E-01	0.306E+01	0.184E+01	0.164E-01	0.517E-04	0.000E+00	0.000E+00
186.765	63.0	0.000E+00	0.000E+00	0.000E+00	0.164E+00	0.308E+01	0.140E+01	0.107E-01	0.292E-04	0.000E+00	0.000E+00
188.007	64.0	0.000E+00	0.000E+00	0.000E+00	0.264E+00	0.299E+01	0.104E+01	0.689E-02	0.152E-04	0.000E+00	0.000E+00
189.249	65.0	0.000E+00	0.000E+00	0.000E+00	0.387E+00	0.282E+01	0.763E+00	0.439E-02	0.677E-05	0.000E+00	0.000E+00
190.492	66.0	0.000E+00	0.000E+00	0.000E+00	0.526E+00	0.258E+01	0.549E+00	0.277E-02	0.857E-06	0.000E+00	0.000E+00
191.734	67.0	0.000E+00	0.000E+00	0.228E-05	0.672E+00	0.229E+01	0.390E+00	0.173E-02	0.000E+00	0.000E+00	0.000E+00
192.977	68.0	0.000E+00	0.000E+00	0.145E-04	0.815E+00	0.199E+01	0.273E+00	0.107E-02	0.000E+00	0.000E+00	0.000E+00
194.219	69.0	0.000E+00	0.000E+00	0.681E-04	0.945E+00	0.168E+01	0.189E+00	0.659E-03	0.000E+00	0.000E+00	0.000E+00
195.462	70.0	0.000E+00	0.000E+00	0.247E-03	0.105E+01	0.140E+01	0.130E+00	0.402E-03	0.000E+00	0.000E+00	0.000E+00
196.704	71.0	0.000E+00	0.000E+00	0.724E-03	0.114E+01	0.114E+01	0.883E-01	0.244E-03	0.000E+00	0.000E+00	0.000E+00
197.946	72.0	0.000E+00	0.000E+00	0.177E-02	0.118E+01	0.908E+00	0.597E-01	0.147E-03	0.000E+00	0.000E+00	0.000E+00
199.189	73.0	0.000E+00	0.000E+00	0.374E-02	0.120E+01	0.715E+00	0.401E-01	0.872E-04	0.000E+00	0.000E+00	0.000E+00
200.431	74.0	0.000E+00	0.000E+00	0.700E-02	0.118E+01	0.555E+00	0.268E-01	0.517E-04	0.000E+00	0.000E+00	0.000E+00
201.674	75.0	0.000E+00	0.000E+00	0.118E-01	0.114E+01	0.426E+00	0.179E-01	0.303E-04	0.000E+00	0.000E+00	0.000E+00
202.916	76.0	0.000E+00	0.000E+00	0.184E-01	0.107E+01	0.322E+00	0.118E-01	0.174E-04	0.000E+00	0.000E+00	0.000E+00
204.159	77.0	0.000E+00	0.207E-06	0.268E-01	0.982E+00	0.242E+00	0.782E-02	0.971E-05	0.000E+00	0.000E+00	0.000E+00
