E_lab	E*/MeV	189Bi	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi
225.249	21.0	0.000E+00	0.000E+00	0.000E+00	0.107E-10	0.987E-09	0.000E+00	0.645E-10
226.647	22.0	0.000E+00	0.000E+00	0.000E+00	0.123E-09	0.509E-08	0.000E+00	0.450E-09
228.044	23.0	0.000E+00	0.000E+00	0.000E+00	0.124E-08	0.241E-07	0.420E-13	0.292E-08
229.441	24.0	0.000E+00	0.000E+00	0.000E+00	0.110E-07	0.105E-06	0.245E-11	0.178E-07
230.838	25.0	0.000E+00	0.000E+00	0.000E+00	0.865E-07	0.415E-06	0.709E-10	0.103E-06
232.235	26.0	0.000E+00	0.000E+00	0.000E+00	0.605E-06	0.152E-05	0.139E-08	0.572E-06
233.632	27.0	0.000E+00	0.000E+00	0.390E-10	0.373E-05	0.504E-05	0.201E-07	0.296E-05
235.030	28.0	0.000E+00	0.000E+00	0.207E-08	0.193E-04	0.147E-04	0.214E-06	0.135E-04
236.427	29.0	0.000E+00	0.000E+00	0.383E-07	0.771E-04	0.347E-04	0.155E-05	0.487E-04
237.824	30.0	0.000E+00	0.000E+00	0.359E-06	0.230E-03	0.632E-04	0.766E-05	0.133E-03
239.221	31.0	0.000E+00	0.000E+00	0.222E-05	0.547E-03	0.917E-04	0.283E-04	0.290E-03
240.618	32.0	0.000E+00	0.000E+00	0.103E-04	0.110E-02	0.112E-03	0.845E-04	0.537E-03
242.015	33.0	0.000E+00	0.000E+00	0.384E-04	0.193E-02	0.120E-03	0.213E-03	0.877E-03
243.413	34.0	0.000E+00	0.000E+00	0.120E-03	0.303E-02	0.117E-03	0.469E-03	0.129E-02
244.810	35.0	0.000E+00	0.000E+00	0.317E-03	0.426E-02	0.105E-03	0.915E-03	0.172E-02
246.207	36.0	0.000E+00	0.000E+00	0.725E-03	0.544E-02	0.884E-04	0.162E-02	0.211E-02
247.604	37.0	0.000E+00	0.000E+00	0.145E-02	0.633E-02	0.717E-04	0.262E-02	0.239E-02
249.001	38.0	0.000E+00	0.000E+00	0.260E-02	0.676E-02	0.615E-04	0.392E-02	0.253E-02
