E_lab	E*/MeV	195At	196At	197At	198At	199At	200At	201At	202At	203At	204At	205At
273.734	133.0	0.277E-01	0.105E-01	0.306E-01	0.630E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
274.977	134.0	0.248E-01	0.102E-01	0.276E-01	0.357E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
276.219	135.0	0.220E-01	0.101E-01	0.167E-01	0.211E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
277.462	136.0	0.194E-01	0.103E-01	0.139E-01	0.133E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
278.704	137.0	0.195E-01	0.101E-01	0.134E-01	0.437E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
279.946	138.0	0.172E-01	0.106E-01	0.123E-01	0.291E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
281.189	139.0	0.151E-01	0.110E-01	0.104E-01	0.115E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
282.431	140.0	0.132E-01	0.114E-01	0.825E-02	0.515E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00


