E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
163.609	29.0	0.000E+00	0.000E+00	0.120E-09	0.123E-07	0.236E-08	0.671E-11	0.420E-09
164.886	30.0	0.000E+00	0.000E+00	0.188E-08	0.766E-07	0.940E-08	0.104E-09	0.259E-08
166.163	31.0	0.000E+00	0.000E+00	0.234E-07	0.448E-06	0.354E-07	0.133E-08	0.151E-07
167.440	32.0	0.000E+00	0.000E+00	0.245E-06	0.244E-05	0.126E-06	0.142E-07	0.824E-07
168.716	33.0	0.000E+00	0.000E+00	0.219E-05	0.120E-04	0.422E-06	0.125E-06	0.409E-06
169.993	34.0	0.000E+00	0.000E+00	0.153E-04	0.492E-04	0.127E-05	0.835E-06	0.169E-05
171.270	35.0	0.000E+00	0.000E+00	0.745E-04	0.150E-03	0.318E-05	0.387E-05	0.518E-05
172.547	36.0	0.000E+00	0.101E-08	0.255E-03	0.340E-03	0.644E-05	0.126E-04	0.117E-04
173.823	37.0	0.000E+00	0.281E-07	0.682E-03	0.615E-03	0.109E-04	0.324E-04	0.213E-04
175.100	38.0	0.000E+00	0.330E-06	0.154E-02	0.954E-03	0.163E-04	0.711E-04	0.334E-04
176.377	39.0	0.000E+00	0.235E-05	0.310E-02	0.133E-02	0.234E-04	0.141E-03	0.475E-04
177.653	40.0	0.000E+00	0.120E-04	0.572E-02	0.170E-02	0.362E-04	0.256E-03	0.627E-04
178.930	41.0	0.000E+00	0.489E-04	0.976E-02	0.203E-02	0.667E-04	0.430E-03	0.774E-04
180.207	42.0	0.000E+00	0.169E-03	0.155E-01	0.227E-02	0.139E-03	0.669E-03	0.901E-04
181.484	43.0	0.000E+00	0.516E-03	0.232E-01	0.240E-02	0.297E-03	0.975E-03	0.998E-04
182.760	44.0	0.000E+00	0.140E-02	0.330E-01	0.241E-02	0.604E-03	0.133E-02	0.106E-03
184.037	45.0	0.520E-08	0.339E-02	0.447E-01	0.233E-02	0.114E-02	0.173E-02	0.108E-03
185.314	46.0	0.113E-06	0.738E-02	0.575E-01	0.215E-02	0.201E-02	0.211E-02	0.107E-03
186.591	47.0	0.975E-06	0.145E-01	0.707E-01	0.192E-02	0.329E-02	0.246E-02	0.103E-03
187.867	48.0	0.596E-05	0.259E-01	0.830E-01	0.167E-02	0.506E-02	0.273E-02	0.963E-04
189.144	49.0	0.281E-04	0.426E-01	0.931E-01	0.142E-02	0.736E-02	0.291E-02	0.876E-04
190.421	50.0	0.109E-03	0.651E-01	0.100E+00	0.123E-02	0.102E-01	0.296E-02	0.777E-04
191.697	51.0	0.366E-03	0.932E-01	0.103E+00	0.118E-02	0.135E-01	0.291E-02	0.672E-04
192.974	52.0	0.107E-02	0.126E+00	0.102E+00	0.137E-02	0.172E-01	0.277E-02	0.569E-04
194.251	53.0	0.278E-02	0.162E+00	0.979E-01	0.197E-02	0.210E-01	0.255E-02	0.470E-04
195.528	54.0	0.644E-02	0.198E+00	0.904E-01	0.316E-02	0.248E-01	0.228E-02	0.380E-04
196.804	55.0	0.134E-01	0.232E+00	0.808E-01	0.516E-02	0.282E-01	0.198E-02	0.300E-04
198.081	56.0	0.250E-01	0.259E+00	0.699E-01	0.811E-02	0.309E-01	0.168E-02	0.233E-04
199.358	57.0	0.427E-01	0.278E+00	0.587E-01	0.121E-01	0.328E-01	0.139E-02	0.177E-04
200.635	58.0	0.668E-01	0.287E+00	0.480E-01	0.170E-01	0.336E-01	0.112E-02	0.131E-04
201.911	59.0	0.970E-01	0.284E+00	0.382E-01	0.228E-01	0.334E-01	0.890E-03	0.960E-05
203.188	60.0	0.132E+00	0.271E+00	0.299E-01	0.291E-01	0.322E-01	0.691E-03	0.688E-05
204.465	61.0	0.169E+00	0.251E+00	0.231E-01	0.356E-01	0.302E-01	0.527E-03	0.485E-05
205.742	62.0	0.207E+00	0.224E+00	0.180E-01	0.418E-01	0.276E-01	0.395E-03	0.336E-05
207.018	63.0	0.243E+00	0.195E+00	0.146E-01	0.475E-01	0.246E-01	0.291E-03	0.229E-05
208.295	64.0	0.275E+00	0.165E+00	0.130E-01	0.521E-01	0.215E-01	0.211E-03	0.154E-05
209.572	65.0	0.301E+00	0.136E+00	0.131E-01	0.554E-01	0.184E-01	0.151E-03	0.102E-05
210.848	66.0	0.320E+00	0.110E+00	0.148E-01	0.573E-01	0.154E-01	0.107E-03	0.664E-06
212.125	67.0	0.331E+00	0.874E-01	0.180E-01	0.576E-01	0.127E-01	0.744E-04	0.427E-06
213.402	68.0	0.335E+00	0.680E-01	0.224E-01	0.565E-01	0.920E-02	0.513E-04	0.270E-06
214.679	69.0	0.330E+00	0.521E-01	0.278E-01	0.541E-01	0.742E-02	0.350E-04	0.169E-06
215.955	70.0	0.318E+00	0.394E-01	0.340E-01	0.505E-01	0.525E-02	0.236E-04	0.103E-06
217.232	71.0	0.300E+00	0.294E-01	0.405E-01	0.463E-01	0.364E-02	0.158E-04	0.618E-07
218.509	72.0	0.277E+00	0.218E-01	0.470E-01	0.415E-01	0.244E-02	0.105E-04	0.361E-07
219.786	73.0	0.251E+00	0.162E-01	0.534E-01	0.366E-01	0.164E-02	0.692E-05	0.197E-07
221.062	74.0	0.223E+00	0.122E-01	0.592E-01	0.316E-01	0.110E-02	0.452E-05	0.916E-08
222.339	75.0	0.195E+00	0.964E-02	0.643E-01	0.267E-01	0.747E-03	0.294E-05	0.134E-08
