E_lab	E*/MeV	197Bi	198Bi	199Bi	200Bi	201Bi	202Bi	203Bi
164.401	45.0	0.607E-11	0.755E-08	0.144E-07	0.178E-10	0.378E-09	0.234E-09	0.143E-11
165.643	46.0	0.923E-10	0.359E-07	0.413E-07	0.363E-10	0.171E-08	0.648E-09	0.281E-11
166.886	47.0	0.673E-08	0.109E-04	0.159E-04	0.565E-07	0.625E-06	0.299E-06	0.320E-08
168.128	48.0	0.987E-07	0.614E-04	0.691E-04	0.216E-06	0.339E-05	0.119E-05	0.124E-07
169.371	49.0	0.103E-05	0.269E-03	0.213E-03	0.585E-06	0.143E-04	0.353E-05	0.328E-07
170.613	50.0	0.922E-05	0.108E-02	0.596E-03	0.165E-05	0.567E-04	0.955E-05	0.758E-07
171.856	51.0	0.727E-04	0.412E-02	0.159E-02	0.632E-05	0.215E-03	0.247E-04	0.167E-06
173.098	52.0	0.503E-03	0.147E-01	0.403E-02	0.319E-04	0.773E-03	0.605E-04	0.351E-06
174.340	53.0	0.291E-02	0.469E-01	0.940E-02	0.165E-03	0.250E-02	0.136E-03	0.700E-06
175.583	54.0	0.126E-01	0.121E+00	0.188E-01	0.682E-03	0.656E-02	0.257E-03	0.126E-05
176.825	55.0	0.381E-01	0.235E+00	0.300E-01	0.199E-02	0.129E-01	0.387E-03	0.193E-05
178.068	56.0	0.831E-01	0.353E+00	0.393E-01	0.425E-02	0.195E-01	0.475E-03	0.256E-05
179.310	57.0	0.144E+00	0.441E+00	0.446E-01	0.732E-02	0.244E-01	0.508E-03	0.304E-05
180.552	58.0	0.217E+00	0.488E+00	0.459E-01	0.110E-01	0.274E-01	0.495E-03	0.330E-05
181.795	59.0	0.294E+00	0.497E+00	0.439E-01	0.152E-01	0.284E-01	0.451E-03	0.333E-05
183.037	60.0	0.372E+00	0.474E+00	0.393E-01	0.196E-01	0.280E-01	0.391E-03	0.316E-05
184.280	61.0	0.447E+00	0.430E+00	0.334E-01	0.243E-01	0.265E-01	0.325E-03	0.283E-05
185.522	62.0	0.516E+00	0.375E+00	0.272E-01	0.289E-01	0.243E-01	0.261E-03	0.240E-05
186.765	63.0	0.575E+00	0.317E+00	0.219E-01	0.331E-01	0.218E-01	0.202E-03	0.191E-05
188.007	64.0	0.623E+00	0.260E+00	0.181E-01	0.369E-01	0.191E-01	0.152E-03	0.144E-05
189.249	65.0	0.658E+00	0.209E+00	0.162E-01	0.399E-01	0.164E-01	0.111E-03	0.103E-05
190.492	66.0	0.679E+00	0.165E+00	0.161E-01	0.420E-01	0.139E-01	0.794E-04	0.702E-06
191.734	67.0	0.686E+00	0.128E+00	0.177E-01	0.430E-01	0.115E-01	0.557E-04	0.461E-06
192.977	68.0	0.678E+00	0.974E-01	0.208E-01	0.430E-01	0.948E-02	0.384E-04	0.295E-06
194.219	69.0	0.657E+00	0.733E-01	0.251E-01	0.419E-01	0.769E-02	0.261E-04	0.185E-06
195.462	70.0	0.624E+00	0.546E-01	0.303E-01	0.400E-01	0.539E-02	0.176E-04	0.114E-06
196.704	71.0	0.580E+00	0.402E-01	0.361E-01	0.373E-01	0.395E-02	0.117E-04	0.696E-07
197.946	72.0	0.530E+00	0.295E-01	0.421E-01	0.341E-01	0.281E-02	0.779E-05	0.419E-07
199.189	73.0	0.475E+00	0.217E-01	0.481E-01	0.305E-01	0.176E-02	0.512E-05	0.245E-07
200.431	74.0	0.418E+00	0.162E-01	0.537E-01	0.266E-01	0.121E-02	0.335E-05	0.138E-07
201.674	75.0	0.362E+00	0.127E-01	0.587E-01	0.227E-01	0.840E-03	0.218E-05	0.678E-08
202.916	76.0	0.308E+00	0.108E-01	0.630E-01	0.190E-01	0.576E-03	0.141E-05	0.199E-08
204.159	77.0	0.259E+00	0.104E-01	0.662E-01	0.155E-01	0.401E-03	0.904E-06	0.000E+00
205.401	78.0	0.214E+00	0.112E-01	0.683E-01	0.117E-01	0.255E-03	0.575E-06	0.000E+00
206.643	79.0	0.175E+00	0.133E-01	0.693E-01	0.784E-02	0.168E-03	0.364E-06	0.000E+00
207.886	80.0	0.141E+00	0.163E-01	0.690E-01	0.526E-02	0.116E-03	0.227E-06	0.000E+00
209.128	81.0	0.112E+00	0.203E-01	0.675E-01	0.334E-02	0.699E-04	0.140E-06	0.000E+00
210.371	82.0	0.887E-01	0.249E-01	0.644E-01	0.210E-02	0.461E-04	0.854E-07	0.000E+00
211.613	83.0	0.695E-01	0.300E-01	0.602E-01	0.128E-02	0.263E-04	0.509E-07	0.000E+00
212.856	84.0	0.543E-01	0.353E-01	0.552E-01	0.779E-03	0.160E-04	0.287E-07	0.000E+00
214.098	85.0	0.425E-01	0.406E-01	0.496E-01	0.456E-03	0.940E-05	0.155E-07	0.000E+00
215.340	86.0	0.423E-01	0.417E-01	0.491E-01	0.470E-03	0.530E-05	0.650E-08	0.000E+00
216.583	87.0	0.356E-01	0.464E-01	0.358E-01	0.258E-03	0.288E-05	0.000E+00	0.000E+00
217.825	88.0	0.359E-01	0.460E-01	0.434E-01	0.143E-03	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.299E-01	0.499E-01	0.313E-01	0.777E-04	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.262E-01	0.531E-01	0.201E-01	0.249E-04	0.000E+00	0.000E+00	0.000E+00
