E_lab	E*/MeV	190Po	191Po	192Po	193Po	194Po	195Po	196Po
225.249	21.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.391E-09	0.360E-08
226.647	22.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.309E-08	0.122E-07
228.044	23.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.226E-07	0.385E-07
229.441	24.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.153E-06	0.115E-06
230.838	25.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.916E-11	0.956E-06	0.328E-06
232.235	26.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.395E-09	0.553E-05	0.891E-06
233.632	27.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.788E-08	0.287E-04	0.228E-05
235.030	28.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.107E-06	0.125E-03	0.526E-05
236.427	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.103E-05	0.412E-03	0.100E-04
237.824	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.656E-05	0.983E-03	0.148E-04
239.221	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.301E-04	0.181E-02	0.176E-04
240.618	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.107E-03	0.275E-02	0.178E-04
242.015	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.311E-03	0.362E-02	0.161E-04
243.413	34.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.763E-03	0.424E-02	0.134E-04
244.810	35.0	0.000E+00	0.000E+00	0.000E+00	0.739E-09	0.161E-02	0.452E-02	0.104E-04
246.207	36.0	0.000E+00	0.000E+00	0.000E+00	0.133E-07	0.295E-02	0.444E-02	0.768E-05
247.604	37.0	0.000E+00	0.000E+00	0.000E+00	0.991E-07	0.472E-02	0.405E-02	0.536E-05
249.001	38.0	0.000E+00	0.000E+00	0.000E+00	0.423E-06	0.667E-02	0.347E-02	0.356E-05
250.398	39.0	0.000E+00	0.000E+00	0.000E+00	0.130E-05	0.842E-02	0.281E-02	0.226E-05
251.796	40.0	0.000E+00	0.000E+00	0.000E+00	0.355E-05	0.960E-02	0.217E-02	0.135E-05
253.193	41.0	0.000E+00	0.000E+00	0.000E+00	0.934E-05	0.100E-01	0.159E-02	0.732E-06
254.590	42.0	0.000E+00	0.000E+00	0.000E+00	0.235E-04	0.962E-02	0.113E-02	0.333E-06
