E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
163.609	29.0	0.000E+00	0.000E+00	0.999E-10	0.110E-07	0.211E-08	0.583E-11	0.368E-09
164.886	30.0	0.000E+00	0.000E+00	0.156E-08	0.682E-07	0.840E-08	0.902E-10	0.226E-08
166.163	31.0	0.000E+00	0.000E+00	0.194E-07	0.398E-06	0.316E-07	0.115E-08	0.131E-07
167.440	32.0	0.000E+00	0.000E+00	0.205E-06	0.216E-05	0.112E-06	0.122E-07	0.713E-07
168.716	33.0	0.000E+00	0.000E+00	0.185E-05	0.106E-04	0.375E-06	0.107E-06	0.353E-06
169.993	34.0	0.000E+00	0.000E+00	0.130E-04	0.435E-04	0.112E-05	0.715E-06	0.145E-05
171.270	35.0	0.000E+00	0.000E+00	0.637E-04	0.132E-03	0.280E-05	0.330E-05	0.442E-05
172.547	36.0	0.000E+00	0.775E-09	0.219E-03	0.298E-03	0.562E-05	0.107E-04	0.995E-05
173.823	37.0	0.000E+00	0.214E-07	0.585E-03	0.537E-03	0.938E-05	0.274E-04	0.180E-04
175.100	38.0	0.000E+00	0.252E-06	0.132E-02	0.828E-03	0.138E-04	0.600E-04	0.281E-04
176.377	39.0	0.000E+00	0.180E-05	0.265E-02	0.115E-02	0.194E-04	0.119E-03	0.398E-04
177.653	40.0	0.000E+00	0.927E-05	0.488E-02	0.146E-02	0.295E-04	0.215E-03	0.523E-04
178.930	41.0	0.000E+00	0.382E-04	0.830E-02	0.173E-02	0.535E-04	0.361E-03	0.644E-04
180.207	42.0	0.000E+00	0.134E-03	0.132E-01	0.192E-02	0.111E-03	0.560E-03	0.747E-04
181.484	43.0	0.000E+00	0.414E-03	0.197E-01	0.202E-02	0.236E-03	0.814E-03	0.825E-04
182.760	44.0	0.000E+00	0.113E-02	0.279E-01	0.202E-02	0.479E-03	0.111E-02	0.873E-04
184.037	45.0	0.400E-08	0.276E-02	0.375E-01	0.193E-02	0.906E-03	0.144E-02	0.891E-04
185.314	46.0	0.803E-07	0.601E-02	0.482E-01	0.177E-02	0.159E-02	0.176E-02	0.879E-04
186.591	47.0	0.702E-06	0.118E-01	0.590E-01	0.157E-02	0.260E-02	0.204E-02	0.841E-04
187.867	48.0	0.434E-05	0.211E-01	0.688E-01	0.135E-02	0.399E-02	0.226E-02	0.783E-04
189.144	49.0	0.208E-04	0.345E-01	0.768E-01	0.114E-02	0.580E-02	0.240E-02	0.709E-04
190.421	50.0	0.818E-04	0.524E-01	0.820E-01	0.981E-03	0.803E-02	0.244E-02	0.626E-04
191.697	51.0	0.276E-03	0.747E-01	0.841E-01	0.924E-03	0.106E-01	0.239E-02	0.540E-04
192.974	52.0	0.813E-03	0.100E+00	0.828E-01	0.106E-02	0.135E-01	0.226E-02	0.454E-04
194.251	53.0	0.212E-02	0.128E+00	0.785E-01	0.150E-02	0.165E-01	0.208E-02	0.373E-04
195.528	54.0	0.492E-02	0.156E+00	0.718E-01	0.239E-02	0.195E-01	0.185E-02	0.300E-04
196.804	55.0	0.102E-01	0.181E+00	0.636E-01	0.390E-02	0.221E-01	0.160E-02	0.236E-04
198.081	56.0	0.191E-01	0.202E+00	0.545E-01	0.614E-02	0.243E-01	0.135E-02	0.182E-04
199.358	57.0	0.326E-01	0.216E+00	0.453E-01	0.916E-02	0.257E-01	0.112E-02	0.137E-04
200.635	58.0	0.509E-01	0.221E+00	0.367E-01	0.129E-01	0.263E-01	0.900E-03	0.101E-04
201.911	59.0	0.736E-01	0.218E+00	0.290E-01	0.173E-01	0.261E-01	0.710E-03	0.736E-05
203.188	60.0	0.997E-01	0.207E+00	0.224E-01	0.221E-01	0.251E-01	0.549E-03	0.524E-05
204.465	61.0	0.128E+00	0.190E+00	0.172E-01	0.271E-01	0.235E-01	0.417E-03	0.367E-05
205.742	62.0	0.155E+00	0.169E+00	0.132E-01	0.318E-01	0.215E-01	0.311E-03	0.253E-05
207.018	63.0	0.182E+00	0.146E+00	0.107E-01	0.361E-01	0.191E-01	0.229E-03	0.171E-05
208.295	64.0	0.204E+00	0.123E+00	0.941E-02	0.396E-01	0.167E-01	0.165E-03	0.114E-05
209.572	65.0	0.223E+00	0.101E+00	0.942E-02	0.421E-01	0.142E-01	0.118E-03	0.753E-06
210.848	66.0	0.236E+00	0.816E-01	0.106E-01	0.435E-01	0.119E-01	0.829E-04	0.488E-06
212.125	67.0	0.243E+00	0.644E-01	0.129E-01	0.437E-01	0.978E-02	0.576E-04	0.312E-06
213.402	68.0	0.244E+00	0.499E-01	0.161E-01	0.427E-01	0.700E-02	0.396E-04	0.196E-06
214.679	69.0	0.240E+00	0.381E-01	0.201E-01	0.408E-01	0.562E-02	0.269E-04	0.122E-06
215.955	70.0	0.230E+00	0.286E-01	0.245E-01	0.381E-01	0.395E-02	0.181E-04	0.739E-07
217.232	71.0	0.215E+00	0.213E-01	0.292E-01	0.348E-01	0.271E-02	0.121E-04	0.439E-07
218.509	72.0	0.198E+00	0.157E-01	0.339E-01	0.312E-01	0.181E-02	0.801E-05	0.246E-07
219.786	73.0	0.178E+00	0.116E-01	0.385E-01	0.274E-01	0.121E-02	0.526E-05	0.125E-07
221.062	74.0	0.157E+00	0.871E-02	0.426E-01	0.236E-01	0.805E-03	0.343E-05	0.488E-08
222.339	75.0	0.136E+00	0.684E-02	0.463E-01	0.199E-01	0.547E-03	0.222E-05	0.000E+00
223.616	76.0	0.116E+00	0.585E-02	0.492E-01	0.165E-01	0.371E-03	0.142E-05	0.000E+00
224.892	77.0	0.972E-01	0.566E-02	0.513E-01	0.129E-01	0.250E-03	0.907E-06	0.000E+00
226.169	78.0	0.803E-01	0.618E-02	0.526E-01	0.886E-02	0.155E-03	0.574E-06	0.000E+00
227.446	79.0	0.654E-01	0.735E-02	0.529E-01	0.680E-02	0.993E-04	0.361E-06	0.000E+00
228.723	80.0	0.526E-01	0.909E-02	0.523E-01	0.424E-02	0.635E-04	0.225E-06	0.000E+00
