E_lab	E*/MeV	197Bi	198Bi	199Bi	200Bi	201Bi	202Bi	203Bi
164.401	45.0	0.760E-11	0.852E-08	0.160E-07	0.192E-10	0.430E-09	0.259E-09	0.157E-11
165.643	46.0	0.117E-09	0.405E-07	0.458E-07	0.396E-10	0.195E-08	0.719E-09	0.309E-11
166.886	47.0	0.846E-08	0.123E-04	0.178E-04	0.618E-07	0.717E-06	0.335E-06	0.356E-08
168.128	48.0	0.123E-06	0.700E-04	0.776E-04	0.238E-06	0.390E-05	0.134E-05	0.140E-07
169.371	49.0	0.128E-05	0.307E-03	0.240E-03	0.652E-06	0.165E-04	0.398E-05	0.370E-07
170.613	50.0	0.113E-04	0.124E-02	0.673E-03	0.189E-05	0.657E-04	0.108E-04	0.858E-07
171.856	51.0	0.886E-04	0.472E-02	0.180E-02	0.741E-05	0.250E-03	0.279E-04	0.189E-06
173.098	52.0	0.608E-03	0.169E-01	0.456E-02	0.381E-04	0.899E-03	0.685E-04	0.400E-06
174.340	53.0	0.349E-02	0.539E-01	0.107E-01	0.198E-03	0.291E-02	0.154E-03	0.799E-06
175.583	54.0	0.151E-01	0.140E+00	0.214E-01	0.823E-03	0.769E-02	0.293E-03	0.144E-05
176.825	55.0	0.455E-01	0.273E+00	0.344E-01	0.241E-02	0.152E-01	0.443E-03	0.222E-05
178.068	56.0	0.995E-01	0.411E+00	0.453E-01	0.516E-02	0.230E-01	0.547E-03	0.298E-05
179.310	57.0	0.173E+00	0.518E+00	0.519E-01	0.890E-02	0.291E-01	0.589E-03	0.355E-05
180.552	58.0	0.261E+00	0.578E+00	0.540E-01	0.134E-01	0.327E-01	0.578E-03	0.389E-05
181.795	59.0	0.355E+00	0.593E+00	0.523E-01	0.185E-01	0.341E-01	0.531E-03	0.396E-05
183.037	60.0	0.452E+00	0.571E+00	0.476E-01	0.240E-01	0.337E-01	0.464E-03	0.380E-05
184.280	61.0	0.545E+00	0.523E+00	0.410E-01	0.297E-01	0.321E-01	0.389E-03	0.344E-05
185.522	62.0	0.631E+00	0.459E+00	0.340E-01	0.353E-01	0.295E-01	0.315E-03	0.295E-05
186.765	63.0	0.707E+00	0.391E+00	0.278E-01	0.406E-01	0.265E-01	0.246E-03	0.238E-05
188.007	64.0	0.769E+00	0.323E+00	0.233E-01	0.453E-01	0.233E-01	0.186E-03	0.182E-05
189.249	65.0	0.816E+00	0.261E+00	0.209E-01	0.490E-01	0.201E-01	0.137E-03	0.131E-05
190.492	66.0	0.846E+00	0.207E+00	0.208E-01	0.517E-01	0.171E-01	0.984E-04	0.905E-06
191.734	67.0	0.857E+00	0.161E+00	0.229E-01	0.530E-01	0.142E-01	0.693E-04	0.599E-06
192.977	68.0	0.851E+00	0.124E+00	0.269E-01	0.531E-01	0.117E-01	0.480E-04	0.386E-06
194.219	69.0	0.828E+00	0.936E-01	0.324E-01	0.519E-01	0.956E-02	0.328E-04	0.244E-06
195.462	70.0	0.789E+00	0.700E-01	0.391E-01	0.495E-01	0.677E-02	0.222E-04	0.152E-06
196.704	71.0	0.737E+00	0.518E-01	0.465E-01	0.463E-01	0.499E-02	0.148E-04	0.929E-07
197.946	72.0	0.676E+00	0.381E-01	0.543E-01	0.424E-01	0.357E-02	0.986E-05	0.562E-07
199.189	73.0	0.609E+00	0.281E-01	0.620E-01	0.380E-01	0.225E-02	0.651E-05	0.331E-07
200.431	74.0	0.539E+00	0.212E-01	0.693E-01	0.333E-01	0.155E-02	0.427E-05	0.189E-07
201.674	75.0	0.469E+00	0.167E-01	0.758E-01	0.285E-01	0.109E-02	0.278E-05	0.983E-08
202.916	76.0	0.401E+00	0.143E-01	0.814E-01	0.239E-01	0.746E-03	0.180E-05	0.408E-08
204.159	77.0	0.338E+00	0.139E-01	0.856E-01	0.196E-01	0.520E-03	0.116E-05	0.000E+00
205.401	78.0	0.281E+00	0.151E-01	0.885E-01	0.149E-01	0.334E-03	0.741E-06	0.000E+00
206.643	79.0	0.231E+00	0.179E-01	0.898E-01	0.101E-01	0.221E-03	0.470E-06	0.000E+00
207.886	80.0	0.187E+00	0.220E-01	0.895E-01	0.684E-02	0.153E-03	0.294E-06	0.000E+00
209.128	81.0	0.150E+00	0.273E-01	0.876E-01	0.440E-02	0.937E-04	0.183E-06	0.000E+00
210.371	82.0	0.119E+00	0.335E-01	0.838E-01	0.280E-02	0.623E-04	0.112E-06	0.000E+00
211.613	83.0	0.935E-01	0.403E-01	0.785E-01	0.172E-02	0.361E-04	0.671E-07	0.000E+00
212.856	84.0	0.734E-01	0.475E-01	0.722E-01	0.106E-02	0.222E-04	0.390E-07	0.000E+00
214.098	85.0	0.726E-01	0.496E-01	0.714E-01	0.110E-02	0.132E-04	0.212E-07	0.000E+00
215.340	86.0	0.576E-01	0.563E-01	0.643E-01	0.646E-03	0.748E-05	0.931E-08	0.000E+00
216.583	87.0	0.488E-01	0.626E-01	0.473E-01	0.359E-03	0.403E-05	0.000E+00	0.000E+00
217.825	88.0	0.492E-01	0.622E-01	0.570E-01	0.201E-03	0.184E-05	0.000E+00	0.000E+00
219.068	89.0	0.415E-01	0.674E-01	0.414E-01	0.110E-03	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.367E-01	0.717E-01	0.295E-01	0.590E-04	0.000E+00	0.000E+00	0.000E+00
