E_lab	E*/MeV	198Po	199Po	200Po	201Po	202Po	203Po	204Po
145.765	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.864E-08	0.358E-07	0.111E-08
147.007	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.868E-07	0.194E-06	0.405E-08
148.249	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.740E-06	0.962E-06	0.141E-07
149.492	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.551E-05	0.436E-05	0.464E-07
150.734	34.0	0.000E+00	0.000E+00	0.000E+00	0.324E-09	0.361E-04	0.179E-04	0.147E-06
151.977	35.0	0.000E+00	0.000E+00	0.000E+00	0.223E-07	0.201E-03	0.648E-04	0.435E-06
153.219	36.0	0.000E+00	0.000E+00	0.000E+00	0.560E-06	0.855E-03	0.188E-03	0.114E-05
154.462	37.0	0.000E+00	0.000E+00	0.000E+00	0.670E-05	0.263E-02	0.413E-03	0.249E-05
155.704	38.0	0.000E+00	0.000E+00	0.000E+00	0.481E-04	0.630E-02	0.722E-03	0.452E-05
156.946	39.0	0.000E+00	0.000E+00	0.000E+00	0.240E-03	0.127E-01	0.107E-02	0.690E-05
158.189	40.0	0.000E+00	0.000E+00	0.000E+00	0.924E-03	0.228E-01	0.140E-02	0.915E-05
159.431	41.0	0.000E+00	0.000E+00	0.000E+00	0.293E-02	0.379E-01	0.167E-02	0.107E-04
160.674	42.0	0.000E+00	0.000E+00	0.000E+00	0.785E-02	0.582E-01	0.186E-02	0.113E-04
161.916	43.0	0.000E+00	0.000E+00	0.159E-06	0.182E-01	0.830E-01	0.195E-02	0.110E-04
163.159	44.0	0.000E+00	0.000E+00	0.213E-05	0.372E-01	0.111E+00	0.193E-02	0.100E-04
164.401	45.0	0.000E+00	0.000E+00	0.182E-04	0.686E-01	0.138E+00	0.183E-02	0.858E-05
165.643	46.0	0.000E+00	0.000E+00	0.112E-03	0.116E+00	0.164E+00	0.165E-02	0.701E-05
166.886	47.0	0.000E+00	0.000E+00	0.533E-03	0.182E+00	0.185E+00	0.143E-02	0.548E-05
168.128	48.0	0.000E+00	0.000E+00	0.203E-02	0.269E+00	0.199E+00	0.120E-02	0.413E-05
169.371	49.0	0.000E+00	0.000E+00	0.641E-02	0.376E+00	0.206E+00	0.973E-03	0.299E-05
170.613	50.0	0.000E+00	0.000E+00	0.172E-01	0.499E+00	0.205E+00	0.767E-03	0.209E-05
171.856	51.0	0.000E+00	0.000E+00	0.398E-01	0.630E+00	0.197E+00	0.588E-03	0.141E-05
173.098	52.0	0.000E+00	0.000E+00	0.816E-01	0.759E+00	0.182E+00	0.440E-03	0.917E-06
174.340	53.0	0.000E+00	0.000E+00	0.150E+00	0.873E+00	0.164E+00	0.322E-03	0.557E-06
175.583	54.0	0.000E+00	0.123E-05	0.253E+00	0.962E+00	0.142E+00	0.231E-03	0.295E-06
176.825	55.0	0.000E+00	0.967E-05	0.391E+00	0.101E+01	0.120E+00	0.162E-03	0.973E-07
178.068	56.0	0.000E+00	0.561E-04	0.565E+00	0.103E+01	0.990E-01	0.112E-03	0.000E+00
179.310	57.0	0.000E+00	0.255E-03	0.765E+00	0.100E+01	0.794E-01	0.759E-04	0.000E+00
180.552	58.0	0.000E+00	0.937E-03	0.982E+00	0.937E+00	0.621E-01	0.505E-04	0.000E+00
181.795	59.0	0.000E+00	0.287E-02	0.120E+01	0.849E+00	0.474E-01	0.331E-04	0.000E+00
183.037	60.0	0.000E+00	0.753E-02	0.141E+01	0.744E+00	0.355E-01	0.213E-04	0.000E+00
184.280	61.0	0.000E+00	0.172E-01	0.159E+01	0.633E+00	0.260E-01	0.134E-04	0.000E+00
185.522	62.0	0.000E+00	0.349E-01	0.174E+01	0.523E+00	0.186E-01	0.827E-05	0.000E+00
186.765	63.0	0.343E-06	0.636E-01	0.184E+01	0.422E+00	0.131E-01	0.502E-05	0.000E+00
188.007	64.0	0.223E-05	0.106E+00	0.189E+01	0.333E+00	0.911E-02	0.295E-05	0.000E+00
189.249	65.0	0.114E-04	0.163E+00	0.189E+01	0.257E+00	0.622E-02	0.167E-05	0.000E+00
190.492	66.0	0.475E-04	0.234E+00	0.184E+01	0.195E+00	0.419E-02	0.872E-06	0.000E+00
191.734	67.0	0.168E-03	0.316E+00	0.174E+01	0.145E+00	0.279E-02	0.358E-06	0.000E+00
192.977	68.0	0.511E-03	0.406E+00	0.161E+01	0.107E+00	0.184E-02	0.000E+00	0.000E+00
194.219	69.0	0.136E-02	0.497E+00	0.146E+01	0.773E-01	0.120E-02	0.000E+00	0.000E+00
195.462	70.0	0.323E-02	0.586E+00	0.130E+01	0.553E-01	0.771E-03	0.000E+00	0.000E+00
196.704	71.0	0.690E-02	0.666E+00	0.113E+01	0.392E-01	0.494E-03	0.000E+00	0.000E+00
