E_lab	E*/MeV	197Bi	198Bi	199Bi	200Bi	201Bi	202Bi	203Bi
145.765	30.0	0.000E+00	0.000E+00	0.209E-09	0.531E-08	0.479E-09	0.115E-11	0.580E-10
147.007	31.0	0.000E+00	0.000E+00	0.267E-08	0.332E-07	0.186E-08	0.190E-10	0.383E-09
148.249	32.0	0.000E+00	0.000E+00	0.293E-07	0.193E-06	0.682E-08	0.254E-09	0.238E-08
149.492	33.0	0.000E+00	0.000E+00	0.283E-06	0.103E-05	0.237E-07	0.283E-08	0.137E-07
150.734	34.0	0.000E+00	0.000E+00	0.238E-05	0.501E-05	0.788E-07	0.265E-07	0.723E-07
151.977	35.0	0.000E+00	0.000E+00	0.166E-04	0.209E-04	0.243E-06	0.199E-06	0.330E-06
153.219	36.0	0.000E+00	0.125E-08	0.848E-04	0.676E-04	0.652E-06	0.109E-05	0.117E-05
154.462	37.0	0.000E+00	0.428E-07	0.305E-03	0.162E-03	0.147E-05	0.409E-05	0.302E-05
155.704	38.0	0.000E+00	0.536E-06	0.826E-03	0.306E-03	0.282E-05	0.116E-04	0.600E-05
156.946	39.0	0.000E+00	0.374E-05	0.185E-02	0.485E-03	0.484E-05	0.271E-04	0.997E-05
158.189	40.0	0.000E+00	0.187E-04	0.367E-02	0.682E-03	0.817E-05	0.557E-04	0.147E-04
159.431	41.0	0.000E+00	0.753E-04	0.668E-02	0.879E-03	0.149E-04	0.104E-03	0.197E-04
160.674	42.0	0.000E+00	0.259E-03	0.113E-01	0.105E-02	0.311E-04	0.179E-03	0.248E-04
161.916	43.0	0.000E+00	0.776E-03	0.178E-01	0.119E-02	0.694E-04	0.283E-03	0.293E-04
163.159	44.0	0.269E-08	0.206E-02	0.262E-01	0.127E-02	0.153E-03	0.415E-03	0.328E-04
164.401	45.0	0.116E-06	0.486E-02	0.364E-01	0.129E-02	0.317E-03	0.568E-03	0.351E-04
165.643	46.0	0.119E-05	0.103E-01	0.478E-01	0.125E-02	0.610E-03	0.729E-03	0.362E-04
166.886	47.0	0.801E-05	0.199E-01	0.595E-01	0.117E-02	0.109E-02	0.883E-03	0.361E-04
168.128	48.0	0.398E-04	0.350E-01	0.705E-01	0.106E-02	0.181E-02	0.101E-02	0.350E-04
169.371	49.0	0.158E-03	0.570E-01	0.799E-01	0.933E-03	0.283E-02	0.111E-02	0.330E-04
170.613	50.0	0.532E-03	0.868E-01	0.868E-01	0.808E-03	0.418E-02	0.117E-02	0.303E-04
171.856	51.0	0.156E-02	0.124E+00	0.908E-01	0.719E-03	0.590E-02	0.118E-02	0.273E-04
173.098	52.0	0.408E-02	0.169E+00	0.916E-01	0.713E-03	0.795E-02	0.115E-02	0.240E-04
174.340	53.0	0.957E-02	0.218E+00	0.894E-01	0.863E-03	0.103E-01	0.108E-02	0.206E-04
175.583	54.0	0.202E-01	0.268E+00	0.845E-01	0.127E-02	0.128E-01	0.991E-03	0.174E-04
176.825	55.0	0.387E-01	0.314E+00	0.775E-01	0.208E-02	0.154E-01	0.884E-03	0.144E-04
178.068	56.0	0.675E-01	0.353E+00	0.691E-01	0.343E-02	0.178E-01	0.769E-03	0.117E-04
179.310	57.0	0.108E+00	0.379E+00	0.600E-01	0.545E-02	0.198E-01	0.653E-03	0.928E-05
180.552	58.0	0.161E+00	0.390E+00	0.507E-01	0.821E-02	0.212E-01	0.543E-03	0.724E-05
181.795	59.0	0.224E+00	0.386E+00	0.418E-01	0.117E-01	0.219E-01	0.442E-03	0.554E-05
183.037	60.0	0.295E+00	0.369E+00	0.338E-01	0.159E-01	0.220E-01	0.353E-03	0.417E-05
184.280	61.0	0.369E+00	0.340E+00	0.269E-01	0.204E-01	0.214E-01	0.276E-03	0.308E-05
185.522	62.0	0.442E+00	0.304E+00	0.214E-01	0.252E-01	0.202E-01	0.213E-03	0.223E-05
186.765	63.0	0.509E+00	0.264E+00	0.174E-01	0.299E-01	0.185E-01	0.161E-03	0.159E-05
188.007	64.0	0.567E+00	0.223E+00	0.149E-01	0.341E-01	0.167E-01	0.120E-03	0.112E-05
189.249	65.0	0.613E+00	0.184E+00	0.140E-01	0.376E-01	0.146E-01	0.885E-04	0.774E-06
190.492	66.0	0.644E+00	0.149E+00	0.147E-01	0.402E-01	0.126E-01	0.641E-04	0.527E-06
191.734	67.0	0.660E+00	0.118E+00	0.168E-01	0.417E-01	0.107E-01	0.458E-04	0.353E-06
192.977	68.0	0.660E+00	0.914E-01	0.203E-01	0.420E-01	0.845E-02	0.323E-04	0.233E-06
194.219	69.0	0.644E+00	0.698E-01	0.248E-01	0.413E-01	0.630E-02	0.226E-04	0.152E-06
195.462	70.0	0.615E+00	0.526E-01	0.301E-01	0.395E-01	0.469E-02	0.156E-04	0.968E-07
196.704	71.0	0.575E+00	0.391E-01	0.359E-01	0.370E-01	0.338E-02	0.106E-04	0.610E-07
197.946	72.0	0.526E+00	0.289E-01	0.420E-01	0.339E-01	0.243E-02	0.717E-05	0.378E-07
199.189	73.0	0.473E+00	0.213E-01	0.480E-01	0.304E-01	0.171E-02	0.480E-05	0.224E-07
200.431	74.0	0.417E+00	0.160E-01	0.536E-01	0.265E-01	0.118E-02	0.318E-05	0.128E-07
