E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
182.760	44.0	0.000E+00	0.000E+00	0.131E-10	0.488E-07	0.407E-07	0.400E-10	0.000E+00
184.037	45.0	0.000E+00	0.000E+00	0.228E-09	0.188E-06	0.104E-06	0.732E-10	0.000E+00
185.314	46.0	0.000E+00	0.000E+00	0.112E-07	0.367E-04	0.491E-04	0.176E-06	0.957E-10
186.591	47.0	0.000E+00	0.000E+00	0.177E-06	0.196E-03	0.217E-03	0.786E-06	0.694E-09
187.867	48.0	0.000E+00	0.000E+00	0.203E-05	0.773E-03	0.630E-03	0.197E-05	0.190E-08
189.144	49.0	0.000E+00	0.000E+00	0.194E-04	0.286E-02	0.167E-02	0.411E-05	0.332E-08
190.421	50.0	0.000E+00	0.000E+00	0.158E-03	0.102E-01	0.428E-02	0.820E-05	0.273E-08
191.697	51.0	0.000E+00	0.000E+00	0.109E-02	0.342E-01	0.104E-01	0.158E-04	0.000E+00
192.974	52.0	0.000E+00	0.000E+00	0.606E-02	0.103E+00	0.235E-01	0.290E-04	0.000E+00
194.251	53.0	0.000E+00	0.000E+00	0.249E-01	0.252E+00	0.447E-01	0.477E-04	0.000E+00
195.528	54.0	0.000E+00	0.526E-07	0.692E-01	0.454E+00	0.659E-01	0.657E-04	0.000E+00
196.804	55.0	0.000E+00	0.522E-06	0.137E+00	0.616E+00	0.757E-01	0.749E-04	0.000E+00
198.081	56.0	0.000E+00	0.329E-05	0.216E+00	0.685E+00	0.719E-01	0.726E-04	0.000E+00
199.358	57.0	0.000E+00	0.154E-04	0.295E+00	0.674E+00	0.599E-01	0.615E-04	0.000E+00
200.635	58.0	0.000E+00	0.581E-04	0.371E+00	0.614E+00	0.455E-01	0.466E-04	0.000E+00
201.911	59.0	0.000E+00	0.183E-03	0.439E+00	0.531E+00	0.326E-01	0.322E-04	0.000E+00
203.188	60.0	0.000E+00	0.499E-03	0.499E+00	0.444E+00	0.224E-01	0.206E-04	0.000E+00
204.465	61.0	0.000E+00	0.119E-02	0.546E+00	0.361E+00	0.150E-01	0.124E-04	0.000E+00
205.742	62.0	0.000E+00	0.253E-02	0.579E+00	0.287E+00	0.995E-02	0.723E-05	0.000E+00
207.018	63.0	0.000E+00	0.486E-02	0.597E+00	0.224E+00	0.651E-02	0.405E-05	0.000E+00
208.295	64.0	0.000E+00	0.853E-02	0.599E+00	0.172E+00	0.423E-02	0.217E-05	0.000E+00
209.572	65.0	0.114E-06	0.138E-01	0.585E+00	0.130E+00	0.273E-02	0.110E-05	0.000E+00
210.848	66.0	0.591E-06	0.208E-01	0.558E+00	0.967E-01	0.175E-02	0.466E-06	0.000E+00
212.125	67.0	0.253E-05	0.295E-01	0.519E+00	0.712E-01	0.112E-02	0.151E-07	0.000E+00
213.402	68.0	0.926E-05	0.397E-01	0.471E+00	0.518E-01	0.711E-03	0.000E+00	0.000E+00
214.679	69.0	0.293E-04	0.511E-01	0.419E+00	0.373E-01	0.449E-03	0.000E+00	0.000E+00
215.955	70.0	0.814E-04	0.630E-01	0.365E+00	0.266E-01	0.283E-03	0.000E+00	0.000E+00
217.232	71.0	0.201E-03	0.750E-01	0.312E+00	0.188E-01	0.177E-03	0.000E+00	0.000E+00
218.509	72.0	0.445E-03	0.864E-01	0.262E+00	0.132E-01	0.110E-03	0.000E+00	0.000E+00
219.786	73.0	0.895E-03	0.967E-01	0.216E+00	0.919E-02	0.685E-04	0.000E+00	0.000E+00
221.062	74.0	0.165E-02	0.105E+00	0.175E+00	0.636E-02	0.423E-04	0.000E+00	0.000E+00
222.339	75.0	0.283E-02	0.111E+00	0.141E+00	0.437E-02	0.260E-04	0.000E+00	0.000E+00
223.616	76.0	0.453E-02	0.115E+00	0.111E+00	0.299E-02	0.159E-04	0.000E+00	0.000E+00
224.892	77.0	0.683E-02	0.116E+00	0.868E-01	0.203E-02	0.963E-05	0.000E+00	0.000E+00
226.169	78.0	0.976E-02	0.115E+00	0.670E-01	0.138E-02	0.577E-05	0.000E+00	0.000E+00
227.446	79.0	0.133E-01	0.110E+00	0.513E-01	0.927E-03	0.342E-05	0.000E+00	0.000E+00
228.723	80.0	0.173E-01	0.104E+00	0.388E-01	0.621E-03	0.190E-05	0.000E+00	0.000E+00
229.999	81.0	0.216E-01	0.967E-01	0.292E-01	0.414E-03	0.914E-06	0.000E+00	0.000E+00
231.276	82.0	0.261E-01	0.880E-01	0.217E-01	0.275E-03	0.287E-06	0.000E+00	0.000E+00
232.553	83.0	0.304E-01	0.786E-01	0.161E-01	0.182E-03	0.000E+00	0.000E+00	0.000E+00
233.830	84.0	0.344E-01	0.691E-01	0.118E-01	0.120E-03	0.000E+00	0.000E+00	0.000E+00
235.106	85.0	0.377E-01	0.598E-01	0.860E-02	0.787E-04	0.000E+00	0.000E+00	0.000E+00
236.383	86.0	0.402E-01	0.511E-01	0.624E-02	0.514E-04	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.418E-01	0.430E-01	0.450E-02	0.334E-04	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.424E-01	0.358E-01	0.323E-02	0.216E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.421E-01	0.294E-01	0.230E-02	0.139E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.409E-01	0.240E-01	0.164E-02	0.889E-05	0.000E+00	0.000E+00	0.000E+00
