E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
163.609	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.588E-08	0.917E-07	0.631E-08
164.886	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.707E-07	0.501E-06	0.228E-07
166.163	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.687E-06	0.254E-05	0.782E-07
167.440	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.559E-05	0.119E-04	0.255E-06
168.716	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.382E-04	0.499E-04	0.780E-06
169.993	34.0	0.000E+00	0.000E+00	0.000E+00	0.433E-09	0.204E-03	0.175E-03	0.215E-05
171.270	35.0	0.000E+00	0.000E+00	0.000E+00	0.204E-07	0.780E-03	0.460E-03	0.488E-05
172.547	36.0	0.000E+00	0.000E+00	0.000E+00	0.362E-06	0.216E-02	0.908E-03	0.872E-05
173.823	37.0	0.000E+00	0.000E+00	0.000E+00	0.364E-05	0.482E-02	0.145E-02	0.126E-04
175.100	38.0	0.000E+00	0.000E+00	0.000E+00	0.247E-04	0.936E-02	0.199E-02	0.154E-04
176.377	39.0	0.000E+00	0.000E+00	0.000E+00	0.124E-03	0.166E-01	0.246E-02	0.165E-04
177.653	40.0	0.000E+00	0.000E+00	0.000E+00	0.482E-03	0.275E-01	0.283E-02	0.162E-04
178.930	41.0	0.000E+00	0.000E+00	0.000E+00	0.152E-02	0.423E-01	0.303E-02	0.148E-04
180.207	42.0	0.000E+00	0.000E+00	0.000E+00	0.400E-02	0.607E-01	0.305E-02	0.128E-04
181.484	43.0	0.000E+00	0.000E+00	0.000E+00	0.914E-02	0.818E-01	0.291E-02	0.105E-04
182.760	44.0	0.000E+00	0.000E+00	0.143E-06	0.185E-01	0.104E+00	0.265E-02	0.823E-05
184.037	45.0	0.000E+00	0.000E+00	0.147E-05	0.336E-01	0.124E+00	0.231E-02	0.620E-05
185.314	46.0	0.000E+00	0.000E+00	0.105E-04	0.560E-01	0.141E+00	0.194E-02	0.451E-05
186.591	47.0	0.000E+00	0.000E+00	0.565E-04	0.866E-01	0.153E+00	0.158E-02	0.319E-05
187.867	48.0	0.000E+00	0.000E+00	0.244E-03	0.125E+00	0.157E+00	0.125E-02	0.218E-05
189.144	49.0	0.000E+00	0.000E+00	0.868E-03	0.171E+00	0.155E+00	0.958E-03	0.144E-05
190.421	50.0	0.000E+00	0.000E+00	0.260E-02	0.223E+00	0.147E+00	0.717E-03	0.919E-06
191.697	51.0	0.000E+00	0.000E+00	0.669E-02	0.277E+00	0.133E+00	0.525E-03	0.546E-06
192.974	52.0	0.000E+00	0.000E+00	0.150E-01	0.330E+00	0.117E+00	0.376E-03	0.274E-06
194.251	53.0	0.000E+00	0.000E+00	0.298E-01	0.376E+00	0.994E-01	0.264E-03	0.713E-07
