E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.163E-09	0.168E-08	0.000E+00	0.208E-09
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.163E-08	0.891E-08	0.238E-13	0.140E-08
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.143E-07	0.435E-07	0.144E-11	0.857E-08
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.111E-06	0.195E-06	0.437E-10	0.483E-07
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.765E-06	0.794E-06	0.880E-09	0.253E-06
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.455E-05	0.288E-05	0.127E-07	0.121E-05
204.183	27.0	0.000E+00	0.000E+00	0.160E-09	0.219E-04	0.877E-05	0.125E-06	0.483E-05
205.530	28.0	0.000E+00	0.000E+00	0.554E-08	0.791E-04	0.210E-04	0.817E-06	0.149E-04
206.877	29.0	0.000E+00	0.000E+00	0.695E-07	0.222E-03	0.395E-04	0.383E-05	0.365E-04
208.224	30.0	0.000E+00	0.000E+00	0.516E-06	0.526E-03	0.620E-04	0.142E-04	0.766E-04
209.571	31.0	0.000E+00	0.000E+00	0.280E-05	0.108E-02	0.845E-04	0.437E-04	0.142E-03
210.918	32.0	0.000E+00	0.000E+00	0.122E-04	0.198E-02	0.103E-03	0.115E-03	0.236E-03
212.265	33.0	0.000E+00	0.000E+00	0.441E-04	0.326E-02	0.113E-03	0.266E-03	0.358E-03
213.612	34.0	0.000E+00	0.000E+00	0.136E-03	0.489E-02	0.116E-03	0.554E-03	0.503E-03
214.959	35.0	0.000E+00	0.000E+00	0.360E-03	0.668E-02	0.111E-03	0.105E-02	0.656E-03
216.305	36.0	0.000E+00	0.000E+00	0.827E-03	0.838E-02	0.100E-03	0.184E-02	0.797E-03
217.652	37.0	0.000E+00	0.170E-07	0.167E-02	0.967E-02	0.881E-04	0.300E-02	0.908E-03
218.999	38.0	0.000E+00	0.179E-06	0.303E-02	0.104E-01	0.827E-04	0.459E-02	0.976E-03
220.346	39.0	0.000E+00	0.117E-05	0.502E-02	0.104E-01	0.100E-03	0.664E-02	0.993E-03
221.693	40.0	0.000E+00	0.560E-05	0.769E-02	0.974E-02	0.175E-03	0.911E-02	0.962E-03
223.040	41.0	0.000E+00	0.214E-04	0.110E-01	0.867E-02	0.364E-03	0.119E-01	0.889E-03
224.387	42.0	0.000E+00	0.690E-04	0.148E-01	0.734E-02	0.755E-03	0.148E-01	0.788E-03
225.734	43.0	0.000E+00	0.191E-03	0.188E-01	0.594E-02	0.145E-02	0.175E-01	0.670E-03
227.081	44.0	0.000E+00	0.459E-03	0.225E-01	0.461E-02	0.255E-02	0.197E-01	0.549E-03
