E_lab	E*/MeV	191Po	192Po	193Po	194Po	195Po	196Po	197Po
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.589E-08	0.179E-07
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.444E-07	0.722E-07
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.302E-06	0.268E-06
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.187E-05	0.920E-06
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.246E-09	0.106E-04	0.294E-05
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.120E-07	0.531E-04	0.854E-05
204.183	27.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.208E-06	0.214E-03	0.212E-04
205.530	28.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.164E-05	0.640E-03	0.415E-04
206.877	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.802E-05	0.145E-02	0.641E-04
208.224	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.313E-04	0.271E-02	0.832E-04
209.571	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.104E-03	0.431E-02	0.946E-04
210.918	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.302E-03	0.602E-02	0.971E-04
212.265	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.769E-03	0.757E-02	0.918E-04
213.612	34.0	0.000E+00	0.000E+00	0.000E+00	0.553E-08	0.175E-02	0.871E-02	0.813E-04
214.959	35.0	0.000E+00	0.000E+00	0.000E+00	0.567E-07	0.358E-02	0.928E-02	0.680E-04
216.305	36.0	0.000E+00	0.000E+00	0.000E+00	0.395E-06	0.668E-02	0.921E-02	0.540E-04
217.652	37.0	0.000E+00	0.000E+00	0.000E+00	0.225E-05	0.114E-01	0.858E-02	0.409E-04
218.999	38.0	0.000E+00	0.000E+00	0.000E+00	0.109E-04	0.178E-01	0.756E-02	0.298E-04
220.346	39.0	0.000E+00	0.000E+00	0.000E+00	0.439E-04	0.256E-01	0.633E-02	0.208E-04
221.693	40.0	0.000E+00	0.000E+00	0.000E+00	0.147E-03	0.339E-01	0.506E-02	0.140E-04
223.040	41.0	0.000E+00	0.000E+00	0.000E+00	0.413E-03	0.414E-01	0.388E-02	0.915E-05
224.387	42.0	0.000E+00	0.000E+00	0.000E+00	0.999E-03	0.468E-01	0.287E-02	0.577E-05
225.734	43.0	0.000E+00	0.000E+00	0.000E+00	0.211E-02	0.494E-01	0.205E-02	0.349E-05
227.081	44.0	0.000E+00	0.000E+00	0.000E+00	0.397E-02	0.489E-01	0.142E-02	0.202E-05
228.428	45.0	0.000E+00	0.000E+00	0.000E+00	0.673E-02	0.456E-01	0.955E-03	0.110E-05
229.775	46.0	0.000E+00	0.000E+00	0.343E-07	0.103E-01	0.404E-01	0.627E-03	0.477E-06
231.122	47.0	0.000E+00	0.000E+00	0.175E-06	0.145E-01	0.341E-01	0.402E-03	0.000E+00
