E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
212.265	33.0	0.000E+00	0.000E+00	0.113E-09	0.172E-08	0.123E-11	0.604E-09	0.201E-09
213.612	34.0	0.000E+00	0.000E+00	0.707E-09	0.436E-08	0.225E-11	0.242E-08	0.486E-09
214.959	35.0	0.000E+00	0.000E+00	0.134E-06	0.946E-06	0.255E-08	0.339E-06	0.891E-07
216.305	36.0	0.000E+00	0.182E-11	0.160E-05	0.989E-05	0.469E-07	0.336E-05	0.963E-06
217.652	37.0	0.000E+00	0.987E-10	0.809E-05	0.309E-04	0.150E-06	0.138E-04	0.288E-05
218.999	38.0	0.000E+00	0.257E-08	0.364E-04	0.824E-04	0.495E-06	0.528E-04	0.749E-05
220.346	39.0	0.000E+00	0.432E-07	0.153E-03	0.206E-03	0.245E-05	0.195E-03	0.185E-04
221.693	40.0	0.000E+00	0.538E-06	0.602E-03	0.492E-03	0.152E-04	0.690E-03	0.439E-04
223.040	41.0	0.000E+00	0.521E-05	0.216E-02	0.110E-02	0.900E-04	0.227E-02	0.982E-04
224.387	42.0	0.000E+00	0.373E-04	0.654E-02	0.216E-02	0.425E-03	0.636E-02	0.195E-03
225.734	43.0	0.000E+00	0.178E-03	0.149E-01	0.339E-02	0.140E-02	0.136E-01	0.316E-03
227.081	44.0	0.000E+00	0.561E-03	0.247E-01	0.405E-02	0.315E-02	0.212E-01	0.403E-03
228.428	45.0	0.000E+00	0.128E-02	0.319E-01	0.384E-02	0.543E-02	0.262E-01	0.420E-03
229.775	46.0	0.000E+00	0.239E-02	0.351E-01	0.309E-02	0.796E-02	0.277E-01	0.378E-03
231.122	47.0	0.000E+00	0.389E-02	0.348E-01	0.224E-02	0.106E-01	0.266E-01	0.304E-03
232.469	48.0	0.000E+00	0.576E-02	0.322E-01	0.154E-02	0.133E-01	0.241E-01	0.226E-03
233.816	49.0	0.156E-07	0.793E-02	0.282E-01	0.108E-02	0.159E-01	0.208E-01	0.158E-03
235.163	50.0	0.818E-07	0.103E-01	0.238E-01	0.864E-03	0.182E-01	0.175E-01	0.106E-03
236.510	51.0	0.339E-06	0.126E-01	0.194E-01	0.904E-03	0.203E-01	0.142E-01	0.691E-04
237.857	52.0	0.118E-05	0.148E-01	0.153E-01	0.121E-02	0.219E-01	0.113E-01	0.443E-04
239.203	53.0	0.353E-05	0.166E-01	0.118E-01	0.182E-02	0.229E-01	0.882E-02	0.281E-04
